"symbol","entrez","mapped"
"FBXO43","286151",TRUE
"HKDC1","80201",TRUE
"HK1","3098",TRUE
"TYSND1","219743",TRUE
"PHF6","84295",TRUE
"CD109","135228",TRUE
"LRFN2","57497",TRUE
"NODAL","4838",TRUE
"UBE2L6","9246",TRUE
"ZDHHC5","25921",TRUE
"MED19","219541",TRUE
"ZFAND3","60685",TRUE
"NPTN","27020",TRUE
"KAT6B","23522",TRUE
"SAMD8","142891",TRUE
"RAB11FIP1","80223",TRUE
"GLYATL2","219970",TRUE
"UTP14A","10813",TRUE
"AIFM1","9131",TRUE
"MAPK13","5603",TRUE
"BAG4","9530",TRUE
"TBC1D31","93594",TRUE
"NTAQ1","55093",TRUE
"ATAD2","29028",TRUE
"FBXO32","114907",TRUE
"NSMCE2","286053",TRUE
"ZNF689","115509",TRUE
"PRR14","78994",TRUE
"FBRS","64319",TRUE
"FRRS1","391059",TRUE
"PHKG2","5261",TRUE
"MFSD14A",NA,FALSE
"SASS6","163786",TRUE
"COX6A2","1339",TRUE
"ZIC3","7547",TRUE
"MALSU1","115416",TRUE
"VPS8","23355",TRUE
"GALK2","2585",TRUE
"LHFPL4","375323",TRUE
"B3GNT7","93010",TRUE
"MPV17L","255027",TRUE
"BUB1B","701",TRUE
"PDE6D","5147",TRUE
"EIF4A2","1974",TRUE
"BRPF1","7862",TRUE
"RPUSD3","285367",TRUE
"TATDN2","9797",TRUE
"GHRL","51738",TRUE
"SEC13","6396",TRUE
"EXOG","9941",TRUE
"NTAN1","123803",TRUE
"NMNAT2","23057",TRUE
"ZFYVE9","9372",TRUE
"ATP2B2","491",TRUE
"SMG1","23049",TRUE
"FCHO2","115548",TRUE
"RBPMS","11030",TRUE
"TMEM171","134285",TRUE
"TIMP4","7079",TRUE
"SYN2","6854",TRUE
"NRG1","3084",TRUE
"ODR4","54953",TRUE
"CPT2","1376",TRUE
"NECAP2","55707",TRUE
"LRP8","7804",TRUE
"PAXIP1","22976",TRUE
"STEAP2","261729",TRUE
"SSBP3","23648",TRUE
"CLDN12","9069",TRUE
"MMP14","4323",TRUE
"FZD1","8321",TRUE
"GATAD1","57798",TRUE
"SUSD3","203328",TRUE
"TMED6","146456",TRUE
"CLEC18A","348174",TRUE
"DHRS4","10901",TRUE
"CFAP107","93190",TRUE
"CLEC18C","283971",TRUE
"ARMC12","221481",TRUE
"DDX19B","11269",TRUE
"ST3GAL2","6483",TRUE
"FCSK","197258",TRUE
"IL34","146433",TRUE
"DHRS1","115817",TRUE
"CACNA1D","776",TRUE
"ARSL","415",TRUE
"KIT","3815",TRUE
"HYDIN","54768",TRUE
"AASDH","132949",TRUE
"ZNF19","7567",TRUE
"CACNA2D3","55799",TRUE
"RNF111","54778",TRUE
"CCNB2","9133",TRUE
"FAM81A","145773",TRUE
"MYO1E","4643",TRUE
"APPL1","26060",TRUE
"PWWP3B","139221",TRUE
"AFAP1L1","134265",TRUE
"TSC22D3","1831",TRUE
"VPS26C","10311",TRUE
"DYRK1A","1859",TRUE
"KCNJ6","3763",TRUE
"KCNJ15","3772",TRUE
"ERG","2078",TRUE
"ETS2","2114",TRUE
"TSPAN18","90139",TRUE
"LCA5L","150082",TRUE
"SLC35B2","347734",TRUE
"TMEM164","84187",TRUE
"MX1","4599",TRUE
"CREB3L1","90993",TRUE
"C2CD2","25966",TRUE
"TAB3","257397",TRUE
"SLC38A10","124565",TRUE
"C9orf43","257169",TRUE
"PALM2AKAP2","445815",TRUE
"ZNF618","114991",TRUE
"DGKI","9162",TRUE
"TMEM268","203197",TRUE
"SVOPL","136306",TRUE
"SNX22","79856",TRUE
"UBN2","254048",TRUE
"BRAF","673",TRUE
"SLC34A2","10568",TRUE
"ACAN","176",TRUE
"PSMG3","84262",TRUE
"CABP1","9478",TRUE
"WDR19","57728",TRUE
"SLC37A3","84255",TRUE
"AP3S2","10239",TRUE
"FMNL2","114793",TRUE
"GAREM2","150946",TRUE
"SPPL3","121665",TRUE
"DPYSL5","56896",TRUE
"RAB28","9364",TRUE
"PRXL2B","127281",TRUE
"TNFRSF14","8764",TRUE
"PANK4","55229",TRUE
"CIB4","130106",TRUE
"MEGF11","84465",TRUE
"C12orf43","64897",TRUE
"PEX10","5192",TRUE
"RER1","11079",TRUE
"RADIL","55698",TRUE
"SKI","6497",TRUE
"WIPI2","26100",TRUE
"LDLRAP1","26119",TRUE
"AGAP1","116987",TRUE
"KRTCAP3","200634",TRUE
"ANKRD61","100310846",TRUE
"PAFAH2","5051",TRUE
"EXTL1","2134",TRUE
"SLC30A2","7780",TRUE
"BABAM2","9577",TRUE
"TRIM63","84676",TRUE
"CFAP251","144406",TRUE
"MRPL17","63875",TRUE
"DUSP2","1844",TRUE
"GRHL3","57822",TRUE
"UBXN11","91544",TRUE
"PTPDC1","138639",TRUE
"GALNT14","79623",TRUE
"NCK1","4690",TRUE
"HPD","3242",TRUE
"RHPN1","114822",TRUE
"TPRG1L","127262",TRUE
"LRRC43","254050",TRUE
"PRXL2C","195827",TRUE
"XDH","7498",TRUE
"XKR8","55113",TRUE
"CNNM4","26504",TRUE
"EYA3","2140",TRUE
"DZIP1L","199221",TRUE
"TMSB15A","11013",TRUE
"FANCC","2176",TRUE
"MRAS","22808",TRUE
"WASF2","10163",TRUE
"ABHD3","171586",TRUE
"ESYT3","83850",TRUE
"FAIM","55179",TRUE
"TENT5B","115572",TRUE
"CLSTN2","64084",TRUE
"COLEC12","81035",TRUE
"RNF207","388591",TRUE
"CUL4B","8450",TRUE
"GPR153","387509",TRUE
"SLC13A3","64849",TRUE
"GPRASP2","114928",TRUE
"RHBDL2","54933",TRUE
"AUTS2","26053",TRUE
"SHROOM4","57477",TRUE
"H2BC5","3017",TRUE
"CDC25C","995",TRUE
"H4C8","8365",TRUE
"MITD1","129531",TRUE
"EIF5B","9669",TRUE
"RIBC1","158787",TRUE
"TMSB15B","286527",TRUE
"CATIP","375307",TRUE
"CNOT11","55571",TRUE
"KCNB1","3745",TRUE
"TSPAN33","340348",TRUE
"NRG2","9542",TRUE
"AHCYL2","23382",TRUE
"B4GALT5","9334",TRUE
"CD1D","912",TRUE
"SPATA2","9825",TRUE
"DNAH3","55567",TRUE
"CPA5","93979",TRUE
"TSR2","90121",TRUE
"PPP1R9A","55607",TRUE
"ZC3H18","124245",TRUE
"ZFAND2B","130617",TRUE
"GDPD5","81544",TRUE
"DYNC1I1","1780",TRUE
"PFKFB1","5207",TRUE
"TMED4","222068",TRUE
"PPP1R15B","84919",TRUE
"COPG2","26958",TRUE
"EMSY","56946",TRUE
"PAGE5","90737",TRUE
"GPAT4","137964",TRUE
"PKD1L1","168507",TRUE
"ZSCAN12","9753",TRUE
"TAGLN2","8407",TRUE
"ELK4","2005",TRUE
"SLAMF8","56833",TRUE
"SLC45A3","85414",TRUE
"DUSP23","54935",TRUE
"RNF166","115992",TRUE
"NBL1","4681",TRUE
"HTR6","3362",TRUE
"F11R","50848",TRUE
"USF1","7391",TRUE
"PLA2G2F","64600",TRUE
"SPATA2L","124044",TRUE
"NIT1","4817",TRUE
"DEDD","9191",TRUE
"ZNF276","92822",TRUE
"NPM2","10361",TRUE
"EDA","1896",TRUE
"FGF17","8822",TRUE
"VWA5B1","127731",TRUE
"CDA","978",TRUE
"PINK1","65018",TRUE
"B4GALT3","8703",TRUE
"DMTN","2039",TRUE
"ADAMTS4","9507",TRUE
"FHIP2B","64760",TRUE
"NDUFS2","4720",TRUE
"SLC5A11","115584",TRUE
"APOA2","336",TRUE
"TOMM40L","84134",TRUE
"MPZ","4359",TRUE
"CCAR2","57805",TRUE
"WNT9B","7484",TRUE
"CACHD1","57685",TRUE
"CDC42SE2","56990",TRUE
"RAPGEF6","51735",TRUE
"EPB41","2035",TRUE
"MIS18A","54069",TRUE
"ALG8","79053",TRUE
"FBXW5","54461",TRUE
"CFAP298","56683",TRUE
"SYNJ1","8867",TRUE
"PAXBP1","94104",TRUE
"IFNAR2","3455",TRUE
"MRPL10","124995",TRUE
"IFNGR2","3460",TRUE
"GART","2618",TRUE
"SON","6651",TRUE
"DONSON","29980",TRUE
"SV2A","9900",TRUE
"LAD1","3898",TRUE
"STC1","6781",TRUE
"TNNI1","7135",TRUE
"CSRP1","1465",TRUE
"HOXB13","10481",TRUE
"KCNE2","9992",TRUE
"ATP5MC1","516",TRUE
"RCAN1","1827",TRUE
"UBE2Z","65264",TRUE
"CIART","148523",TRUE
"SNF8","11267",TRUE
"CLIC6","54102",TRUE
"CCDC24","149473",TRUE
"RUNX1","861",TRUE
"IGF2BP1","10642",TRUE
"CBR1","873",TRUE
"CBR3","874",TRUE
"GJD2","57369",TRUE
"ACTC1","70",TRUE
"MORC3","23515",TRUE
"CHAF1B","8208",TRUE
"SIM2","6493",TRUE
"HLCS","3141",TRUE
"SCUBE1","80274",TRUE
"ARHGAP27","201176",TRUE
"ADPGK","83440",TRUE
"PTMS","5763",TRUE
"PLA2G4D","283748",TRUE
"PADI4","23569",TRUE
"ADIPOR1","51094",TRUE
"CYB5R1","51706",TRUE
"PSMD4","5710",TRUE
"ATP13A2","23400",TRUE
"M1AP","130951",TRUE
"PSMB4","5692",TRUE
"IRX6","79190",TRUE
"BTG2","7832",TRUE
"HK2","3099",TRUE
"C1R","715",TRUE
"CELF3","11189",TRUE
"ALDH4A1","8659",TRUE
"STARD9","57519",TRUE
"THEM4","117145",TRUE
"TCHH","7062",TRUE
"UBR1","197131",TRUE
"AMFR","267",TRUE
"MED8","112950",TRUE
"RGL4","266747",TRUE
"SPRR2G","6706",TRUE
"PGLYRP3","114771",TRUE
"ISL2","64843",TRUE
"RSPRY1","89970",TRUE
"CCDC17","149483",TRUE
"GPBP1L1","60313",TRUE
"NAE1","8883",TRUE
"TMEM69","51249",TRUE
"ADGRG5","221188",TRUE
"DRC7","84229",TRUE
"ACE","1636",TRUE
"SPMIP8","374739",TRUE
"EFCAB14","9813",TRUE
"SPON2","10417",TRUE
"CHCHD6","84303",TRUE
"CTBP1","1487",TRUE
"LRRC36","55282",TRUE
"TPPP3","51673",TRUE
"ZDHHC1","29800",TRUE
"ATP6V0D1","9114",TRUE
"ZFYVE28","57732",TRUE
"CARMIL2","146206",TRUE
"C16orf86","388284",TRUE
"PIP","5304",TRUE
"FAM131B","9715",TRUE
"RGS12","6002",TRUE
"PSKH1","5681",TRUE
"ZYX","7791",TRUE
"ABR","29",TRUE
"LYPD5","284348",TRUE
"CCDC117","150275",TRUE
"ZNF230","7773",TRUE
"CCDC107","203260",TRUE
"ZNF222","7673",TRUE
"NPR2","4882",TRUE
"ZNF221","7638",TRUE
"ZNF233","353355",TRUE
"ZNF235","9310",TRUE
"GNE","10020",TRUE
"TNFRSF13C","115650",TRUE
"ARHGAP35","2909",TRUE
"PTGIR","5739",TRUE
"CALM3","808",TRUE
"DFFA","1676",TRUE
"CCDC28B","79140",TRUE
"IQCC","55721",TRUE
"TMEM234","56063",TRUE
"BSDC1","55108",TRUE
"ZBTB8A","653121",TRUE
"ATAD3B","83858",TRUE
"SSU72","29101",TRUE
"UBE2J2","118424",TRUE
"ZNF362","149076",TRUE
"FNDC5","252995",TRUE
"CPAMD8","27151",TRUE
"NR2F6","2063",TRUE
"ANKLE1","126549",TRUE
"MIX23","131076",TRUE
"VMA21","203547",TRUE
"KALRN","8997",TRUE
"CILP2","148113",TRUE
"ABCG1","9619",TRUE
"TFF3","7033",TRUE
"TFF2","7032",TRUE
"TFF1","7031",TRUE
"TMPRSS3","64699",TRUE
"RSPH1","89765",TRUE
"SLC37A1","54020",TRUE
"PDE9A","5152",TRUE
"WDR4","10785",TRUE
"NDUFV3","4731",TRUE
"PKNOX1","5316",TRUE
"CBS","875",TRUE
"U2AF1","7307",TRUE
"HSF2BP","11077",TRUE
"RRP1B","23076",TRUE
"PDXK","8566",TRUE
"G6PD","2539",TRUE
"CSTB","1476",TRUE
"RRP1","8568",TRUE
"AGPAT3","56894",TRUE
"TRAPPC10","7109",TRUE
"GAB3","139716",TRUE
"GATD3","8209",TRUE
"ICOSLG","23308",TRUE
"CFAP410","755",TRUE
"ZNF66","7617",TRUE
"LRRC3","81543",TRUE
"ITGB2","3689",TRUE
"SLX9","85395",TRUE
"RALGDS","5900",TRUE
"FTCD","10841",TRUE
"SPATC1L","84221",TRUE
"LSS","4047",TRUE
"VAV2","7410",TRUE
"MCM3AP","8888",TRUE
"C21orf58","54058",TRUE
"PCNT","5116",TRUE
"DIP2A","23181",TRUE
"S100B","6285",TRUE
"PRMT2","3275",TRUE
"CLDND2","125875",TRUE
"ZNF208","7757",TRUE
"ADAMTS13","11093",TRUE
"CACFD1","11094",TRUE
"SLC2A6","11182",TRUE
"ZNF761","388561",TRUE
"FCN2","2220",TRUE
"PIERCE1","138162",TRUE
"ZNF714","148206",TRUE
"GPSM1","26086",TRUE
"C19orf47","126526",TRUE
"CFAP157","286207",TRUE
"TOR2A","27433",TRUE
"ST6GALNAC6","30815",TRUE
"SHKBP1","92799",TRUE
"RDH13","112724",TRUE
"ZER1","10444",TRUE
"ZDHHC12","84885",TRUE
"PKN3","29941",TRUE
"SPTBN4","57731",TRUE
"BRSK1","84446",TRUE
"COX6B2","125965",TRUE
"TMEM190","147744",TRUE
"PLPP7","84814",TRUE
"TAOK1","57551",TRUE
"MED27","9442",TRUE
"DEDD2","162989",TRUE
"SIK3","23387",TRUE
"MPZL3","196264",TRUE
"NEK8","284086",TRUE
"TLCD1","116238",TRUE
"PCSK7","9159",TRUE
"SAFB","6294",TRUE
"S100A1","6271",TRUE
"CHTOP","26097",TRUE
"CXCR5","643",TRUE
"ZBTB7B","51043",TRUE
"FLAD1","80308",TRUE
"SHC1","6464",TRUE
"VPS11","55823",TRUE
"NLRX1","79671",TRUE
"ADAR","103",TRUE
"IL6R","3570",TRUE
"UBE2Q1","55585",TRUE
"CHRNB2","1141",TRUE
"CRTC2","200186",TRUE
"ANO10","55129",TRUE
"FDPS","2224",TRUE
"RUSC1","23623",TRUE
"ENTREP3","10712",TRUE
"PAQR6","79957",TRUE
"PMF1","11243",TRUE
"SLC25A44","9673",TRUE
"LMNA","4000",TRUE
"NBEAL2","23218",TRUE
"CCDC12","151903",TRUE
"PTH1R","5745",TRUE
"UBQLN4","56893",TRUE
"MYL3","4634",TRUE
"PPP1R35","221908",TRUE
"GPATCH4","54865",TRUE
"AZGP1","563",TRUE
"FGFR4","2264",TRUE
"CYP3A7","1551",TRUE
"NACC1","112939",TRUE
"LY6K","54742",TRUE
"IER2","9592",TRUE
"ZNF394","84124",TRUE
"CPSF4","10898",TRUE
"LY6E","4061",TRUE
"VPS28","51160",TRUE
"TONSL","4796",TRUE
"PWWP3A","84939",TRUE
"RECQL4","9401",TRUE
"LRRC14","9684",TRUE
"ZNF333","84449",TRUE
"COL26A1","136227",TRUE
"PPP1R16A","84988",TRUE
"FOXH1","8928",TRUE
"ORAI2","80228",TRUE
"ALKBH4","54784",TRUE
"SH2B2","10603",TRUE
"MRNIP","51149",TRUE
"SQSTM1","8878",TRUE
"MGAT4B","11282",TRUE
"RPL8","6132",TRUE
"MAML1","9794",TRUE
"PGLYRP2","114770",TRUE
"LRWD1","222229",TRUE
"FBXL13","222235",TRUE
"NAPEPLD","222236",TRUE
"SCGB3A1","92304",TRUE
"PSMC2","5701",TRUE
"CELF5","60680",TRUE
"MFSD12","126321",TRUE
"YDJC","150223",TRUE
"DVL3","1857",TRUE
"AP2M1","1173",TRUE
"ABCF3","55324",TRUE
"PCYT1A","5130",TRUE
"FBXO27","126433",TRUE
"DMKN","93099",TRUE
"U2AF1L4","199746",TRUE
"BDH1","622",TRUE
"THAP8","199745",TRUE
"COX7A1","1346",TRUE
"ZNF382","84911",TRUE
"LRRC56","115399",TRUE
"PLXDC1","57125",TRUE
"PGAP3","93210",TRUE
"IKZF3","22806",TRUE
"GRIN2C","2905",TRUE
"FDXR","2232",TRUE
"SAP30BP","29115",TRUE
"ACOX1","51",TRUE
"PRPSAP1","5635",TRUE
"CYGB","114757",TRUE
"SRSF2","6427",TRUE
"ZNF577","84765",TRUE
"TMEM143","55260",TRUE
"KASH5","147872",TRUE
"ALDH16A1","126133",TRUE
"DCD","117159",TRUE
"ITGA5","3678",TRUE
"ZNF385A","25946",TRUE
"MPP3","4356",TRUE
"NAGS","162417",TRUE
"LSM12","124801",TRUE
"ASB16","92591",TRUE
"EMC10","284361",TRUE
"JOSD2","126119",TRUE
"SHANK1","50944",TRUE
"FAM171A2","284069",TRUE
"DBF4B","80174",TRUE
"PLCD3","113026",TRUE
"FMNL3","91010",TRUE
"AQP5","362",TRUE
"RACGAP1","29127",TRUE
"LARP4","113251",TRUE
"TAMALIN","160622",TRUE
"RAVER1","125950",TRUE
"SYCE2","256126",TRUE
"SPC24","147841",TRUE
"IP6K3","117283",TRUE
"LEMD2","221496",TRUE
"ALOX15","246",TRUE
"ZNF653","115950",TRUE
"MED11","400569",TRUE
"CXCL16","58191",TRUE
"SCIMP","388325",TRUE
"TNFSF13","8741",TRUE
"SENP3","26168",TRUE
"FGF11","2256",TRUE
"EIF4A1","1973",TRUE
"RPL26","6154",TRUE
"CCDC42","146849",TRUE
"POLR3K","51728",TRUE
"SNRNP25","79622",TRUE
"WDR90","197335",TRUE
"JMJD8","339123",TRUE
"CCDC78","124093",TRUE
"SSTR5","6755",TRUE
"SPSB3","90864",TRUE
"MEIOB","254528",TRUE
"HS3ST6","64711",TRUE
"TEDC2","80178",TRUE
"CCNF","899",TRUE
"TBC1D24","57465",TRUE
"AMDHD2","51005",TRUE
"NTN3","4917",TRUE
"BICDL2","146439",TRUE
"PAQR4","124222",TRUE
"FLYWCH2","114984",TRUE
"ZG16B","124220",TRUE
"ZNF75A","7627",TRUE
"ADCY9","115",TRUE
"SHANK2","22941",TRUE
"CLPB","81570",TRUE
"NEU3","10825",TRUE
"CYB561A3","220002",TRUE
"SAXO4","220004",TRUE
"ASRGL1","80150",TRUE
"GNG3","2785",TRUE
"UBXN1","51035",TRUE
"LBHD1","79081",TRUE
"TTC9C","283237",TRUE
"TAF6L","10629",TRUE
"NXF1","10482",TRUE
"STX5","6811",TRUE
"SLC25A45","283130",TRUE
"RPL29","6159",TRUE
"SYVN1","84447",TRUE
"ZFPL1","7542",TRUE
"RPS6KA4","8986",TRUE
"LRP5","4041",TRUE
"TPCN2","219931",TRUE
"FGF19","9965",TRUE
"CYP4A22","284541",TRUE
"PDZK1IP1","10158",TRUE
"TAL1","6886",TRUE
"CMPK1","51727",TRUE
"BEND5","79656",TRUE
"ELAVL4","1996",TRUE
"COA7","65260",TRUE
"ZYG11B","79699",TRUE
"SLC1A7","6512",TRUE
"CZIB","54987",TRUE
"MAGOH","4116",TRUE
"ACOT11","26027",TRUE
"PARS2","25973",TRUE
"BSND","7809",TRUE
"USP24","23358",TRUE
"PLPP3","8613",TRUE
"NOL9","79707",TRUE
"PRKAA2","5563",TRUE
"KLHL21","9903",TRUE
"ZSWIM5","57643",TRUE
"GMEB1","10691",TRUE
"SLC45A1","50651",TRUE
"SELENON","57190",TRUE
"AK4","205",TRUE
"JAK1","3716",TRUE
"RAVER2","55225",TRUE
"CTRC","11330",TRUE
"LZIC","84328",TRUE
"RBP7","116362",TRUE
"KNCN","148930",TRUE
"FBLIM1","54751",TRUE
"SLC25A34","284723",TRUE
"AKR7A3","22977",TRUE
"DRAXIN","374946",TRUE
"PDPN","10630",TRUE
"LRRC38","126755",TRUE
"DHRS3","9249",TRUE
"LAPTM5","7805",TRUE
"SDC3","9672",TRUE
"PEF1","553115",TRUE
"SYNC","81493",TRUE
"RBBP4","5928",TRUE
"NHSL3","57648",TRUE
"TSSK3","81629",TRUE
"TMCO4","255104",TRUE
"UBXN10","127733",TRUE
"CAMK2N1","55450",TRUE
"ALPL","249",TRUE
"WNT4","54361",TRUE
"SCNN1D","6339",TRUE
"MXRA8","54587",TRUE
"FAAP20","199990",TRUE
"MEGF6","1953",TRUE
"DIRAS3","9077",TRUE
"NFIA","4774",TRUE
"OMA1","115209",TRUE
"MYSM1","114803",TRUE
"TM2D1","83941",TRUE
"USP1","7398",TRUE
"FUBP1","8880",TRUE
"NEXN","91624",TRUE
"DNAJB4","11080",TRUE
"ADGRL4","64123",TRUE
"LRRIQ3","127255",TRUE
"TYW3","127253",TRUE
"SNX7","51375",TRUE
"B3GALT2","8707",TRUE
"NTNG1","22854",TRUE
"EEIG2","284611",TRUE
"HENMT1","113802",TRUE
"AKNAD1","254268",TRUE
"C1orf52","148423",TRUE
"GBP2","2634",TRUE
"ATXN7L2","127002",TRUE
"GBP4","115361",TRUE
"ZNF326","284695",TRUE
"HFM1","164045",TRUE
"BRINP3","339479",TRUE
"GFI1","2672",TRUE
"KCNT2","343450",TRUE
"AGL","178",TRUE
"VCAM1","7412",TRUE
"EXTL2","2135",TRUE
"SLC30A7","148867",TRUE
"ZNF281","23528",TRUE
"ARPC5","10092",TRUE
"CADM3","57863",TRUE
"NLRP3","114548",TRUE
"ZNF496","84838",TRUE
"TRIM58","25893",TRUE
"SLAMF9","89886",TRUE
"IGSF8","93185",TRUE
"DDR2","4921",TRUE
"PEA15","8682",TRUE
"PEX19","5824",TRUE
"NCSTN","23385",TRUE
"VANGL2","57216",TRUE
"OLFML2B","25903",TRUE
"FCRLB","127943",TRUE
"KLHDC9","126823",TRUE
"C1orf74","148304",TRUE
"FLVCR1","28982",TRUE
"ATF3","467",TRUE
"RBM15","64783",TRUE
"DENND2D","79961",TRUE
"AXDND1","126859",TRUE
"TDRD5","163589",TRUE
"IER5","51278",TRUE
"SNED1","25992",TRUE
"BPNT1","10380",TRUE
"SPATA17","128153",TRUE
"C1orf115","79762",TRUE
"BROX","148362",TRUE
"NBPF20","100288142",TRUE
"ACP6","51205",TRUE
"KIF26B","55083",TRUE
"TFB2M","64216",TRUE
"CNST","163882",TRUE
"PPP1R21","129285",TRUE
"KLHDC8A","55220",TRUE
"PKDCC","91461",TRUE
"OXER1","165140",TRUE
"HAAO","23498",TRUE
"B3GALNT2","148789",TRUE
"MAPKAPK2","9261",TRUE
"IL20","50604",TRUE
"IL24","11009",TRUE
"FCMR","9214",TRUE
"PIGR","5284",TRUE
"CAPN2","824",TRUE
"MRPL55","128308",TRUE
"WDR26","80232",TRUE
"REL","5966",TRUE
"PUS10","150962",TRUE
"PEX13","5194",TRUE
"SANBR","84542",TRUE
"TRIM17","51127",TRUE
"RFTN2","130132",TRUE
"DISC1","27185",TRUE
"CAPN13","92291",TRUE
"MEMO1","51072",TRUE
"DPY30","84661",TRUE
"TYW5","129450",TRUE
"MAIP1","79568",TRUE
"KCNF1","3754",TRUE
"SLC66A3","130814",TRUE
"ARL5A","26225",TRUE
"LRATD1","151354",TRUE
"KCNJ3","3760",TRUE
"CLHC1","130162",TRUE
"FRZB","2487",TRUE
"DUSP19","142679",TRUE
"CFAP36","112942",TRUE
"NUP35","129401",TRUE
"CCDC138","165055",TRUE
"FBXO41","150726",TRUE
"ACTG2","72",TRUE
"WDCP","80304",TRUE
"SMC6","79677",TRUE
"VSNL1","7447",TRUE
"CCDC74A","90557",TRUE
"H3-3A","3020",TRUE
"COQ8A","56997",TRUE
"SLC16A14","151473",TRUE
"EN1","2019",TRUE
"SGCB","6443",TRUE
"SPATA18","132671",TRUE
"NOSTRIN","115677",TRUE
"CFAP221","200373",TRUE
"SGPP2","130367",TRUE
"INHBB","3625",TRUE
"BBS5","129880",TRUE
"SMARCAD1","56916",TRUE
"PDLIM5","10611",TRUE
"NEURL3","93082",TRUE
"RPRD2","23248",TRUE
"ANKRD23","200539",TRUE
"CTSS","1520",TRUE
"MSX1","4487",TRUE
"PACRGL","133015",TRUE
"BNIPL","149428",TRUE
"LYSMD1","388695",TRUE
"SCNM1","79005",TRUE
"TMOD4","29765",TRUE
"VPS72","6944",TRUE
"ERCC3","2071",TRUE
"RNF149","284996",TRUE
"IWS1","55677",TRUE
"BOLA3","388962",TRUE
"CDC42EP3","10602",TRUE
"S100A11","6282",TRUE
"LCE3D","84648",TRUE
"IVL","3713",TRUE
"SPRR3","6707",TRUE
"DHX57","90957",TRUE
"SPRR2D","6703",TRUE
"PGLYRP4","57115",TRUE
"ARHGAP25","9938",TRUE
"S100A9","6280",TRUE
"S100A12","6283",TRUE
"TGFA","7039",TRUE
"TDRD10","126668",TRUE
"CCNYL1","151195",TRUE
"FZD5","7855",TRUE
"DCAF16","54876",TRUE
"CFAP141","388701",TRUE
"NPPC","4880",TRUE
"GNPDA2","132789",TRUE
"ALPP","250",TRUE
"GABRG1","2565",TRUE
"ALPG","251",TRUE
"GABRB1","2560",TRUE
"PAQR3","152559",TRUE
"NIPAL1","152519",TRUE
"ALPI","248",TRUE
"ANTXR2","118429",TRUE
"HELQ","113510",TRUE
"MRPS18C","51023",TRUE
"CGGBP1","8545",TRUE
"ABRAXAS1","84142",TRUE
"GPR155","151556",TRUE
"DAPL1","92196",TRUE
"PMVK","10654",TRUE
"PBXIP1","57326",TRUE
"CLDN1","9076",TRUE
"PYGO2","90780",TRUE
"HIPK1","204851",TRUE
"LENEP","55891",TRUE
"DCST2","127579",TRUE
"COL6A3","1293",TRUE
"INAVA","55765",TRUE
"YY1AP1","55249",TRUE
"KBTBD8","84541",TRUE
"TAFA4","151647",TRUE
"EOGT","285203",TRUE
"LMOD3","56203",TRUE
"NAXE","128240",TRUE
"POGLUT1","56983",TRUE
"SLC22A15","55356",TRUE
"CCKAR","886",TRUE
"IGFN1","91156",TRUE
"ATP1A1","476",TRUE
"SLC15A2","6565",TRUE
"EIF4E3","317649",TRUE
"PROK2","60675",TRUE
"LRRC58","116064",TRUE
"FSTL1","11167",TRUE
"LMOD1","25802",TRUE
"ELF3","1999",TRUE
"TMEM183A","92703",TRUE
"TMEM169","92691",TRUE
"IGFBP7","3490",TRUE
"TRIM46","80128",TRUE
"KRTCAP2","200185",TRUE
"CXCR1","3577",TRUE
"ARPC2","10109",TRUE
"TSACC","128229",TRUE
"CCT3","7203",TRUE
"TMEM79","84283",TRUE
"SSR2","6746",TRUE
"RNF25","64320",TRUE
"STK36","27148",TRUE
"ADORA1","134",TRUE
"NEK10","152110",TRUE
"CCDC141","285025",TRUE
"CRYBA2","1412",TRUE
"CIP2A","57650",TRUE
"EOMES","8320",TRUE
"CWC22","57703",TRUE
"AZI2","64343",TRUE
"TGFBR2","7048",TRUE
"ANKZF1","55139",TRUE
"HDAC11","79885",TRUE
"FBLN2","2199",TRUE
"GLB1L","79411",TRUE
"STT3B","201595",TRUE
"CHCHD4","131474",TRUE
"DPPA2","151871",TRUE
"NFASC","23114",TRUE
"SGO2","151246",TRUE
"SERPINI1","5274",TRUE
"CLASP2","23122",TRUE
"SUCLG1","8802",TRUE
"NUAK2","81788",TRUE
"PRKCI","5584",TRUE
"IFI16","3428",TRUE
"AIM2","9447",TRUE
"EFHB","151651",TRUE
"EIF5A2","56648",TRUE
"RPL22L1","200916",TRUE
"PPM1L","151742",TRUE
"ICA1L","130026",TRUE
"CTLA4","1493",TRUE
"ICOS","29851",TRUE
"RYBP","23429",TRUE
"PPP4R2","151987",TRUE
"GTPBP8","29083",TRUE
"NEPRO",NA,FALSE
"SPICE1","152185",TRUE
"CCDC191","57577",TRUE
"NKX6-1","4825",TRUE
"CDS1","1040",TRUE
"WDFY3","23001",TRUE
"COX18","285521",TRUE
"PTPN13","5783",TRUE
"ALB","213",TRUE
"C4orf36","132989",TRUE
"THOC7","80145",TRUE
"ATXN7","6314",TRUE
"PSMD6","9861",TRUE
"PRICKLE2","166336",TRUE
"ADAMTS9","56999",TRUE
"PPM1K","152926",TRUE
"GMPS","8833",TRUE
"TIPARP","25976",TRUE
"CCNL1","57018",TRUE
"PTX3","5806",TRUE
"HESX1","8820",TRUE
"DCLK3","85443",TRUE
