"symbol","entrez","mapped"
"CLCN2","1181",TRUE
"FOXP1","27086",TRUE
"EIF4G1","1981",TRUE
"SPCS1","28972",TRUE
"NEK4","6787",TRUE
"SLC4A3","6508",TRUE
"INO80D","54891",TRUE
"EEF1B2","1933",TRUE
"ADAM23","8745",TRUE
"DGUOK","1716",TRUE
"MOB1A","55233",TRUE
"KANSL3","55683",TRUE
"LMAN2L","81562",TRUE
"RTKN","6242",TRUE
"TTL","150465",TRUE
"IL1A","3552",TRUE
"CCL20","6364",TRUE
"PIKFYVE","200576",TRUE
"KCNIP3","30818",TRUE
"FAHD2A","51011",TRUE
"NCL","4691",TRUE
"ACTR1B","10120",TRUE
"SLC35F5","80255",TRUE
"ZAP70","7535",TRUE
"ACTR3","10096",TRUE
"STEAP3","55240",TRUE
"EPB41L5","57669",TRUE
"TFCP2L1","29842",TRUE
"SF3B6","51639",TRUE
"TP53I3","9540",TRUE
"DNAJC27","51277",TRUE
"POMC","5443",TRUE
"STAM2","10254",TRUE
"GPD2","2820",TRUE
"CENPA","1058",TRUE
"CYTIP","9595",TRUE
"ACVR1","90",TRUE
"TANC1","85461",TRUE
"SLC30A3","7781",TRUE
"MPV17","4358",TRUE
"GTF3C2","2976",TRUE
"EIF2B4","8890",TRUE
"NRBP1","29959",TRUE
"ITGB6","3694",TRUE
"FNDC4","64838",TRUE
"ITGA4","3676",TRUE
"PSMD14","10213",TRUE
"SNX17","9784",TRUE
"ASB3","51130",TRUE
"PPM1G","5496",TRUE
"PDE1A","5136",TRUE
"REEP6","92840",TRUE
"PCSK4","54760",TRUE
"APC2","10297",TRUE
"IFIH1","64135",TRUE
"RPS15","6209",TRUE
"GCA","25801",TRUE
"INO80B","83444",TRUE
"MOGS","7841",TRUE
"TTC31","64427",TRUE
"NDUFS7","374291",TRUE
"PCGF1","84759",TRUE
"GRB14","2888",TRUE
"CLIP4","79745",TRUE
"TLX2","3196",TRUE
"SPTBN1","6711",TRUE
"AUP1","550",TRUE
"RTN4","57142",TRUE
"HTRA2","27429",TRUE
"LOXL3","84695",TRUE
"DOK1","1796",TRUE
"GALNT3","2591",TRUE
"POLE4","56655",TRUE
"TACR1","6869",TRUE
"CCDC88A","55704",TRUE
"ACADL","33",TRUE
"EVA1A","84141",TRUE
"MRPL19","9801",TRUE
"LANCL1","10314",TRUE
"WDR75","84128",TRUE
"EFEMP1","2202",TRUE
"REG1A","5967",TRUE
"FANCL","55120",TRUE
"FN1","2335",TRUE
"STAT1","6772",TRUE
"GLS","2744",TRUE
"PAPOLG","64895",TRUE
"DNAH6","1768",TRUE
"PECR","55825",TRUE
"UNC50","25972",TRUE
"IGFBP2","3485",TRUE
"ELMOD3","84173",TRUE
"IGFBP5","3488",TRUE
"USP34","9736",TRUE
"EFHD1","80303",TRUE
"KCNJ13","3769",TRUE
"CCT4","10575",TRUE
"GGCX","2677",TRUE
"EHBP1","23301",TRUE
"OTX1","5013",TRUE
"TXNDC9","10190",TRUE
"COQ10B","80219",TRUE
"GNLY","10578",TRUE
"SF3B1","23451",TRUE
"ST3GAL5","8869",TRUE
"CHST10","9486",TRUE
"PDCL3","79031",TRUE
"MOB4","25843",TRUE
"HSPE1","3336",TRUE
"KDM3A","55818",TRUE
"PLCD4","84812",TRUE
"CHMP3","51652",TRUE
"ZNF142","7701",TRUE
"IL1R2","7850",TRUE
"PRKAG3","53632",TRUE
"IL1R1","3554",TRUE
"WNT6","7475",TRUE
"IL1RL2","8808",TRUE
"IL1RL1","9173",TRUE
"IL18R1","8809",TRUE
"SLC9A2","6549",TRUE
"FHL2","2274",TRUE
"MLPH","79083",TRUE
"CNPPD1","27013",TRUE
"UXS1","80146",TRUE
"ABCB6","10058",TRUE
"STK16","8576",TRUE
"HDLBP","3069",TRUE
"PPP1R7","5510",TRUE
"PASK","23178",TRUE
"STK25","10494",TRUE
"TPO","7173",TRUE
"PROC","5624",TRUE
"ID2","3398",TRUE
"TAF1B","9014",TRUE
"HPCAL1","3241",TRUE
"ODC1","4953",TRUE
"BIRC6","57448",TRUE
"NOL10","79954",TRUE
"PLEKHB2","55041",TRUE
"GORASP2","26003",TRUE
"STRN","6801",TRUE
"CEBPZ","10153",TRUE
"PRKD3","23683",TRUE
"DCAF17","80067",TRUE
"QPCT","25797",TRUE
"RAB3GAP1","22930",TRUE
"SLC25A12","8604",TRUE
"RMDN2","151393",TRUE
"DLX2","1746",TRUE
"LCT","3938",TRUE
"DARS1","1615",TRUE
"SRSF7","6432",TRUE
"SDC1","6382",TRUE
"PLCL1","5334",TRUE
"SLC1A4","6509",TRUE
"SOS1","6654",TRUE
"KYNU","8942",TRUE
"WIPF1","7456",TRUE
"ORC2","4999",TRUE
"COX7A2L","9167",TRUE
"PNO1","56902",TRUE
"ORC4","5000",TRUE
"PLEK","5341",TRUE
"RND3","390",TRUE
"ATF2","1386",TRUE
"THADA","63892",TRUE
"AAK1","22848",TRUE
"TRAK2","66008",TRUE
"C2orf42","54980",TRUE
"TIA1","7072",TRUE
"PCYOX1","51449",TRUE
"KISS1R","84634",TRUE
"EPAS1","2034",TRUE
"ARID3A","1820",TRUE
"SUMO1","7341",TRUE
"CD207","50489",TRUE
"GRIN3B","116444",TRUE
"VAX2","25806",TRUE
"ATP6V1B1","525",TRUE
"NFE2L2","4780",TRUE
"MSH6","2956",TRUE
"PLEKHA3","65977",TRUE
"SPR","6697",TRUE
"EPHA4","2043",TRUE
"PARD3B","117583",TRUE
"FARSB","10056",TRUE
"ALMS1","7840",TRUE
"BCL9","607",TRUE
"PRRX1","5396",TRUE
"DHCR24","1718",TRUE
"DNAJC16","23341",TRUE
"MARK1","4139",TRUE
"TNR","7143",TRUE
"MORN1","79906",TRUE
"GPX7","2882",TRUE
"CACYBP","27101",TRUE
"SCP2","6342",TRUE
"TPSG1","25823",TRUE
"PAPPA2","60676",TRUE
"RALGPS2","55103",TRUE
"ANGPTL1","9068",TRUE
"CEP104","9731",TRUE
"FAM20B","9917",TRUE
"TCEANC2","127428",TRUE
"TMEM59","9528",TRUE
"LRRC42","115353",TRUE
"WRAP73","49856",TRUE
"MRPL37","51253",TRUE
"ICMT","23463",TRUE
"RPL22","6146",TRUE
"CHD5","26038",TRUE
"QSOX1","5768",TRUE
"STXBP3","6814",TRUE
"PHF13","148479",TRUE
"ERRFI1","54206",TRUE
"PARK7","11315",TRUE
"ELAPOR1","57535",TRUE
"OPRD1","4985",TRUE
"AMPD2","271",TRUE
"SRSF4","6429",TRUE
"MECR","51102",TRUE
"KCNC4","3749",TRUE
"EDEM3","80267",TRUE
"WDR77","79084",TRUE
"ATP5PB","515",TRUE
"RAP1A","5906",TRUE
"HDAC1","3065",TRUE
"CAPZA1","829",TRUE
"S100PBP","64766",TRUE
"RNF19B","127544",TRUE
"SCAMP3","10067",TRUE
"TRIM62","55223",TRUE
"ASH1L","55870",TRUE
"DLGAP3","58512",TRUE
"SFPQ","6421",TRUE
"RHOU","58480",TRUE
"GON4L","54856",TRUE
"ARHGEF2","9181",TRUE
"LAMTOR2","28956",TRUE
"MEF2D","4209",TRUE
"DOCK7","85440",TRUE
"SRM","6723",TRUE
"FBXO2","26232",TRUE
"FBXO6","26270",TRUE
"C1orf21","81563",TRUE
"SWT1","54823",TRUE
"MAD2L2","10459",TRUE
"DNAJC6","9829",TRUE
"LEPR","3953",TRUE
"IVNS1ABP","10625",TRUE
"KIAA2013","90231",TRUE
"MFN2","9927",TRUE
"PRG4","10216",TRUE
"MIIP","60672",TRUE
"SMG7","9887",TRUE
"NCF2","4688",TRUE
"SLC35D1","23169",TRUE
"PLA2G4A","5321",TRUE
"GADD45A","1647",TRUE
"PRAMEF12","390999",TRUE
"WLS","79971",TRUE
"PRDM2","7799",TRUE
"RGS2","5997",TRUE
"RO60","6738",TRUE
"UCHL5","51377",TRUE
"BCAS2","10286",TRUE
"SRSF11","9295",TRUE
"CTH","1491",TRUE
"AGMAT","79814",TRUE
"OLFML3","56944",TRUE
"TNNI3K","51086",TRUE
"CFHR3","10878",TRUE
"PLEKHM2","23207",TRUE
"CRYZ","1429",TRUE
"PHTF1","10745",TRUE
"ZBTB17","7709",TRUE
"CD58","965",TRUE
"TFAP2E","339488",TRUE
"TTF2","8458",TRUE
"NR5A2","2494",TRUE
"KIF21B","23046",TRUE
"TMEM9","252839",TRUE
"ADPRS","54936",TRUE
"MAP7D1","55700",TRUE
"WARS2","10352",TRUE
"OSCP1","127700",TRUE
"MRPS15","64960",TRUE
"EXOC8","149371",TRUE
"GNPAT","8443",TRUE
"TSNAX","7257",TRUE
"AIRIM","54955",TRUE
"RRAGC","64121",TRUE
"NID1","4811",TRUE
"LGALS8","3964",TRUE
"MTR","4548",TRUE
"BMP8B","656",TRUE
"MYCL","4610",TRUE
"SIPA1L2","57568",TRUE
"RLF","6018",TRUE
"KMO","8564",TRUE
"ZNF684","127396",TRUE
"KCNQ4","9132",TRUE
"RIMS3","9783",TRUE
"AKT3","10000",TRUE
"ETV3","2117",TRUE
"ACADM","34",TRUE
"ST6GALNAC5","81849",TRUE
"CD48","962",TRUE
"ADGRL2","23266",TRUE
"PADI2","11240",TRUE
"SDHB","6390",TRUE
"MFAP2","4237",TRUE
"RPF1","80135",TRUE
"KDM5B","10765",TRUE
"UAP1","6675",TRUE
"ACTL8","81569",TRUE
"CTBS","1486",TRUE
"RGS4","5999",TRUE
"KLHL12","59349",TRUE
"IGSF21","84966",TRUE
"SSX2IP","117178",TRUE
"ZNHIT6","54680",TRUE
"PLA2G2D","26279",TRUE
"RBBP5","5929",TRUE
"GBP3","2635",TRUE
"GBP1","2633",TRUE
"KIF17","57576",TRUE
"GPR89A","653519",TRUE
"CDK18","5129",TRUE
"RAB29","8934",TRUE
"CD160","11126",TRUE
"ECE1","1889",TRUE
"HMGCL","3155",TRUE
"GALE","2582",TRUE
"ID3","3399",TRUE
"CR2","1380",TRUE
"CD46","4179",TRUE
"PRPF3","9129",TRUE
"APH1A","51107",TRUE
"P3H1","64175",TRUE
"SLC2A1","6513",TRUE
"EBNA1BP2","10969",TRUE
"CDC20","991",TRUE
"MPL","4352",TRUE
"ARTN","9048",TRUE
"IPO13","9670",TRUE
"ATP6V0B","533",TRUE
"B4GALT2","8704",TRUE
"ERI3","79033",TRUE
"PTCH2","8643",TRUE
"AKR1A1","10327",TRUE
"PRDX1","5052",TRUE
"PIK3R3","8503",TRUE
"TSPAN1","10103",TRUE
"BLZF1","8548",TRUE
"CCDC181","57821",TRUE
"SLC19A2","10560",TRUE
"FAAH","2166",TRUE
"NSUN4","387338",TRUE
"TMED5","50999",TRUE
"DR1","1810",TRUE
"CNN3","1266",TRUE
"PRRC2C","23215",TRUE
"F3","2152",TRUE
"ABCD3","5825",TRUE
"VAMP4","8674",TRUE
"DPH5","51611",TRUE
"FASLG","356",TRUE
"PTBP2","58155",TRUE
"TNFSF4","7292",TRUE
"PRDX6","9588",TRUE
"DARS2","55157",TRUE
"HSD11B1","3290",TRUE
"IRF6","3664",TRUE
"UTP25","27042",TRUE
"PLPPR5","163404",TRUE
"PLPPR4","9890",TRUE
"RCAN3","11123",TRUE
"SYF2","25949",TRUE
"RSRP1","57035",TRUE
"SLC35A3","23443",TRUE
"RCOR3","55758",TRUE
"STMN1","3925",TRUE
"MTFR1L","56181",TRUE
"MAN1C1","57134",TRUE
"NEK2","4751",TRUE
"RPS6KA1","6195",TRUE
"DHDDS","79947",TRUE
"NENF","29937",TRUE
"NSL1","25936",TRUE
"PROX1","5629",TRUE
"ARID1A","8289",TRUE
"CENPF","1063",TRUE
"RPA2","6118",TRUE
"PPP1R8","5511",TRUE
"STX12","23673",TRUE
"MTARC2","54996",TRUE
"SLC5A9","200010",TRUE
"OSBPL9","114883",TRUE
"TXNDC12","51060",TRUE
"ESYT2","57488",TRUE
"POLR1G","10849",TRUE
"MESD","23184",TRUE
"RCN2","5955",TRUE
"CHRNB4","1143",TRUE
"MUC5B","727897",TRUE
"CTSD","1509",TRUE
"COLEC11","78989",TRUE
"STAG1","10274",TRUE
"STK11","6794",TRUE
"KMT2A","4297",TRUE
"TREH","11181",TRUE
"IFT46","56912",TRUE
"APOA1","335",TRUE
"ZNF541","84215",TRUE
"SLC8A2","6543",TRUE
"KPTN","11133",TRUE
"RPS25","6230",TRUE
"KIF14","9928",TRUE
"TNNT2","7139",TRUE
"DDX59","83479",TRUE
"CAMSAP2","23271",TRUE
"ATF6","22926",TRUE
"MREG","55686",TRUE
"FASTKD2","22868",TRUE
"NRP2","8828",TRUE
"CREB1","1385",TRUE
"KLF7","8609",TRUE
"TTR","7276",TRUE
"B4GALT6","9331",TRUE
"C1orf54","79630",TRUE
"CA14","23632",TRUE
"DNAI7","55259",TRUE
"IRAG2","4033",TRUE
"ATP10B","23120",TRUE
"SPCS2","9789",TRUE
"USP35","57558",TRUE
"ELOVL4","6785",TRUE
"FILIP1","27145",TRUE
"CASP8AP2","9994",TRUE
"HMGN3","9324",TRUE
"UBE3D","90025",TRUE
"CNR1","1268",TRUE
"ANKRD13C","81573",TRUE
"SGIP1","84251",TRUE
"PHF3","23469",TRUE
"PLAGL1","5325",TRUE
"FBXO30","84085",TRUE
"TNFAIP3","7128",TRUE
"AKAP7","9465",TRUE
"RAB32","10981",TRUE
"MYB","4602",TRUE
"ALDH8A1","64577",TRUE
"SGK1","6446",TRUE
"RNF146","81847",TRUE
"CCN2","1490",TRUE
"PMFBP1","83449",TRUE
"FBXL5","26234",TRUE
"MED28","80306",TRUE
"SLC16A7","9194",TRUE
"RXYLT1","10329",TRUE
"ZNF430","80264",TRUE
"VAMP8","8673",TRUE
"DCLRE1B","64858",TRUE
"MYL12B","103910",TRUE
"FOXO3","2309",TRUE
"ARMC2","84071",TRUE
"GHRH","2691",TRUE
"RPN2","6185",TRUE
"TGIF2","60436",TRUE
"CASQ2","845",TRUE
"OLFM3","118427",TRUE
"PKD2","5311",TRUE
"ABCG2","9429",TRUE
"SPP1","6696",TRUE
"STBD1","8987",TRUE
"CCNI","10983",TRUE
"RARRES1","5918",TRUE
"MFSD1","64747",TRUE
"RAB3GAP2","25782",TRUE
"EEF2KMT","196483",TRUE
"PPL","5493",TRUE
"UBN1","29855",TRUE
"KLF12","11278",TRUE
"UCHL3","7347",TRUE
"PCDH17","27253",TRUE
"HS1BP3","64342",TRUE
"LDAH","60526",TRUE
"WDR35","57539",TRUE
"CCND2","894",TRUE
"ELL2","22936",TRUE
"DNAH7","56171",TRUE
"CYP20A1","57404",TRUE
"NDUFB3","4709",TRUE
"GTF3C3","9330",TRUE
"SATB2","23314",TRUE
"UBE2B","7320",TRUE
"TRPM6","140803",TRUE
"GDA","9615",TRUE
"KLF9","687",TRUE
"TJP2","9414",TRUE
"ECRG4","84417",TRUE
"ITGB1BP1","9270",TRUE
"CPSF3","51692",TRUE
"PIGZ","80235",TRUE
"SENP5","205564",TRUE
"CCDC92","80212",TRUE
"C1orf198","84886",TRUE
"HEATR1","55127",TRUE
"PTBP3","9991",TRUE
"RAD23B","5887",TRUE
"FKBP15","23307",TRUE
"CTNNAL1","8727",TRUE
"ABITRAM","54942",TRUE
"DYNC2I2","89891",TRUE
"SET","6418",TRUE
"PTPA","5524",TRUE
"GLE1","2733",TRUE
"RAB14","51552",TRUE
"CNTRL","11064",TRUE
"TRIM32","22954",TRUE
"FBXW2","26190",TRUE
"PHF19","26147",TRUE
"NEK6","10783",TRUE
"BSPRY","54836",TRUE
"PPP6C","5537",TRUE
"NDUFA8","4702",TRUE
"HDHD3","81932",TRUE
"RBM18","92400",TRUE
"HSDL2","84263",TRUE
"MAPKAP1","79109",TRUE
"NR4A3","8013",TRUE
"INVS","27130",TRUE
"GALNT12","79695",TRUE
"DENND1A","57706",TRUE
"ALG2","85365",TRUE
"CSF3R","1441",TRUE
"KDSR","2531",TRUE
"VPS4B","9525",TRUE
"ONECUT2","9480",TRUE
"C19orf25","148223",TRUE
"ZBTB45","84878",TRUE
"YLPM1","56252",TRUE
"DCAF4","26094",TRUE
"PROX2","283571",TRUE
"FCF1","51077",TRUE
"PGF","5228",TRUE
"IFI27L2","83982",TRUE
"BBOF1","80127",TRUE
"NEK9","91754",TRUE
"ACYP1","97",TRUE
"IFT43","112752",TRUE
"NPC2","10577",TRUE
"DNAL1","83544",TRUE
"IRF2BPL","64207",TRUE
"ACOT2","10965",TRUE
"LTBP2","4053",TRUE
"AREL1","9870",TRUE
"MLH3","27030",TRUE
"TTLL5","23093",TRUE
"FLVCR2","55640",TRUE
"ABCD4","5826",TRUE
"DLST","1743",TRUE
"PPP4R4","57718",TRUE
"TGFB3","7043",TRUE
"ZC2HC1C","79696",TRUE
"SLIRP","81892",TRUE
"RBM25","58517",TRUE
"ALDH6A1","4329",TRUE
"GPR68","8111",TRUE
"ESRRB","2103",TRUE
"EIF2B2","8892",TRUE
"NRDE2","55051",TRUE
"COQ6","51004",TRUE
"ZNF410","57862",TRUE
"RHOQ","23433",TRUE
"GPR75","10936",TRUE
"SUPT7L","9913",TRUE
"KLHL29","114818",TRUE
"DNMT3A","1788",TRUE
"TMEM214","54867",TRUE
"ATAD2B","54454",TRUE
"FKBP1B","2281",TRUE
"ATL2","64225",TRUE
"YPEL5","51646",TRUE
"FAM98A","25940",TRUE
"YIPF4","84272",TRUE
"AFTPH","54812",TRUE
"LGALSL","29094",TRUE
"CNRIP1","25927",TRUE
"BCL11A","53335",TRUE
"CRIPT","9419",TRUE
"EPCAM","4072",TRUE
"SLC17A5","26503",TRUE
"OGFRL1","79627",TRUE
"SLF2","55719",TRUE
"IDE","3416",TRUE
"ELOVL3","83401",TRUE
"IFIT3","3437",TRUE
"IFIT2","3433",TRUE
"GPAM","57678",TRUE
"CUTC","51076",TRUE
"PPP1R3C","5507",TRUE
"PYROXD2","84795",TRUE
"CNNM1","26507",TRUE
"MXI1","4601",TRUE
"SMNDC1","10285",TRUE
"C10orf88","80007",TRUE
"HELLS","3070",TRUE
"TCTN3","26123",TRUE
"DENND10","404636",TRUE
"AVPI1","60370",TRUE
"WDR11","55717",TRUE
"ARMH3","79591",TRUE
"KCNIP2","30819",TRUE
"CFAP58","159686",TRUE
"GOT1","2805",TRUE
"CPN1","1369",TRUE
"C10orf95","79946",TRUE
"SFRP5","6425",TRUE
"GNA13","10672",TRUE
"HOXB8","3218",TRUE
"KANSL1","284058",TRUE
"HOXB5","3215",TRUE
"CRHR1","1394",TRUE
"HOXB3","3213",TRUE
"DUSP1","1843",TRUE
"PANK3","79646",TRUE
"MSX2","4488",TRUE
"TEK","7010",TRUE
"RCL1","10171",TRUE
"CAAP1","79886",TRUE
"MOB3B","79817",TRUE
"INSL6","11172",TRUE
"MLANA","2315",TRUE
"CD274","29126",TRUE
"GRIA2","2891",TRUE
"NUP43","348995",TRUE
"MTHFD1L","25902",TRUE
"LRP11","84918",TRUE
"CCDC170","80129",TRUE
"PCMT1","5110",TRUE
"PLEKHG1","57480",TRUE
"MYCT1","80177",TRUE
"MAGEB4","4115",TRUE
"CYSTM1","84418",TRUE
"WDR55","54853",TRUE
"ARAP3","64411",TRUE
"TNN","63923",TRUE
"MRPS14","63931",TRUE
"CENPL","91687",TRUE
"TNFSF18","8995",TRUE
"SEC16B","89866",TRUE
"GORAB","92344",TRUE
"ACAT2","39",TRUE
"TCP1","6950",TRUE
"SNX19","399979",TRUE
"KCNJ5","3762",TRUE
"MSANTD2","79684",TRUE
"TP53AIP1","63970",TRUE
"PDZD11","51248",TRUE
"SLC10A7","84068",TRUE
"NUDCD1","84955",TRUE
"ENY2","56943",TRUE
"MASTL","84930",TRUE
"KIAA1217","56243",TRUE
"PLXDC2","84898",TRUE
"EPC1","80314",TRUE
"IQSEC3","440073",TRUE
"CCDC77","84318",TRUE
"TAF12","6883",TRUE
"ENOX1","55068",TRUE
"TNFSF11","8600",TRUE
"MTRF1","9617",TRUE
"SOHLH2","54937",TRUE
"DNAJC15","29103",TRUE
"PROSER1","80209",TRUE
"UFM1","51569",TRUE
"WBP4","11193",TRUE
"ELF1","1997",TRUE
"SMAD9","4093",TRUE
"HSPH1","10808",TRUE
"KBTBD7","84078",TRUE
"ALG5","29880",TRUE
"EXOSC8","11340",TRUE
"ETF1","2107",TRUE
"TGFBI","7045",TRUE
"FAM53C","51307",TRUE
"SIL1","64374",TRUE
"PAIP2","51247",TRUE
"MYOT","9499",TRUE
"KDM3B","51780",TRUE
"EGR1","1958",TRUE
"SERP1","27230",TRUE
"PLS1","5357",TRUE
"ZFP30","22835",TRUE
"NR2C1","7181",TRUE
"UTP20","27340",TRUE
"TMPO","7112",TRUE
"ARL1","400",TRUE
"GLT8D2","83468",TRUE
"MTERF2","80298",TRUE
"SOCS2","8835",TRUE
"NFYB","4801",TRUE
"WASHC3","51019",TRUE
"APAF1","317",TRUE
"DUSP4","1846",TRUE
"CLU","1191",TRUE
"TNFRSF10B","8795",TRUE
"SORBS3","10174",TRUE
"PTK2B","2185",TRUE
"CHRNA2","1135",TRUE
"PPP3CC","5533",TRUE
"PDLIM2","64236",TRUE
"EPHX2","2053",TRUE
"RNF170","81790",TRUE
"NPPB","4879",TRUE
"UBIAD1","29914",TRUE
"TARDBP","23435",TRUE
"TNFRSF8","943",TRUE
"PRAMEF2","65122",TRUE
"ZNF706","51123",TRUE
"LYPLA1","10434",TRUE
"CRISPLD1","83690",TRUE
"COPS5","10987",TRUE
"RDH10","157506",TRUE
"AKAP1","8165",TRUE
"COIL","8161",TRUE
"TRIM25","7706",TRUE
"SCPEP1","59342",TRUE
"SPOP","8405",TRUE
"TBX2","6909",TRUE
"SLC35B1","10237",TRUE
"TBX4","9496",TRUE
"TEX14","56155",TRUE
"FAM117A","81558",TRUE
"NCAPH","23397",TRUE
"LRAT","9227",TRUE
"TMEM131L","23240",TRUE
"MND1","84057",TRUE
"TRIM6","117854",TRUE
"ABCC11","85320",TRUE
"TENT4B","64282",TRUE
"ADCY7","113",TRUE
"CEP89","84902",TRUE
"TSHZ3","57616",TRUE
"ECHDC2","55268",TRUE
"PLBD1","79887",TRUE
"TAS2R10","50839",TRUE
"PYROXD1","79912",TRUE
"KCNJ8","3764",TRUE
"BCL2L14","79370",TRUE
"PSPC1","55269",TRUE
"ZNF549","256051",TRUE
"A1BG","1",TRUE
"ZSCAN18","65982",TRUE
"ZNF211","10520",TRUE
"PDZRN3","23024",TRUE
"RGSL1","353299",TRUE
"LHX4","89884",TRUE
"RNF2","6045",TRUE
"TRMT1L","81627",TRUE
"SEC22A","26984",TRUE
"CSTA","1475",TRUE
"POPDC2","64091",TRUE
"B4GALT4","8702",TRUE
"NAA50","80218",TRUE
"CD80","941",TRUE
"KIF18A","81930",TRUE
"DESI2","51029",TRUE
"MAPK8IP1","9479",TRUE
"CRY2","1408",TRUE
"PEX16","9409",TRUE
"DEPDC7","91614",TRUE
"CAT","847",TRUE
"PILRB","29990",TRUE
"ZMYM2","7750",TRUE
"GJB6","10804",TRUE
"GJA3","2700",TRUE
"TBC1D15","64786",TRUE
"ADGRB2","576",TRUE
"ZCCHC17","51538",TRUE
"FABP3","2170",TRUE
"KHDRBS1","10657",TRUE
"TMEM39B","55116",TRUE
"CCRL2","9034",TRUE
"CCR2","729230",TRUE
"POLR3GL","84265",TRUE
"TNFSF10","8743",TRUE
"ZNF639","51193",TRUE
"PIK3CA","5290",TRUE
"PDS5A","23244",TRUE
"TMEM156","80008",TRUE
"LIAS","11019",TRUE
"CPXM2","119587",TRUE
"TMEM54","113452",TRUE
"ZSCAN20","7579",TRUE
"CSMD2","114784",TRUE
"HPCA","3208",TRUE
"LRIF1","55791",TRUE
"CLCC1","23155",TRUE
"GPSM2","29899",TRUE
"GTDC1",NA,FALSE
"CXCR4","7852",TRUE
"ZRANB3","84083",TRUE
"ACVR2A","92",TRUE
"POLK","51426",TRUE
"SV2C","22987",TRUE
"FLT3","2322",TRUE
"RPL21","6144",TRUE
"MTIF3","219402",TRUE
"GTF3A","2971",TRUE
"RASL11A","387496",TRUE
"UBL3","5412",TRUE
"FYTTD1","84248",TRUE
"MTERF4","130916",TRUE
"OCRL","4952",TRUE
"PAEP","5047",TRUE
"OBP2A","29991",TRUE
"MRPS2","51116",TRUE
"TBX22","50945",TRUE
"FMOD","2331",TRUE
"KIAA1191","57179",TRUE
"COPA","1314",TRUE
"LY9","4063",TRUE
"RBBP6","5930",TRUE
"ZC3H7A","29066",TRUE
"SERAC1","84947",TRUE
"ANXA11","311",TRUE
"LDB3","11155",TRUE
"OPN4","94233",TRUE
"SHLD2","54537",TRUE
"PRXL2A","84293",TRUE
"ZNF205","7755",TRUE
"NAA60","79903",TRUE
"RPL5","6125",TRUE
"ODF2L","57489",TRUE
"PTGFR","5737",TRUE
"SPATA1","100505741",TRUE
"TRMT13","54482",TRUE
"LRRC39","127495",TRUE
"RWDD3","25950",TRUE
"ZNF644","84146",TRUE
"CCDC18","343099",TRUE
"RPAP2","79871",TRUE
"SLC66A2","80148",TRUE
"BBS9","27241",TRUE
"PMS2","5395",TRUE
"ZMIZ2","83637",TRUE
"SEPTIN7","989",TRUE
"EEPD1","80820",TRUE
"KLHL7","55975",TRUE
"HERPUD2","64224",TRUE
"CBX3","11335",TRUE
"HNRNPA2B1","3181",TRUE
"WIPF3","644150",TRUE
"NXPH1","30010",TRUE
"NPY","4852",TRUE
"HYCC1","84668",TRUE
"HOXA7","3204",TRUE
"INHBA","3624",TRUE
"FKBP9","11328",TRUE
"NT5C3A","51251",TRUE
"ARL4A","10124",TRUE
"CCZ1","51622",TRUE
"POLM","27434",TRUE
"RAMP3","10268",TRUE
"MRM2","29960",TRUE
"TWIST1","7291",TRUE
"SMU1","55234",TRUE
"GLIPR2","152007",TRUE
"SLC25A51","92014",TRUE
"CLTA","1211",TRUE
"RECK","8434",TRUE
"SPINK4","27290",TRUE
"ACO1","48",TRUE
"PHF24","23349",TRUE
"DNAI1","27019",TRUE
"DCAF10","79269",TRUE
"CNTFR","1271",TRUE
"KIAA1549","57670",TRUE
"TRIM24","8805",TRUE
"CYREN","78996",TRUE
"CALD1","800",TRUE
"NUDT10","170685",TRUE
"NEUROG3","50674",TRUE
"PLAU","5328",TRUE
"SRGN","5552",TRUE
"CHST3","9469",TRUE
"BICC1","80114",TRUE
"CISD1","55847",TRUE
"EGR2","1959",TRUE
"ECD","11319",TRUE
"P4HA1","5033",TRUE
"SLC25A16","8034",TRUE
"ZWINT","11130",TRUE
"VPS26A","9559",TRUE
"RBM19","9904",TRUE
"CIT","11113",TRUE
"IFT81","28981",TRUE
"ACADS","35",TRUE
"HVCN1","84329",TRUE
"DDX54","79039",TRUE
"MED13L","23389",TRUE
"CDKN2C","1031",TRUE
"RNF11","26994",TRUE
"RASSF8","11228",TRUE
"BHLHE41","79365",TRUE
"SSPN","8082",TRUE
"ITPR2","3709",TRUE
"CCDC91","55297",TRUE
"NECAB1","64168",TRUE
"WWP1","11059",TRUE
"ACOT9","23597",TRUE
"PRDX4","10549",TRUE
"DDX39A","10212",TRUE
"PKN1","5585",TRUE
"TRIR","79002",TRUE
"ADGRE5","976",TRUE
"WDR83","84292",TRUE
"GIPC1","10755",TRUE
"SPRYD7","57213",TRUE
"EBPL","84650",TRUE
"ATP7B","540",TRUE
"ZC3H13","23091",TRUE
"NLN","57486",TRUE
"CENPK","64105",TRUE
"OPTN","10133",TRUE
"ATF1","466",TRUE
"TSFM","10102",TRUE
"NEUROD4","58158",TRUE
"MMP19","4327",TRUE
"PFDN5","5204",TRUE
"SPATS2","65244",TRUE
"ORMDL2","29095",TRUE
"NR4A1","3164",TRUE
"HOXC13","3229",TRUE
"CDK2","1017",TRUE
"LRP1","4035",TRUE
"HOXC11","3227",TRUE
"ATG101","60673",TRUE
"NFE2","4778",TRUE
"HOXC12","3228",TRUE
"IKZF4","64375",TRUE
