k,n_pcs_fit,t_ratio,p_value,n_perm,n_init_obs,n_init_null,numIter,n_success,n_fail,pair_length,axis_extent,note
2,12,0.7044779082415216,0.49,500,150,50,50,500,0,88.90043239639802,126.19335731663512,k=2 fit in 12 PCs; t = length / axis extent; not Groves k
