,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
arc1,-67.75367304009453,5.639202341273759,-38.793917030397324,11.2830255235688,48.72690418280749,0.6323465123320595,-0.02157880221538022,-8.427918925214577,-6.3119648252957195,0.6371392767530715,-5.306863276258852,-9.1868546541859,-5.788006884635951,-2.3854021025902625,1.426230518868465,-5.380265686802812,6.154099403800469,2.004499996614598,4.5903937656178755,9.84352185379754
arc2,30.499788246139694,-16.548996000590584,4.350079047643618,26.563175220559472,-6.427417864848252,3.3235475240767833,-4.365778865015599,3.1379651913371944,-1.9131161104373966,0.6661090905900906,1.8087065141736502,4.410928160581875,-1.007379727573145,2.8311452404132,-0.321111915565119,3.5885562763611354,-1.7951181254219684,0.6847625871384082,0.42809313289950524,-1.6577709343284077
arc3,15.67064519543824,63.705741791556235,-6.856757462896326,-19.033997840956552,2.786451469501543,-2.6580218230887738,5.139220653116311,-0.0023405011504920026,1.8020545708578304,-0.9561035670258953,1.4391314587971493,-5.080689140569447,0.009197125108000748,-2.5135947249433706,-0.6934715220672683,-4.466638448915987,1.2011917423802032,-1.509239123311957,-2.668030066147793,0.7188533622452518
arc4,-105.14112484820907,20.52352606246332,31.055524991589607,4.22266514757354,-44.86772778123276,17.789224037040963,-15.762543344281806,-15.087723426043894,12.497219892478771,-9.771553824296731,-18.61159365723141,-1.9700291157626353,2.515691772212012,4.495122672463504,-1.0986624312670177,-5.696776141733896,3.771658682578117,-0.9143725942531375,3.4527361488916313,5.97334853192382
arc5,-13.44806082787208,-61.36278713307101,9.701224304533838,-36.077712417469826,-2.220201952983132,-3.402829830299929,4.079834809845046,4.93842819187293,-1.5808955422081326,-1.8398990785860612,0.3554355798794546,-2.0702419014945406,-0.8168915152749161,-1.249059129288332,-1.3086455405176904,-0.48745654831290963,-2.6224376210336793,1.3917965856371524,2.5912525550949255,-4.0782536013091075
