,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
m.DMS153,22.30561115960669,45.456949250564385,-3.036946876686075,-0.8778268363150139,0.7398109925197887,-6.36575756727917,11.913416938726975,-3.2804899298381387,2.217702880267498,19.733594246427426,1.2817723119174935,-4.24084899190595,19.71903155901439,11.948967931015591,3.3975283223864503,5.923488838995736,-2.802341786469045,-14.863396767970617,6.959409643259251,5.879619242938892
m.NCIH60,-37.42581288817235,-52.26869379061857,3.4799505137047184,-47.53710594069598,-1.0107946504210332,-8.37814111437908,9.261004177780887,-1.674713757205076,-2.7847173276930413,-17.358311948399216,-9.721892920322622,2.056821387682248,20.277552858729635,-8.259584873504092,12.405598165001502,-1.5388124674747108,-3.479832556165373,17.769030676902084,3.473768215529799,2.422979066544377
m.NCIH69,20.693979296186896,-13.936232321228868,7.295116556897281,-19.007274863206,0.5038192064448742,-5.066578753853791,-14.53502821448901,36.54121454788048,-3.6215666761723306,2.159363940733013,-26.182290531021998,-4.3602259270778845,-6.5484593700381,-20.359409816888842,7.4575323999966265,-13.078721123421063,13.734591032182761,20.628945596664057,-6.446349108265354,-16.344062428938518
m.NCIH82,-71.50620038426825,-17.634088966735828,-1.0069777840469836,-26.397502156379257,10.359478752978877,33.09670994523844,25.964831408413236,-25.971551671258684,0.645355418671473,16.47220380092767,7.880731191090467,-17.092322427504307,-29.169515230437746,-9.003000476711973,6.763435872942098,30.455095804275693,-38.72159699290479,-12.816130025913834,1.8160703727703102,16.31374344403114
m.NCIH128,33.582258170860854,4.475787247781816,-9.209575761516616,15.459254877604577,-10.682541537919741,-3.624597200006941,-15.251301371765184,-4.205118539719054,-5.248719836953132,-15.429599019124076,0.3738013612545392,-14.207095963392101,5.914910616902555,1.2663372501359016,-4.934429353946596,6.5100251113300605,4.289395651671467,-5.202861399176078,-2.6399039147340413,-4.36701103494829
m.NCIH146,22.873289945775785,11.140390523098883,-8.978911929471915,-12.399740416371316,13.486377521807444,24.027343441398706,-6.06790328702948,30.11574049054063,7.135677758326548,11.226998315788695,-5.751373188789348,-13.286524425073502,-15.975967236675007,12.845133866782763,-2.5850288683570977,0.314997565390584,-6.981165166816647,-2.5785337812731335,17.719216652416492,-21.061546517658247
m.NCIH187,16.27261449501283,3.2739509600774572,-13.789743894349966,2.9144411410323467,8.093482970287933,-11.03382054010166,-8.644789394461487,-21.52031489728128,-4.5409141644122535,0.9688212609605799,4.540951979708311,6.63372865133699,17.17024334193375,-17.175703691812668,7.4396666103214715,-1.4567197022716682,11.058868731506672,8.335091916526505,20.062059642362346,-7.420866260355823
m.NCIH209,14.732832050924442,22.096747372640237,-18.12982981454234,4.07600932535807,1.9819834702060446,3.9510741240716722,-6.810404705550068,-18.062124791881537,-11.502739033076816,1.3298288475027975,-1.7746051517344281,13.86325988317065,7.880776551335525,16.401204368924308,2.669940794752263,14.373622520565307,8.633829821894619,5.320753670187852,-8.383974376718879,6.805727215888488
m.NCIH211,-61.10957503784482,13.1817052284325,-15.343489342942176,11.835718375246854,34.357334750537014,-9.27170495863878,-6.382042880763222,-1.5739697316756853,11.656020514570892,-0.18320007616877376,7.832649865624924,-2.3740819135683893,-1.4782399689999504,-1.6399391497807199,-30.722566897966473,7.65693167805023,31.481333166131407,-9.598846077125286,-4.178067842453181,33.981462822419324
m.NCIH250,14.630185128582433,25.172994928934397,-5.1350250656687155,-17.134117662156537,5.759124539639248,13.32207980012825,-9.540897265738618,0.05972692683300509,2.2211719993007533,28.44591626850728,2.367700267451321,0.02834838196704733,-1.1587328176182605,3.375581272909561,-6.996452599674173,12.650021348467623,16.222373798303558,14.542935609108389,-11.642622460826198,-15.975603050135902
m.NCIH345,19.852479961200224,4.816252574526215,6.9268273549033195,0.31823649670839005,-10.171235619617288,-2.520757419284041,-15.844282371434804,-8.13010191748728,12.040606282661013,7.537838707172077,5.088540360533491,-11.133817091186708,18.58592186119755,1.6318241689038475,11.476626380250416,-3.7576427428877506,1.1906409661682194,0.5930237517775572,6.42188992352532,4.612330769198717
m.NCIH378,10.492016790206495,-40.5150838363885,19.6945215775027,-18.704121724314394,-2.5989868780870786,-4.060193455351544,12.822535498130454,16.216028386497417,-3.9913706357556107,-1.26381293781193,14.177667860434248,-8.42028126037482,6.831448769692762,-1.9864707994175823,-14.225984789721172,4.858848027927501,-1.815253432014541,8.140775732860714,-0.9097742241468182,11.395543820190642
m.NCIH446,-32.94680299585201,-51.39187994967078,10.493066657058238,-28.185148617559676,-13.57661417465495,6.021425889059147,31.372502175795404,8.595612450174277,11.985476087273216,-15.276680629862446,-17.463481225129094,29.009981014439564,25.30897057056741,-11.459827684637345,6.7619798803222055,25.7260272372648,18.23730504151657,22.53445890570416,-13.929859005916716,-5.351685339057214
m.NCIH510,-9.44517692232324,22.500918954888434,0.7911758383016052,1.8894935851409524,9.380068465419807,-4.5129035206658585,2.796372214723509,-35.51586848388353,0.439087293137864,29.588143841162278,2.8890271642814294,-3.0745741122242722,11.899951564383223,-12.913342083415731,-15.554704911115522,10.973698376067986,13.907454265366638,5.646903022335611,-0.7050964329443691,1.8166852498426083
m.NCIH524,-28.547684009524854,-52.76691648761874,14.236217897007455,-37.38963130170759,7.5511897142197855,-6.163822129202693,14.250038726705085,-14.469861985449812,-9.867318076664718,7.048121865438616,7.0252052052109155,-10.875658925873514,-30.200068073130577,-14.958747142562927,2.5634894077864883,-0.8365249742090428,-12.544063549395196,-7.45938884265893,1.7433691023251527,0.428590873663655
m.NCIH526,-38.79191757666427,-6.397595399971343,-20.237912473911884,4.533017067258658,45.6578212145219,-26.41198237843798,-20.100988422918206,10.416045217263662,20.82678516803073,-0.8646881262991429,21.309075381734164,-6.85780276597605,-8.828430403240924,5.910394537105336,20.63028478826688,2.377608089545076,-0.4482418806295978,3.045580199617626,15.079023779046212,6.760939381255659
m.NCIH711,32.36365209342732,-23.780986879699697,-3.263174691286608,27.297972512373292,-13.946273859808521,1.2445841894487673,-10.303659799864887,-9.548481366072957,-5.332570089311277,-13.544872848885243,5.50509945931849,7.1997742273945935,2.8496961525019406,-4.655050194830794,3.5003238098840606,-5.278330004564373,2.2468527296381557,-12.394340261416506,3.2688132308090974,2.5515897470303357
m.NCIH735,-4.160391064815859,52.71177985189228,-5.407391170700118,-7.3502067091009495,0.29128143048724797,-13.265483063780959,-4.2825969807857645,2.7048962120989684,-10.304044870237009,12.238221721374595,-22.693379184158076,9.709624411374037,1.2905834773942104,6.144891023287825,-3.024545192766527,-12.77894932227731,-0.9266465698100309,7.906157816705451,-2.022294683223937,-11.504274238842294
m.NCIH738,20.234112167632723,-17.163631071976944,-21.820569219836617,31.566524399881377,-4.353088287521588,2.452717852526166,-4.957168508541697,-15.738463188752295,-30.627489061286397,-5.18749212297188,8.95220141705807,16.9683239836926,-4.3433045792012805,-14.637972616091005,1.319869548225047,-6.215922106728611,3.6577930093574618,13.42697741941271,3.8313551346665764,9.127197863595612
m.NCIH740,31.989560283116678,0.6121961726918321,0.5259379406797778,5.512991628827166,-1.6121250387268033,13.073062054263909,-17.18400421333824,32.779398682256144,-3.922190180456811,7.1608724674139355,-14.932522160860849,2.3500548679672275,-3.539197580527834,-6.944695389037574,-5.279509440097571,-0.29054841247350693,6.152829924554921,5.533706955787856,-5.820660481611982,10.902129589197552
m.NCIH748,19.298381662099025,15.150268592514132,-19.649173827618046,-1.367556437402356,6.483757631426884,29.953215997643458,4.4132351045086144,7.72643138199673,-1.3212650988636894,8.11105858452197,-13.801753553538282,-8.379449126322559,0.4577582988586847,7.107661906751273,16.8867097547659,5.001761026339522,2.378907651462472,-2.6455754920478936,-9.418232337057024,-3.0233669069248506
m.NCIH774,11.556858828410732,58.209766563384655,2.3644061887115053,-8.059426605066745,5.559323852123702,20.28593459992936,14.494709877758396,12.819333272649576,6.610537652148501,19.09650391588381,-6.967632844911331,3.5037682558602046,-4.927187701523332,10.014617082674823,-3.811672609870509,4.330864425562335,5.12291422667602,12.824663014165232,0.11785481268815631,5.215691111942175
m.NCIH841,-78.7013482465465,-8.92757243766429,14.660228156696256,6.206930230330892,-14.018746223137803,35.44568683019109,-19.761637067639295,-33.013804927505475,30.232236436915024,-15.463660507098451,-21.69572152167834,-11.873018020789763,-3.4229801063282195,16.44376891959431,-9.61697018086455,-17.570907484929098,3.3377212455574563,-11.128180265222971,19.975537684147472,-11.120740358109039
m.NCIH865,27.9959163155283,28.54582489287706,3.500788496246694,-14.071166359879683,1.1544549358463017,1.5523205323931377,-0.40780828012129444,8.581175298991585,-9.42230372953843,23.020131645498218,-7.333670992566216,-3.3909765691367375,-0.3481082459678562,-2.780481494183424,-10.620296013075768,8.840300242122288,8.184035812067137,10.040651657410601,3.0334051257373953,14.400694897022174
