archetype,PC1,PC2,PC3,PC4
0,20.569190135332114,90.29279577152195,61.946944895923856,-5.497685426631323
1,-115.93196874420539,1.0951661955420953,-47.44558203191078,-64.41095038068576
2,20.76842141317939,-164.75036453434444,106.28544822154785,-3.202809955273952
3,-81.44047068391441,5.678413262852355,-65.75830203665886,88.03423078309531
4,170.36228003857252,1.519220163636545,-57.46599089781493,-38.12849687267626
