archetype,PC1,PC2,PC3
0,-135.81859859419615,-22.94934610030333,-56.28356922374835
1,176.40691473906605,9.739874764791235,-56.327047715057034
2,8.366870008645847,90.71987509358054,53.81540564197781
3,22.15114314169493,-166.1992834891293,106.40981785865712
