,archetype_1,archetype_2,archetype_3,archetype_4
TCGA-FV-A495-01,0.0,0.0,0.5394682228570276,0.4605317771429724
TCGA-CC-A3MB-01,0.48250856007012394,0.26332863499951203,0.17118487974380572,0.08297792518655828
TCGA-BC-A3KF-01,0.5226826166743278,0.1470347053398019,0.3140583402561402,0.016224337729730018
TCGA-DD-A4NV-01,0.21840977726709523,0.02222053997698893,0.7593696827559159,0.0
TCGA-CC-A1HT-01,0.0837677015647084,0.8378696080537729,0.0,0.07836269038151882
TCGA-BD-A3EP-01,0.04894673062769017,0.3320088496918493,0.5647706730854681,0.05427374659499248
TCGA-CC-A3MA-01,0.0945018672978454,0.7151515294841125,0.1527794853098583,0.03756711790818375
TCGA-ZP-A9CV-01,0.2658367123887507,0.03777767303788101,0.6406200667004347,0.05576554787293357
TCGA-DD-AACY-01,0.27224583987263534,0.0,0.5378649692337267,0.18988919089363793
TCGA-XR-A8TG-01,0.30993635626333704,0.24941620857464333,0.44064743516201965,0.0
TCGA-CC-A9FW-01,0.46813795483662207,0.35928645537569986,0.0,0.17257558978767806
TCGA-BC-A10Y-01,0.5369631511806634,0.21185171884780624,0.2511851299715303,0.0
TCGA-KR-A7K7-01,0.31295581776685877,0.15850414979386898,0.0,0.5285400324392723
TCGA-ED-A459-01,0.2757909342125082,0.294974037470223,0.29924324553384357,0.12999178278342519
TCGA-PD-A5DF-01,0.15905416521093638,0.22363943162420802,0.534745152471848,0.0825612506930076
TCGA-ED-A5KG-01,0.0,0.7417934300393789,0.24158642762728127,0.016620142333339853
TCGA-DD-AAVX-01,0.4264935678403495,0.0,0.47335596542981684,0.1001504667298336
TCGA-ED-A7PY-01,0.3685698331842533,0.13981970303597957,0.14496058078657786,0.34664988299318933
TCGA-RC-A7SF-01,0.41220463409165237,0.05099747421286976,0.3600268691196948,0.17677102257578314
TCGA-DD-AAW0-01,0.06984465755233502,0.15865555247228919,0.7598740387155244,0.011625751259851424
TCGA-ED-A66X-01,0.016951404015415894,0.49658869992609084,0.3395987704486934,0.14686112560979986
TCGA-DD-AAC8-01,0.6008251745527653,0.27290840769639996,0.0,0.12626641775083464
TCGA-FV-A3I1-01,0.24729807179805618,0.31037041127446835,0.3949075546528635,0.047423962274611986
TCGA-RC-A7S9-01,0.30811064017740675,0.24159827110289847,0.11738634891690221,0.33290473980279256
TCGA-ZP-A9D2-01,0.1227129319893335,0.6833377637143654,0.1939493042963011,0.0
TCGA-G3-A5SL-01,0.6313654031822523,0.0,0.36863459681774763,0.0
TCGA-CC-A3M9-01,0.0,0.828353083815349,0.0,0.17164691618465094
TCGA-BC-A216-01,0.29736112015206034,0.4743183132585728,0.1844283684997394,0.04389219808962751
TCGA-ED-A7XP-01,0.2714941172821558,0.3205977447678203,0.40790813795002384,0.0
TCGA-DD-A11A-01,0.5750474014056529,0.13960212521574067,0.2853504733786064,0.0
TCGA-DD-A73B-01,0.6753709452542797,0.14121958820496852,0.18340946654075185,0.0
TCGA-DD-AACA-01,0.7580388035138903,0.23839692699175977,0.0035642694943499964,0.0
TCGA-DD-A1EH-01,0.35315439204774735,0.5321003103632448,0.11474529758900784,0.0
TCGA-DD-AA3A-01,0.042426257436978615,0.7800498458129472,0.0,0.17752389675007427
TCGA-RG-A7D4-01,0.4114089828145672,0.3803737306682362,0.0,0.20821728651719654
TCGA-DD-A73F-01,0.3180789212023594,0.21320600997054281,0.4687150688270978,0.0
TCGA-WX-AA46-01,0.3307103284158105,0.0,0.6692896715841895,0.0
TCGA-K7-AAU7-01,0.0,0.7026390749645107,0.27472855875758734,0.02263236627790193
TCGA-DD-A3A2-01,0.5087807216231092,0.0,0.4912192783768909,0.0
TCGA-EP-A26S-01,0.6622538428220679,0.06354677258871008,0.27419938458922194,0.0
TCGA-FV-A2QQ-01,0.17872591243720753,0.0,0.5680475976742607,0.2532264898885317
TCGA-3K-AAZ8-01,0.5178154924461285,0.0,0.31343644594333964,0.16874806161053194
TCGA-DD-A3A5-01,0.4347676121602197,0.0,0.4189542280745658,0.1462781597652144
TCGA-DD-AADP-01,0.33105797186475816,0.19611957059589233,0.4309087854014964,0.041913672137853124
TCGA-CC-5259-01,0.2594491011275955,0.03198979182977131,0.10044850310243875,0.6081126039401944
TCGA-DD-AAD2-01,0.0,0.1780966588865749,0.6670844766476233,0.15481886446580187
TCGA-ES-A2HT-01,0.03704228160273776,0.0,0.5636755697122583,0.39928214868500406
TCGA-CC-A8HU-01,0.41971766866758514,0.3275838411064388,0.0,0.25269849022597607
TCGA-ES-A2HS-01,0.3379843364011176,0.0,0.27542548379889353,0.38659017979998883
TCGA-2Y-A9H0-01,0.485202534947987,0.41268019226027997,0.018505697383565632,0.08361157540816745
TCGA-2V-A95S-01,0.08796810745850885,0.37998655380186386,0.17572744178184388,0.3563178969577835
TCGA-2Y-A9GU-01,0.40583753219431373,0.21753271243599578,0.331595346459385,0.045034408910305516
TCGA-RC-A7SB-01,0.43024898793535876,0.17334149048596462,0.38022372730335696,0.016185794275319666
TCGA-FV-A4ZP-01,0.0,0.0,0.0,1.0
TCGA-DD-AAD3-01,0.17213523875854345,0.1203700614285228,0.7074946998129338,0.0
TCGA-DD-AAW2-01,0.7331125661353555,0.011400408913569037,0.25548702495107534,0.0
TCGA-DD-A39V-01,0.3264653591159253,0.0,0.1962587727157715,0.4772758681683033
TCGA-DD-AADD-01,0.7261466660196386,0.2671337974736334,0.0,0.006719536506727903
TCGA-DD-AADW-01,0.2574311726066436,0.6372099757221127,0.10535885167124373,0.0
