,ACH-000828,ACH-000117,ACH-000017,ACH-000276,ACH-000554,ACH-000818,ACH-000856,ACH-000223,ACH-000019,ACH-000330,ACH-000643,ACH-000573,ACH-000711,ACH-000248,ACH-000783,ACH-000857,ACH-002499,ACH-000759,ACH-000196,ACH-000910,ACH-000258,ACH-000691,ACH-000147,ACH-000930,ACH-000374,ACH-000148,ACH-001705,ACH-001392,ACH-000668,ACH-000876,ACH-000699,ACH-000044,ACH-002921,ACH-001396,ACH-000352,ACH-001419,ACH-001390,ACH-001389,ACH-001388,ACH-001395,ACH-001683,ACH-000536,ACH-000568,ACH-000111,ACH-001819,ACH-002401,ACH-000212,ACH-000621,ACH-000849,ACH-000028,ACH-000277,ACH-001394,ACH-000721,ACH-000902,ACH-000097,ACH-000927,ACH-002399,ACH-001391,ACH-000768,ACH-000288,ACH-001662,ACH-000934,ACH-001393
CDH1,2.8653210310489325,7.994449613322404,0.3702089280517689,7.030137407174372,7.895108697676736,9.034686183151749,5.025795133433856,8.00286001124193,8.668955876629637,7.376142757960678,7.257472704610907,0.2616379227240444,6.75619602074022,0.1198634383739746,5.537687442886689,7.530507780648256,6.317996809572959,8.67697608338518,6.070878730689848,4.058515653428026,5.640360636448235,6.429562406083123,7.988025667674682,6.369738664585572,7.399606913335505,1.0084008324149638,7.1229832540807765,6.364449868045041,8.296305971509016,7.385111745186147,0.8348050465771484,4.0600992782416565,2.726356051904463,6.954277750550168,8.684520716205975,6.4457498742021055,5.153079753614448,0.4728287790666123,4.216051257633134,2.798347113164047,1.928844036712568,8.625427581426305,6.970382033123662,6.000450771770857,7.396467782863413,7.741109639170961,4.043501995739275,0.8712491041271004,5.95025376696743,8.369204722778937,7.316525920558444,6.315082521808237,0.1346809513930285,6.860031646361179,7.681456293235491,8.102285442994596,8.360215012397521,0.0783311053216949,0.581042667862155,0.7508937290437583,3.231602904281873,9.018545160099787,8.307788243310792
AGR2,10.43486796195083,7.166775689882289,7.44060343815412,0.8541273394681209,9.665108479350646,9.368318746159051,9.140157463933374,4.70790573400992,8.267292332101642,10.695245694226022,4.379385298922673,0.7953821223820625,0.7166819161317779,9.200278247644766,6.6577228834852855,5.179272173701565,0.906509673833837,10.38287255936814,0.9727749863528058,8.850371265743064,1.5556738413889597,0.3095557328539351,11.213462721882996,1.2136832233491237,2.248237279962835,0.6178570193334497,5.154315862522527,9.202060138093646,8.35051934702272,10.367949792498177,1.3757178599313615,1.5375594808958848,10.63016699760622,11.050447279739654,4.542165169414028,5.0295588974491166,0.4947115437468556,0.2546460420011102,1.9810415942136137,5.225583428756853,9.298484199330304,0.7629933660197173,8.565448664445292,2.320502007583773,11.519764006284264,7.073284691861976,1.775716409173341,0.543062267374601,4.798636393414952,7.756549651086507,10.135568215692402,2.474752713479546,0.5021452241182957,6.214208364202874,11.216570056912296,9.312694666758352,6.6091565710824485,0.9716395618237368,4.62924003395155,0.4275568306950925,0.0,8.94371332068058,11.907600497385893
EPCAM,7.500642736062805,7.620549756148826,7.2842642606336545,9.107805543743757,9.248404378214884,7.860826266574706,9.048162605806226,8.369571174702681,8.873828574886977,7.744840563334874,7.969018065387333,1.9352975533634489,7.916685628996034,7.841727870107959,7.651281355690241,8.639271964178615,7.088311235888661,6.877155274623047,9.172640021725018,8.119138262166096,8.772865480894835,7.780231347164708,7.263363107489852,8.028762515181814,8.632199133185843,0.4230725340753057,8.573196511570805,8.874200636898514,7.450279242141323,7.7705713989131535,1.4729971738222405,7.844737144060685,7.886812276512778,8.86687089674542,7.4859661268484,8.403787503442341,8.759868214986195,0.4681933326341765,1.5755737349643015,9.465680673158506,7.684860806196497,8.034358797807936,6.9033396037482975,6.202856497442581,10.207392642364756,8.084340698143016,3.0967256946877746,1.8948953515430824,8.651794380262857,8.631391715666402,7.953882140971189,7.73487216825608,0.5637858468935519,8.460152785880952,8.035970246919712,7.684068307339031,9.643237501635197,0.3595594019018417,4.631610708678635,0.982703409849561,5.4907369805443045,8.723128473773334,8.733696668885058
KRT19,10.223350143053684,10.592569159468638,11.993589454882956,10.789142352578244,10.631349877671198,12.296569253199864,8.829548332836811,4.019986511778558,11.17855904119159,11.380926375539996,9.828447526819994,0.7568149370374337,9.349073297645596,11.488874465037329,10.45569709469215,10.426621190546795,8.820581073572988,10.99964773652837,10.817463375531892,9.64924539768844,2.098786720454549,10.203727287692333,11.84172944234855,3.2069057355914574,8.781776067690512,0.9417538755536086,9.817006015244106,11.587875942456852,11.062592611843536,11.436477319384707,1.8635737671275423,10.84417220592968,12.647181823428644,10.312973687968318,12.178923118846416,10.306198431292897,6.5292165743046535,0.2489719502280367,0.4338279687823415,9.548382676757448,10.138015753487569,10.634121295229052,11.09039695989064,9.19832962123222,10.24918457807832,10.376114533742172,9.99390075563742,0.8768064878899974,10.726695004499616,10.509200978536652,11.526479677037283,9.557312435661077,6.047922218818466,10.496364476034657,10.65820255515585,10.765775065019124,10.899062311134,1.8748874388243983,8.690605661665874,3.7820310662591727,2.3006772617402027,10.244090256124649,11.01244995242558
RAB25,7.496869751777563,6.170998608179808,8.00424856137162,6.692915341889951,6.785655166875873,8.471984039992476,0.7294666303420821,7.373952655370194,7.067498897395008,7.727335091611192,7.137257588861555,0.0926688643071901,6.597715894105131,7.880348808156026,7.6194496937931,6.568298175968203,5.707375698818768,8.880951782234002,7.691024609298748,7.894211461537772,7.589793442966351,8.223335661241341,8.276017362638928,3.0427126186889795,5.868960799996792,0.384897486521613,7.344384686417484,7.633561988627939,7.79704541216222,6.643061045724886,0.3486006957875002,6.63331204649671,7.766078306605543,6.745667602052679,6.991521846075695,7.323279987887322,5.835206589515422,0.0,4.272291989181235,6.8339273691375135,7.762740799083815,7.255170235043878,7.1594475459269145,7.1773098989669775,7.971928604425363,6.613628890115544,0.7259051542377041,0.3567962567562446,7.734628339342361,7.873585606582691,7.206545551223036,6.397551426450487,0.3571848799919905,7.930914707197053,7.582631266860539,6.973932654911582,7.457274160840908,0.1730724116893175,0.0,0.3698651065660078,7.199142277864306,6.461065201328747,8.086507800549949
TACSTD2,6.806994203205647,6.854220115455904,7.26566192452189,8.873923905702124,6.3828747203351055,6.935023573081827,0.3834106784768795,9.213058033214695,6.180686940642321,7.823500993650948,8.645287354504733,0.2620686792501978,9.38733238096989,7.012434587807444,5.0901293613047445,7.805034439854537,6.504254905738194,8.033780877671665,7.804879608254673,6.023663437087347,1.99135766994328,7.537218400538596,6.992836395328859,0.6996075980555234,8.720292147784537,0.23130828709588,8.49206147056447,8.082500356039423,9.402078338306106,7.942045259916046,0.6173455060328094,0.5144868970866425,0.0,0.0158643338376235,5.728758607411413,8.98203240828462,6.714588975599155,0.0,7.238251862876818,7.1466043131137225,7.899362965612198,6.956846571935337,6.869168142994062,5.489392004788978,7.091604638508122,10.7731556945688,7.872133094655001,0.1761593430608839,8.791247558917004,6.892002368841848,5.637555184902648,8.431213424894702,0.1857980553056611,2.4968381223147005,6.084083404188888,4.443600021428023,10.76830013280403,0.1057665676274063,4.988321127256379,0.6480097831695845,6.415861741454266,5.472698961359486,8.959091994079886
S100P,9.70391222266958,10.478304485134167,9.95811911679436,3.6011735338770734,10.16993752478241,3.1615281727890707,3.02306191527446,9.592058933066324,4.236040987977034,6.309070659617441,8.767015798120434,3.5896556403015545,6.707718035482914,11.029929048960078,2.5396799487294177,8.85063380066775,2.593291615422565,11.381094066934,1.9120059688595945,1.170719867699591,1.0076045658795474,4.015381598200762,5.505319326395765,8.04658382309655,5.801482036060732,0.3368192281237706,8.966323751733324,10.522336320913306,8.630889579628537,8.644833284711378,3.318182328158279,0.7660014251528245,1.0901420674045292,11.039700465977244,2.5941854415311782,9.377503378604994,9.18543793384361,0.3754498631533905,6.791853132773112,4.707712514568304,10.270283644683524,7.773693095275594,6.480320062351742,1.5107239815278612,10.444517993019677,7.075489845982495,1.4851485662934802,1.0938508492527623,6.804311750181044,5.241119418552268,8.369265804563861,7.002916253812133,1.6444562261128275,1.5009243965655674,7.98515314893651,5.639897779861196,4.13338268435439,4.399663303888017,2.9001963724878537,0.8352482335946353,4.812118248490909,5.6307432723404025,10.615620441941722
CEACAM6,7.911284118761134,6.10100497123579,2.557775221163496,0.5681586087393583,2.1215426345222537,3.3573563478286808,0.4212130639661365,3.4691957133629754,2.14363504497907,0.5768471611774233,0.1810109279609426,0.0687684772975436,0.1044480449923806,5.227182708884751,0.5132380623330909,1.7819807256394289,0.0,6.978001090743571,0.1082621551579004,0.1655556818928301,0.205261125411848,1.2588324544527771,1.2581389800661278,0.1171072075283154,0.3999235604451222,0.3756099999944541,2.1300544464086566,4.2895025186237055,6.946169390959886,8.768492022784619,0.5265476268058216,0.1401098230700012,4.302706544963205,1.6386670163112278,1.2245836528841876,2.5904630963159287,0.0238557292069571,0.0,0.1111849245157453,0.7360333120102236,7.328773646472586,1.83543096815865,3.3168205803094755,0.7130376550500276,4.824513297334801,4.821955064701354,0.3182601448368766,0.0766507570539351,2.590321764243152,2.662524543845487,7.156902183230803,0.1670033126270489,0.2226895859079708,5.861784195191522,4.329547011800352,6.736361339093096,3.933884181429035,0.1003479706765379,0.7768198926281913,0.1527895806345979,0.0135737405401815,7.0591172894563226,10.453970202337151
GALNT3,5.44534267503828,4.489163972914098,4.470660500777087,4.717506442330926,5.842493662860943,2.861645756749245,0.5819364022613448,5.393594672830559,4.234570296045534,4.6139382376046445,4.679243618889071,0.322858044866064,5.284277218055128,5.839569140575533,5.535010923104699,5.732852564298857,4.6668645059816765,5.264333748884684,4.7644363950127815,4.295752407031816,4.274321306330683,4.399471908815554,3.9970665453987255,3.6530944211865735,5.090421573291534,5.5286650784999765,5.965832758401107,4.955494151982522,6.995710628907104,6.1340319639109175,0.8907268382174136,2.928269875729576,0.306719535992061,5.610844725921601,5.408039261663593,5.406267942547443,5.70564897393959,0.431086963797981,3.377558297295439,5.747304144185965,6.947034898067587,5.8515241883037925,4.60506757815539,3.421332381027289,5.321080262475676,6.774589416606017,1.893509773638453,1.3894897191282765,5.440679840386065,4.529564861045647,5.341441432672556,5.655858400424569,0.2268549816308651,4.903698711235361,5.993282616412262,6.148403365135965,7.358440220159837,0.2404132536020064,4.742733844347262,0.1988574533098612,2.5769090620680206,5.9522147348494485,6.901059959239984
FXYD3,9.40679599595576,10.019729709624873,9.345955162451723,5.052828853451565,8.980365248915291,7.740347452241611,0.4641255861623368,10.095542076244742,7.43376902623513,6.841620953727928,7.208331916835964,0.414465718077258,8.022534268237864,8.219381520112908,7.335363555156327,7.336265532617297,5.856709370793709,10.198457319655782,7.59157470525917,8.68380170545554,0.8363733815606981,7.915275889488085,6.425004362467326,2.770099587231972,6.395633524837344,0.3062820744606452,7.298988162391594,8.709652504946297,9.293503836097516,9.74736725764166,1.2447348680752484,9.108263075304334,7.709325103369744,8.813377180041384,8.270005590197837,9.751077032325576,5.857824280085866,0.0,7.013082553253275,6.783967322017854,9.419690568766498,6.336283387864432,9.447015016952044,0.9796280930124154,8.890735470310563,10.61665910924973,0.510256091597026,0.653852478918978,9.03320547958981,8.374726523792638,7.646400302002728,7.371794065455875,0.1776601564652416,5.672801525158444,9.71485509926898,7.869223676237306,8.490931079933608,0.2252391397282989,0.2013201977178467,0.6441691629406944,6.343386501523903,8.711907832772514,8.97495083997722
