archetype,PC1,PC2,PC3,PC4
0,-9.536249195277069,-85.5192682703362,-61.93804893017049,28.96414189763472
1,-70.66595544131445,-36.729048135368934,62.84040233298022,-79.92506411818495
2,1.2310045101313447,-16.99424547598432,68.23343219991293,37.08770683111664
3,-104.00178143603749,50.97616663569538,-35.439086422848334,-2.8753552543178125
4,144.95058387698901,34.12154856077932,-6.848009045426272,-20.343997335557578
