archetype,PC1,PC2,PC3
0,-1.102125475323298,-82.95789821092819,-71.93548085720447
1,-97.09688754615564,55.57817268331707,-30.227836766946844
2,155.22848060985075,24.79280316435193,16.903990333291258
3,-57.37576303553948,-51.23077420251116,67.86638821961927
