,archetype_1,archetype_2,archetype_3
TCGA-CA-5256-01,0.731241040111687,0.09416237900914828,0.17459658087916483
TCGA-AZ-6599-01,0.4077863161647516,0.5922136838352483,0.0
TCGA-AA-3655-01,0.36409429232980156,0.3418621491189051,0.2940435585512934
TCGA-A6-6137-01,0.47840134636095044,0.15627084443218933,0.3653278092068602
TCGA-CK-4952-01,0.15043104908024968,0.8495689509197504,0.0
TCGA-A6-5657-01,0.17273939086661072,0.20788445384787974,0.6193761552855095
TCGA-AD-6963-01,0.5511420070475751,0.21689157937812042,0.23196641357430448
TCGA-A6-6138-01,0.3335101039186527,0.18913405950730822,0.477355836574039
TCGA-A6-A567-01,0.6117249265356665,0.0,0.3882750734643336
TCGA-D5-6928-01,0.0,0.3240725985351607,0.6759274014648393
TCGA-AZ-6598-01,0.08568212490900563,0.8375329299540033,0.07678494513699108
TCGA-D5-6931-01,0.12101631534057761,0.529200294009141,0.3497833906502814
TCGA-G4-6295-01,0.4250934760615495,0.3084968900454982,0.26640963389295236
TCGA-AA-A01X-01,0.5845460011849613,0.0,0.41545399881503886
TCGA-AZ-4313-01,0.2500212582919718,0.7499787417080281,0.0
TCGA-DM-A0XD-01,0.4024267406622533,0.473367229868807,0.12420602946893967
TCGA-D5-6535-01,0.32311960400763495,0.37814969243457974,0.2987307035577853
TCGA-AA-3509-01,0.5479763080227156,0.10079338654683996,0.35123030543044453
TCGA-DM-A28E-01,0.8873971815887024,0.10473950130738577,0.007863317103911848
TCGA-G4-6307-01,0.868711117299855,0.0,0.131288882700145
TCGA-A6-2682-01,0.3638484101066665,0.14517745575280513,0.4909741341405284
TCGA-CM-5868-01,0.6016066004966832,0.021166610829316288,0.3772267886740005
TCGA-CK-4947-01,0.2894602888179518,0.34709091226947264,0.36344879891257537
TCGA-D5-5540-01,0.8152417780327738,0.019228457663376816,0.16552976430384936
TCGA-A6-4105-01,0.3453206275897949,0.20314674221141055,0.4515326301987944
TCGA-A6-6651-01,0.0738794978764768,0.0,0.9261205021235231
TCGA-G4-6625-01,0.3074862929782471,0.1271092910003526,0.5654044160214003
TCGA-CM-5860-01,0.2944980738724249,0.28482933646319153,0.4206725896643836
TCGA-DM-A28G-01,0.6256964204200253,0.14690842676834426,0.22739515281163047
TCGA-A6-5666-01,0.7969794001598347,0.09540118693876055,0.10761941290140475
TCGA-AZ-6605-01,0.2243058994316047,0.09902616334717021,0.6766679372212251
TCGA-CA-5797-01,0.5959438312038575,0.009113877837551604,0.39494229095859085
TCGA-D5-6930-01,0.0,0.644687070751509,0.3553129292484909
TCGA-5M-AAT4-01,0.6459993446723091,0.1964603456178314,0.1575403097098594
TCGA-AA-3685-01,0.4578537274469534,0.21345663388964117,0.32868963866340545
TCGA-D5-6924-01,0.38820378874802647,0.0,0.6117962112519736
TCGA-CA-6718-01,0.0,0.5696283687321085,0.4303716312678915
TCGA-AZ-6603-01,0.4878446755152538,0.0,0.5121553244847461
TCGA-CM-5862-01,0.712078093947388,0.0,0.28792190605261203
TCGA-AA-A01Z-01,0.6406872303423589,0.3593127696576411,0.0
TCGA-DM-A0X9-01,0.5508985581374872,0.28974823829206897,0.15935320357044375
TCGA-A6-A566-01,0.022638359735118997,0.31217605904916323,0.6651855812157179
TCGA-D5-6534-01,0.0,0.15308478029517797,0.8469152197048221
TCGA-CK-6746-01,0.0,0.8920468378832924,0.10795316211670754
TCGA-A6-5656-01,0.7833563939443055,0.0,0.21664360605569447
TCGA-5M-AAT6-01,0.0,0.4338831650446036,0.5661168349553964
TCGA-QG-A5Z1-01,0.5538653302600138,0.0,0.4461346697399862
TCGA-CK-4951-01,0.007944025245037843,0.6315929604285561,0.3604630143264062
TCGA-CM-6680-01,0.22249255133844012,0.320172282801171,0.45733516586038886
TCGA-CK-5913-01,0.0,0.8211885604366788,0.17881143956332138
TCGA-CM-6172-01,0.4044527039460657,0.2031345576263567,0.3924127384275776
TCGA-G4-6309-01,0.24097196466044515,0.6485452993917122,0.11048273594784257
TCGA-F4-6461-01,0.07701314201561658,0.40944502782640113,0.5135418301579823
TCGA-G4-6299-01,0.03640208283631023,0.5436919875501189,0.41990592961357065
TCGA-CM-6168-01,0.08914690214384487,0.21227776883833524,0.6985753290178198
TCGA-AD-A5EK-01,0.7156971961338031,0.0,0.28430280386619683
TCGA-AM-5820-01,0.5018691996442183,0.17568451281821557,0.3224462875375662
TCGA-A6-6648-01,0.5985246896949514,0.11536040788689446,0.2861149024181541
TCGA-CA-6717-01,0.021834285032606756,0.3067567478018672,0.671408967165526
TCGA-AU-6004-01,0.0,0.6236954554357379,0.3763045445642621
TCGA-A6-2684-01,0.24522440918110777,0.16309418832334413,0.591681402495548
TCGA-DM-A1HB-01,0.07177552998395771,0.9282244700160422,0.0
TCGA-A6-2685-01,0.16716809913542655,0.05778572272263365,0.7750461781419398
TCGA-F4-6856-01,0.08906117521040902,0.7797717621048812,0.13116706268470976
TCGA-AA-3492-01,0.19260637492537708,0.7233324929030989,0.08406113217152414
TCGA-G4-6294-01,0.7417932408639016,0.0,0.25820675913609825
TCGA-WS-AB45-01,0.0,0.2049421547478845,0.7950578452521154
TCGA-CK-5916-01,0.0,0.6721183240623764,0.32788167593762363
TCGA-NH-A50V-01,0.302830156195912,0.28351912756845027,0.41365071623563776
TCGA-NH-A6GA-01,0.3961263009835953,0.25262237643461694,0.35125132258178776
TCGA-F4-6460-01,0.36422790901573865,0.0,0.6357720909842615
TCGA-F4-6806-01,0.3886814078754531,0.2939107657756481,0.3174078263488987
TCGA-G4-6304-01,0.49221611815687993,0.5077838818431201,0.0
TCGA-QG-A5YW-01,0.34293570375138666,0.33594629782155705,0.3211179984270562
TCGA-AD-6965-01,0.5515363307898556,0.13804157730796765,0.3104220919021768
TCGA-D5-6920-01,0.2897151194144645,0.41154827638099994,0.2987366042045356
TCGA-DM-A280-01,0.32294889900547025,0.6579912341035479,0.019059866890981905
TCGA-G4-6297-01,0.2996386196542124,0.1008840182419569,0.5994773621038306
TCGA-G4-6302-01,0.0,0.12967878104160693,0.8703212189583931
TCGA-QL-A97D-01,0.5016066397400712,0.3633506828005391,0.1350426774593896
TCGA-CA-6716-01,0.6361884822403434,0.0,0.3638115177596566
TCGA-CA-6715-01,0.8116052329819818,0.0,0.18839476701801808
TCGA-CM-4743-01,0.0,0.9906025658890727,0.009397434110927347
TCGA-A6-6654-01,0.10357811880857618,0.13035068049654325,0.7660712006948807
TCGA-5M-AAT5-01,0.711199430693409,0.16135377816470656,0.1274467911418845
TCGA-G4-6627-01,0.1589867282025928,0.1840333870818138,0.6569798847155933
TCGA-A6-5664-01,0.11376097155680016,0.22052538221937049,0.6657136462238294
TCGA-CM-6167-01,0.08897379528056702,0.0,0.911026204719433
TCGA-AD-6548-01,0.2731288615454814,0.3099580502551859,0.4169130881993326
TCGA-F4-6805-01,0.12667179369067266,0.2315247363463769,0.6418034699629503
TCGA-A6-6780-01,0.14556720015403524,0.7033036527626936,0.1511291470832713
TCGA-DM-A1HA-01,0.6073126606758886,0.36494971514397884,0.027737624180132585
TCGA-CM-6676-01,0.6045043842442219,0.0,0.39549561575577796
TCGA-A6-6650-01,0.7184724475874786,0.15283461823266953,0.1286929341798518
TCGA-NH-A6GB-01,0.408633011439914,0.4416317385298491,0.149735250030237
TCGA-A6-6652-01,0.7810044458347818,0.0,0.21899555416521815
TCGA-CM-6164-01,0.5578316496692519,0.0,0.44216835033074803
TCGA-D5-6536-01,0.29706662658182315,0.2590636811342419,0.4438696922839349
TCGA-G4-6588-01,0.0,0.9169050705288152,0.08309492947118476
TCGA-4N-A93T-01,0.7157834138817916,0.1996937107662132,0.08452287535199532
TCGA-F4-6459-01,0.32948662671340767,0.0,0.6705133732865923
TCGA-T9-A92H-01,0.7289808449985492,0.17692885032797112,0.09409030467347965
TCGA-D5-5538-01,0.2851846068394027,0.24670057989713076,0.46811481326346643
TCGA-CK-4948-01,0.37936112236915903,0.20559038054611203,0.4150484970847289
TCGA-AA-3506-01,0.3602691066673388,0.24936343827728455,0.3903674550553766
TCGA-CM-6166-01,0.7365525665750088,0.0,0.2634474334249911
TCGA-CK-5914-01,0.6275307280712255,0.14933503255780298,0.2231342393709716
TCGA-AY-6196-01,0.0,0.09091153862423575,0.9090884613757643
TCGA-F4-6809-01,0.2805857307611952,0.0,0.7194142692388048
TCGA-CM-6171-01,0.10901090756526252,0.7041826083557311,0.18680648407900646
TCGA-CM-5863-01,0.10501376885506876,0.4489938235824926,0.44599240756243863
TCGA-D5-6539-01,0.2900293487539406,0.4195174376569071,0.2904532135891525
TCGA-NH-A8F7-01,0.8188748832480527,0.0,0.1811251167519473
TCGA-D5-5541-01,0.5121641037791784,0.0,0.4878358962208216
TCGA-F4-6808-01,0.7994304874297652,0.04718352704359492,0.15338598552663985
TCGA-DM-A285-01,0.48648436866150063,0.13686035862002627,0.37665527271847316
TCGA-G4-6314-01,0.3393612370337284,0.0,0.6606387629662717
TCGA-A6-6781-01,0.0,0.3740410396002107,0.6259589603997894
TCGA-F4-6807-01,0.1694245523085121,0.11006678429218515,0.7205086633993028
TCGA-AY-A54L-01,0.7402667905904246,0.25949245663728776,0.00024075277228778198
TCGA-A6-5661-01,0.10464897300395681,0.8675845939567876,0.02776643303925574
TCGA-DM-A288-01,0.575570132178918,0.424429867821082,0.0
TCGA-QG-A5YX-01,0.6046602985687187,0.3952932681016991,4.643332958206298e-05
TCGA-AD-A5EJ-01,0.012362000846134202,0.9265195649080166,0.061118434245849125
TCGA-G4-6628-01,0.0,0.6600663252765937,0.33993367472340624
TCGA-D5-6531-01,0.27940847760359583,0.3800102715667278,0.34058125082967644
TCGA-DM-A28M-01,0.6237748769667256,0.37622512303327443,0.0
TCGA-CK-6751-01,0.22700953792461637,0.5950875692951508,0.17790289278023297
TCGA-F4-6854-01,0.5225412445067581,0.0,0.4774587554932419
TCGA-A6-6142-01,0.41892549091195225,0.0,0.5810745090880478
TCGA-NH-A8F8-01,0.5213419301915789,0.0,0.4786580698084211
TCGA-AM-5821-01,0.0,0.8112391547084191,0.1887608452915809
TCGA-D5-5537-01,0.6334893353267148,0.03831005705551119,0.3282006076177739
TCGA-CM-6677-01,0.43623976221072824,0.217127848773692,0.3466323890155798
TCGA-AD-6888-01,0.8294580511843606,0.17054194881563942,0.0
TCGA-AZ-4615-01,0.0,0.8122851941172365,0.18771480588276349
TCGA-AA-3662-01,0.4149849884621946,0.13696600947058837,0.44804900206721704
TCGA-DM-A28C-01,0.7937951499003714,0.11301988313481741,0.09318496696481116
TCGA-DM-A1DA-01,0.47441359425929275,0.5255864057407071,0.0
TCGA-F4-6569-01,0.09616896864577883,0.20597798920571445,0.6978530421485066
TCGA-CM-6674-01,0.001284721557208154,0.7083445581627569,0.29037072028003513
TCGA-CK-4950-01,0.17314101995060213,0.5190960191069753,0.30776296094242245
TCGA-DM-A1D9-01,0.6490949976015463,0.1970274477464811,0.15387755465197261
TCGA-CA-6719-01,0.38174208024172795,0.0,0.6182579197582719
TCGA-CM-6675-01,0.23722222590383155,0.6600034179571558,0.1027743561390126
TCGA-D5-6533-01,0.6590706748334456,0.044987120259946896,0.2959422049066075
TCGA-A6-6782-01,0.3675693068963285,0.0,0.6324306931036715
TCGA-D5-5539-01,0.19428609228156682,0.34391846416494876,0.4617954435534844
TCGA-CK-5912-01,0.7144972959810962,0.006698512250780768,0.278804191768123
TCGA-CM-4751-01,0.12349713645004474,0.4729632126847181,0.4035396508652371
TCGA-AZ-4614-01,0.43045403702335516,0.5516651829978519,0.01788077997879278
TCGA-A6-6140-01,0.7283388711517799,0.05127026032118553,0.22039086852703466
TCGA-NH-A6GC-01,0.3514530948161179,0.2778283397031953,0.37071856548068677
TCGA-AA-3495-01,0.5058031967352526,0.21622204018056654,0.27797476308418073
TCGA-CM-4744-01,0.36389784214462534,0.6361021578553746,0.0
TCGA-AD-6895-01,0.0,0.7387463858455787,0.26125361415442117
TCGA-AD-6889-01,0.17571738972279188,0.8242826102772082,0.0
TCGA-AD-5900-01,0.0,0.66127566436784,0.33872433563216003
TCGA-D5-6540-01,0.0,0.8547343284453081,0.145265671554692
TCGA-AZ-5407-01,0.3194490644314557,0.6459504483128887,0.03460048725565569
TCGA-G4-6311-01,0.3698683761764717,0.16928362497517932,0.46084799884834904
TCGA-D5-6923-01,0.4618550778509639,0.0,0.5381449221490362
TCGA-DM-A1D7-01,0.6062637031303152,0.24052992154113595,0.15320637532854883
TCGA-AY-A71X-01,0.5054173640050238,0.4945826359949762,0.0
TCGA-CA-5254-01,0.1991992160081968,0.5887807379008112,0.21202004609099204
TCGA-CM-5349-01,0.4096945619427641,0.050930370137164484,0.5393750679200714
TCGA-AZ-4682-01,0.6780468736205402,0.12621431733189395,0.19573880904756585
TCGA-CM-5344-01,0.5180895351545678,0.011201724590646358,0.470708740254786
TCGA-NH-A50T-01,0.7760014062878221,0.16354300988526757,0.0604555838269103
TCGA-AY-6386-01,0.2917926359298408,0.6293006199949277,0.07890674407523156
TCGA-CA-5255-01,0.35028010503299867,0.6475541816133386,0.0021657133536627775
TCGA-DM-A1DB-01,0.8364710733766441,0.0,0.16352892662335589
TCGA-DM-A28F-01,0.6925837209800939,0.2038260478454184,0.10359023117448767
TCGA-AA-A02Y-01,0.5186572396721845,0.48134276032781553,0.0
TCGA-D5-6932-01,0.49115716967519013,0.0959030350158403,0.41293979530896957
TCGA-AD-6899-01,0.23821376630905702,0.15673967807798975,0.6050465556129532
TCGA-AY-6197-01,0.23061247835338397,0.652158040745055,0.11722948090156105
TCGA-AA-3660-01,0.49554207089102376,0.1503201708743113,0.3541377582346649
TCGA-A6-5660-01,0.6313046372700196,0.004181031386936532,0.36451433134304384
TCGA-D5-6541-01,0.25971381599040794,0.2775105836995343,0.4627756003100577
TCGA-CM-4747-01,0.5582133698391809,0.09363792580788026,0.3481487043529389
TCGA-AA-3511-01,0.4746627609494453,0.08323231984231506,0.4421049192082396
TCGA-DM-A28H-01,0.7861538550043837,0.1375464477010107,0.07629969729460553
TCGA-G4-6303-01,0.503810477196438,0.0,0.49618952280356193
TCGA-CM-5861-01,0.041728985726661526,0.9258786347557159,0.0323923795176227
TCGA-CM-6161-01,0.5211835380243576,0.025505292091396292,0.45331116988424613
TCGA-NH-A50U-01,0.5160766312497379,0.28186765188104107,0.20205571686922108
TCGA-AZ-6607-01,0.0,0.30089579134904865,0.6991042086509514
TCGA-G4-6298-01,0.6888770074264507,0.019722252445565604,0.2914007401279837
TCGA-D5-6538-01,0.7230954335842632,0.08108274405264473,0.19582182236309217
TCGA-CM-6679-01,0.4080928352478301,0.0,0.5919071647521699
TCGA-AZ-4323-01,0.0,0.0,1.0
TCGA-G4-6322-01,0.2727789742784652,0.5335327050656534,0.19368832065588132
TCGA-CM-5864-01,0.6836345247637329,0.1158720389778489,0.20049343625841815
TCGA-CK-6747-01,0.38205677101456553,0.3944853189419741,0.22345791004346033
TCGA-CM-6163-01,0.4053094928149773,0.08563008551915556,0.5090604216658671
TCGA-AA-3713-01,0.03004125239051961,0.6857963096340537,0.28416243797542656
TCGA-A6-A56B-01,0.5945831609409787,0.0,0.40541683905902126
TCGA-CM-5348-01,0.10765198971215582,0.16734577255447378,0.7250022377333704
TCGA-AY-5543-01,0.5500488522315783,0.36964917282649723,0.08030197494192455
TCGA-CM-6169-01,0.29293062743506626,0.03076820574097019,0.6763011668239636
TCGA-AZ-6606-01,0.4122115681736351,0.5504787905033166,0.037309641323048405
TCGA-RU-A8FL-01,0.9456620124885365,0.05433798751146351,0.0
TCGA-CM-6678-01,0.5799196047178286,0.09094837930025033,0.32913201598192116
TCGA-A6-6649-01,0.05482006635197655,0.38980413695161337,0.55537579669641
TCGA-AA-3675-01,0.4827624388466692,0.3044634727170222,0.21277408843630863
TCGA-A6-5665-01,0.09882267460506954,0.9011773253949305,0.0
TCGA-DM-A0XF-01,0.6828135579793801,0.0648366019852116,0.2523498400354082
TCGA-F4-6855-01,0.3257204454802298,0.10967656688440337,0.5646029876353669
TCGA-QG-A5Z2-01,0.17538975087107472,0.7046034286207928,0.12000682050813241
TCGA-AA-3489-01,0.17830065527115058,0.0,0.8216993447288494
TCGA-A6-5662-01,0.6009997339025456,0.0,0.3990002660974545
TCGA-DM-A1D6-01,0.5196580305742949,0.4742254018167441,0.006116567608961026
TCGA-AY-A69D-01,0.5148257735127834,0.20727865893703395,0.27789556755018263
TCGA-D5-6898-01,0.43952544955705125,0.0,0.5604745504429487
TCGA-D5-6530-01,0.046998175559658795,0.7823412507855836,0.17066057365475765
TCGA-DM-A28A-01,0.5992129176447221,0.061365805712151805,0.33942127664312605
TCGA-D5-6532-01,0.817299937220966,0.03873268429931661,0.14396737847971736
TCGA-F4-6703-01,0.0,0.20961365399135404,0.7903863460086459
TCGA-DM-A1D0-01,0.8645681661463249,0.09344952294939925,0.04198231090427586
TCGA-D5-6929-01,0.5316390234414323,0.0,0.4683609765585676
TCGA-F4-6704-01,0.040409057958461614,0.24696372319584609,0.7126272188456924
TCGA-D5-7000-01,0.15345065606780725,0.5199907955520834,0.32655854838010945
TCGA-AZ-6601-01,0.0,0.6329672453828151,0.36703275461718493
TCGA-AZ-4684-01,0.3226983013676732,0.28972137857622904,0.38758032005609766
TCGA-CM-6165-01,0.4242051703958471,0.05041102389409674,0.5253838057100562
TCGA-AZ-5403-01,0.5065399524911538,0.051887401387697846,0.4415726461211483
TCGA-AY-A8YK-01,0.711229162554634,0.010343419540915725,0.27842741790445025
TCGA-A6-6653-01,0.05610330971619682,0.8602991669486599,0.0835975233351433
TCGA-G4-6586-01,0.1489454527133279,0.8510545472866721,0.0
TCGA-AA-A01P-01,0.0,0.5361235163201887,0.4638764836798112
TCGA-AA-3502-01,0.3200097219611901,0.6150749193756496,0.0649153586631604
TCGA-AA-3697-01,0.5446202516941689,0.18291482169318032,0.27246492661265076
TCGA-AD-6890-01,0.5365103037787577,0.19498364330341636,0.2685060529178259
TCGA-AZ-4315-01,0.3059696361684667,0.6054745246409797,0.08855583919055349
TCGA-A6-5667-01,0.5578325422801089,0.0,0.4421674577198911
TCGA-G4-6293-01,0.38397094127275017,0.3181083479886343,0.29792071073861554
TCGA-AA-3712-01,0.4928508396240811,0.1544806838453147,0.35266847653060424
TCGA-AZ-4616-01,0.2902755268206931,0.4723310959808962,0.23739337719841078
TCGA-AA-A02K-01,0.6635972811545848,0.2218063479733178,0.11459637087209734
TCGA-G4-6323-01,0.35321411093047195,0.41120018616716086,0.23558570290236716
TCGA-F4-6857-01,0.17351227435730499,0.08736385812694263,0.7391238675157524
TCGA-DM-A282-01,0.7770536688945482,0.0,0.2229463311054518
TCGA-DM-A1D8-01,0.6330989380503371,0.25248176639183273,0.11441929555783019
TCGA-NH-A5IV-01,0.11325633175683959,0.6074659294968495,0.27927773874631073
TCGA-AD-6901-01,0.32549446841520724,0.016174984055814176,0.6583305475289786
TCGA-CK-6748-01,0.4127907692501984,0.0,0.5872092307498016
TCGA-A6-6141-01,0.2690078690185973,0.4013365360790242,0.32965559490237867
TCGA-3L-AA1B-01,0.4695733095562562,0.0,0.5304266904437438
TCGA-AA-3496-01,0.39137880612339654,0.09578602464967234,0.5128351692269311
TCGA-CM-6170-01,0.5522126346760492,0.0,0.44778736532395086
TCGA-AU-3779-01,0.5174280542764175,0.002501033624265757,0.48007091209931674
TCGA-G4-6315-01,0.7112240340998539,0.1945945211177284,0.09418144478241759
TCGA-G4-6310-01,0.5159441564714058,0.0,0.48405584352859427
TCGA-5M-AATA-01,0.5444733620146086,0.08722101733190223,0.3683056206534892
TCGA-A6-5659-01,0.6105678854780354,0.0,0.38943211452196447
TCGA-D5-6537-01,0.6314046213400016,0.2811150542493187,0.08748032441067966
TCGA-AA-3663-01,0.14061734713052954,0.8593826528694706,0.0
TCGA-D5-6529-01,0.19245260914174825,0.27962128755062776,0.5279261033076241
TCGA-D5-6927-01,0.0529290259147172,0.5963599940452643,0.35071098004001855
TCGA-A6-A565-01,0.0,0.4054689132356283,0.5945310867643717
TCGA-A6-2675-01,0.31407668472790756,0.05329492895417892,0.6326283863179135
TCGA-G4-6306-01,0.6790229626571138,0.3209770373428862,0.0
TCGA-G4-6320-01,0.37665606560724163,0.6026084453403554,0.02073548905240286
TCGA-DM-A28K-01,0.293323910713114,0.7066760892868861,0.0
TCGA-AZ-6600-01,0.1616743034408717,0.3734544385969756,0.46487125796215256
TCGA-D5-6926-01,0.41902059024137434,0.0,0.5809794097586256
TCGA-AD-6964-01,0.0,0.43107668899472323,0.5689233110052768
TCGA-A6-2686-01,0.0,0.5534098178641474,0.4465901821358526
TCGA-AZ-6608-01,0.8744938438570993,0.1255061561429007,0.0
TCGA-5M-AATE-01,0.7442331449133812,0.0,0.2557668550866188
TCGA-CK-5915-01,0.8529253704752636,0.09567865525267699,0.05139597427205943
TCGA-D5-6922-01,0.41021697932798284,0.0,0.5897830206720173
TCGA-G4-6321-01,0.06706709882853656,0.838438106523544,0.09449479464791938
TCGA-A6-A5ZU-01,0.4364700223243935,0.05565471442116889,0.5078752632544375
TCGA-F4-6463-01,0.3825746679438726,0.0,0.6174253320561275
TCGA-AA-3526-01,0.433133356912058,0.25331401017770566,0.31355263291023633
TCGA-F4-6570-01,0.0,0.6024899832052344,0.3975100167947656
TCGA-G4-6317-01,0.9999571317217448,4.28682782551607e-05,0.0
TCGA-SS-A7HO-01,0.7951984501062656,0.0,0.20480154989373445
TCGA-4T-AA8H-01,0.5654062250974956,0.43459377490250445,0.0
TCGA-CM-6162-01,0.0,0.3016406635892585,0.6983593364107415
TCGA-DM-A1D4-01,0.6974068816313602,0.3025931183686398,0.0
TCGA-QG-A5YV-01,0.6595409582309926,0.20199500968048495,0.13846403208852248
TCGA-CA-5796-01,0.17356638886500686,0.806937124272412,0.01949648686258127
TCGA-G4-6626-01,0.7554383654602582,0.1207798330102205,0.12378180152952126
