,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
TCGA-A2-A0EY-01,199.48249221190937,403.3195537697519,80.23920338811601,23.707391382609018,101.46499564441453,-52.03125030551259,-35.58609777229957,73.30618682728334
TCGA-A8-A09R-01,217.94438620845253,398.79651992682886,68.20613106557707,19.37457874243491,119.24772087892771,-58.18454502630228,-10.30266218236132,56.546931904216166
TCGA-LL-A440-01,239.404862685548,385.589977755006,67.51178785030359,51.411143466144715,140.54892872355077,-57.36382618394047,-29.776088945398325,78.90062355170176
TCGA-BH-A8FY-01,173.62837442201996,394.46714485075165,62.62844153235747,22.114134665918474,121.34237584851775,-62.492565251272275,-19.785894773185216,97.62930553594566
TCGA-E2-A1II-01,251.35049013766164,362.7038514653143,74.96269050525612,38.2305449953002,58.75719912786214,-70.71410684406791,-26.28624748640297,72.09789426450442
TCGA-A7-A6VX-01,210.7617553796545,399.969091037048,68.7659894752787,33.02634664739296,116.61469067347302,-58.75605981666242,-37.968537465415835,76.94844132045873
TCGA-C8-A273-01,206.80765847783167,395.9512962034663,70.57267085192777,20.94545656331684,110.85021637162627,-48.43377641274001,-19.137878390340287,73.6700425472915
TCGA-BH-A1EO-01,235.74857716755488,382.46126312599745,68.96255212812358,6.8980197939954095,122.96888728826617,-56.730485656972014,-36.224832655192465,50.19152440688433
TCGA-OL-A5RX-01,208.95888157968577,393.39131011814743,75.31530881270962,43.32351939192568,130.17508746387685,-71.24659017264219,-26.811780617984713,82.02606962826434
TCGA-BH-A0B9-01,246.76579047613362,382.95934142028307,85.2785546545692,62.73290127157888,69.5072291861664,-78.81981678130512,-28.65950920301463,87.34551616813872
TCGA-EW-A1P5-01,208.47032356325994,394.7567699105705,80.2275580740303,9.80461220721989,129.60591043347014,-63.063598426062164,-16.743461630221073,68.77092606628344
TCGA-AO-A03P-01,207.42954125337022,394.9154514258447,54.933620999385,3.13991073730071,97.76527144700715,-61.75429450531798,-14.319398619587858,70.79761333780368
TCGA-AN-A0AS-01,222.61506011526464,377.6348756825098,76.51754913780454,15.059148046575999,105.277240912528,-55.11366025265642,-41.71116898355876,76.07597525345759
TCGA-A2-A1G0-01,213.67214014376574,396.4880744375255,68.7219546401576,20.41814716531787,130.79221160699132,-66.37362033523576,-27.47589661261559,56.250749019018286
