,arc1,arc2,arc3,arc4
GABRA3,0.7732772573166335,0.6275966810105629,0.8726848096098503,1.0773279866069498
BRCA1,4.153962001090865,0.17320395380817732,4.169455493289279,3.9108103607338083
ERCC1,5.256054828679475,4.272913189361776,5.167491326637521,5.323345447289931
CD22,0.8436083222736013,0.08664959429182462,1.2124477787165528,2.431261367327992
SEMA3B,2.6150691162364805,1.2189203842959677,4.197553898585253,3.3333658659463743
MBTPS2,4.167931315831351,0.18191530551084778,4.038878957600694,3.848593662556842
PRICKLE3,3.266101234180651,1.5092633825302084,3.2241010959757226,2.9052850553445695
LTF,0.48395562555486565,0.9689101251916279,0.49634023480306316,0.09544378234742984
EXTL3,3.948473300116942,0.2697699173593264,2.6728640720428753,3.1721767912017924
ELOVL5,6.822677302995533,2.7660420410575015,6.849377179516503,7.421489055083239
ALOX5,0.023855486503611245,0.8987707247701807,0.4519918890278133,2.5497613559035615
CALCOCO1,4.84492481482573,3.4749463878165443,4.81830561067707,4.5863280188334565
UBR7,4.616439377724982,1.1456231082836292,5.517758574734876,4.5565911960800225
MAP4K5,4.622474532951171,1.430465032575714,4.310413107126979,4.619492661416716
EHD3,1.9669756427570284,-0.1338108649528218,1.4693351102119185,1.3954582245373324
PSMC4,6.339356925747192,4.042608826798931,6.884005753287765,6.913214210780879
MAN2B2,2.823708743522538,1.1742010100968792,3.4693282648248713,3.531590780538161
CLDN11,2.16961713088688,0.20588367209111502,0.3780615318209317,1.2397520108547335
SLC25A39,7.214470213018529,5.73241621088153,7.653714359325032,7.1642147809334205
MVP,5.245394640607685,3.090223760610294,4.022021092386178,6.148066387103087
NUB1,6.055447871993002,2.2698341795267276,5.3190916089891065,5.399589845542139
PGM3,5.257073225447615,2.2768947484631425,5.200738196702397,5.4205001790095295
RWDD2A,1.7786512042982068,0.9844641322694531,2.391760036407984,1.6579956109533922
CLK1,5.793275656239415,6.130192484672957,5.504170143948851,5.325473367852123
POLR3B,2.707635421489999,0.08624593843157813,3.049956426066797,2.9137010864662893
ANGEL1,3.1755721220561934,1.2794770642449254,4.204454114839988,3.314715489842323
RNF14,5.897821861922431,2.074119120309583,5.948341844933435,5.417138970324485
DNASE1L1,4.985262673590272,2.75434247316968,4.607693078552476,4.395323151629367
DDX11,5.550159612926792,1.6977425739969423,5.606798366868954,4.94546298796933
HEBP1,5.13833110390095,3.448277912760173,5.678717969802076,5.688192870208383
GPRC5A,2.626402543021419,2.537542402002113,4.69705182250858,8.669050731690717
MAMLD1,3.1021391866583405,0.7884371166883093,0.6973733375657226,1.26953269051354
CD6,0.26636424454751056,-0.21599596723945808,0.28871229373222945,0.3460263952841431
TACC3,6.19226314975822,3.154575559098018,5.913186987113236,5.66079654469536
POLA2,5.093477810339892,0.27454670067750087,5.130768275729918,4.905925313690602
ZC3H3,3.2519384669036557,1.8873679674076547,3.5023448097478664,3.2941126624375054
CAPN1,6.195456485221303,3.929567636342308,6.748628843822577,8.284912872001062
MDH1,7.855634176667006,5.4976508823233114,7.3888719125502185,7.760646170884491
SLC30A9,5.451181896371853,1.377121895103674,5.710879765304513,5.530271154582464
MTMR11,3.900065311258272,0.4908713432694589,2.709282408592897,3.3130501644768366
COX15,4.149110187454855,1.8193909986730863,4.374266017085031,3.9816204424336066
CCDC88C,2.4097199095398585,1.3222341009514802,3.7844421787855023,2.97048095140924
YAF2,4.046796597564961,2.259238590003938,4.176510581056314,3.7348080441860994
ZMYND11,5.155160010785892,1.7491854089938226,5.981921660920615,5.776447654982672
WAS,0.4389655647697633,0.01308136435928886,0.8992230296632464,0.3917320374135407
DPEP1,0.4984645988887453,0.02991150005133819,0.2729589860922001,-0.026857023469966712
BID,5.0467542343999465,1.4561778171213433,5.079618282011515,6.273452930489112
MATR3,7.766652220433861,3.8419818603537506,7.678771025381421,7.446224158167524
NPC1L1,0.11964081230068557,0.09530970034642267,0.23215699945961682,0.08161468526830021
XYLT2,3.902081014849183,1.7202021800757956,4.6580514165798235,3.5570071774400893
RGPD5,3.7064028496721972,1.931558346217867,3.0091274533819514,3.0739107290386123
NUDCD3,5.741574909253293,2.8518860661591923,6.075173977843685,6.026491537889882
ISL1,0.5301063585307261,0.11155670036546565,-0.011883173047652046,0.3117430236440888
CHDH,1.4098025232838318,-1.1016111420422452,3.2343268448205142,2.0301116847752003
IL20RA,-0.06623044006420198,1.554772970685114,1.4236752680289484,2.1638920094771343
CLCA1,0.07975220906588999,-0.007654227461899844,-0.005236329596908104,0.033977256646885425
CLCA4,-0.05472215896884305,0.1329532959961636,-0.047933735132470505,0.2986617770391057
GLT8D1,6.025113272938564,3.768948872209303,5.419566337845188,5.375934206411214
ATP2C1,6.431870045184482,2.575365488396903,5.761751546201667,6.723943207420129
SLC38A5,0.9172900677777407,0.6927688440960268,0.32481464238711266,1.0483722040360686
RALBP1,5.463785273456262,2.8450105419913165,4.39397818865043,5.4270175819421835
RUFY3,4.311116112663694,1.3089071734542896,4.2312271290682,3.6365308016519897
CNTN1,0.33695899158756315,0.752455412910883,0.790769827669263,2.0451743011729873
SLC11A1,0.1340666995984881,0.1956993409144154,0.36037582195236206,0.25295695485659475
WWTR1,5.531913763081159,0.5779550957083912,3.216671270718784,5.930834365076915
AGPS,5.686124814601399,1.88559450285412,3.148716909200547,5.54410948573625
ATP1A2,0.1218033880270141,-0.06846921565710926,0.26015325343554263,0.12510844487178538
TTC27,3.86392212844858,1.1215815659278188,3.126726256691207,3.563220871432524
ZNF582,1.2309677197661206,-0.6703520308400749,0.9201374340243578,1.3814802202681116
VSIG2,-0.3457954619058857,-0.3237241840436099,1.1009383126404142,1.4610479224232005
PHLDB1,5.134498438075413,0.9198759963053411,3.7274231679728698,4.381157066592258
MARCO,0.5187956732653335,-0.12569622822336152,0.05240155168541144,0.9484013279813208
CYP24A1,1.1057288210902614,0.523978867779692,0.1157657177379593,2.567718965466963
PRDM11,1.8584796686775646,-0.39311290335271454,1.4877081300065134,1.383986377627152
SYT13,-0.0032559050738761863,-0.5828212334344036,1.8529999721204207,0.5261120440836626
SNAI2,5.1013260941907514,3.1958255536865123,-0.6404175240231105,3.0158195561472887
CD74,2.050998982538475,0.6000255108772996,1.6761951245056559,3.9142619046458034
HGF,0.8821117164511536,0.32178925713902673,0.07948706364298586,-0.12917311083849364
ZRANB1,3.6707587646943467,0.3108050413739236,3.5053054181608183,3.665847720172318
NCDN,4.467658902786268,0.9322100177703092,4.455944502978452,3.9712997715585825
ZFP64,3.9301457394610084,0.4121743494793777,3.999236874020875,3.975758098978417
