,dist_arc1,dist_arc2,dist_arc3,dist_arc4,nearest_archetype
TCGA-GM-A2DM-01,426.7849718209053,691.4800995483646,416.70762649429736,405.6055389936607,4
TCGA-A2-A0D4-01,439.9334346111487,702.1155066073129,421.9685628667534,417.79765285903306,4
TCGA-BH-A0B1-01,448.8487603723853,712.7851803059872,440.75728691794353,424.5633938625713,4
TCGA-AO-A12F-01,432.00986705788705,704.1072207386342,439.22667052317496,419.1579763183297,4
TCGA-AC-A3HN-01,444.35912009282265,711.9903348256311,439.62311158048516,426.06027425395877,4
TCGA-C8-A1HN-01,443.4602018902953,709.2861309901675,431.2630541911232,425.4544075801098,4
TCGA-A2-A25C-01,449.4311577989909,714.0752850067836,439.9195576594232,427.0730710837529,4
TCGA-E9-A6HE-01,429.50720134403844,694.6830568966593,418.42361048179566,409.8375039144661,4
TCGA-EW-A6SB-01,420.20787388508455,686.1575533958861,421.49643455821587,397.677119080063,4
TCGA-E9-A1N4-01,436.71200489927395,705.5881987133528,436.6253640348224,419.39469861458673,4
TCGA-B6-A0RH-01,439.7808781308412,702.6131585583051,428.5116925310643,415.0027917448108,4
TCGA-A8-A09N-01,441.24442282604883,703.2591013667449,424.72122979546725,417.6508651289239,4
TCGA-AO-A0JE-01,447.76500506403136,711.3926326526631,442.64976796274436,422.0250439354194,4
TCGA-E2-A106-01,436.77483280596095,697.2591667793145,416.63048773591356,412.5654098912089,4
TCGA-E2-A14S-01,440.1004511517413,705.7099992159655,426.5842617264822,422.7205143700956,4
TCGA-AC-A3TM-01,429.3379321429909,691.435774101333,411.7954992761384,407.13133820028355,4
TCGA-AQ-A1H3-01,447.41676419724206,713.9024499776456,440.49418674798966,427.6407102425599,4
TCGA-E2-A15R-01,439.58578767840066,706.4813106839805,425.1763241227564,426.64549697217035,3
TCGA-A8-A06R-01,432.28938516039494,700.4306590496648,429.27643959503365,414.7310654151378,4
TCGA-E9-A295-01,440.4651120588126,704.9905212330789,429.79298940352476,418.7425754335614,4
TCGA-AC-A62X-01,427.70704482995217,691.7367815546834,423.8946764257181,402.83264986690835,4
TCGA-BH-A18N-01,433.3673152963837,699.0807271635314,421.50258631687717,415.2909666513148,4
TCGA-BH-A1FL-01,442.4891987003089,707.7715879244635,429.0650994941793,424.12235528563656,4
TCGA-D8-A1XD-01,441.531872733817,711.4375381382583,436.1822468836904,428.86554532336856,4
TCGA-AC-A2FB-01,447.5073208357605,711.1553550896567,439.3959650161919,422.73922328859044,4
TCGA-BH-A0DQ-01,444.53858909919876,711.6245693849148,439.09862428244406,425.4207400994016,4
TCGA-AC-A3W5-01,442.6218271559502,707.6930942180624,434.84878292389544,420.5476973412917,4
TCGA-D8-A1JP-01,446.7280852694695,715.0501932899065,442.90457247001183,429.38612223199146,4
TCGA-BH-A0HW-01,438.6023898608005,703.1689010824343,421.736557575814,421.5608347074558,4
TCGA-BH-A0BW-01,449.91893269897963,715.2488855691112,455.62880905475646,425.2563286514942,4
TCGA-LL-A6FP-01,415.8892007887577,669.6761698637995,382.17877790198884,389.80327006075186,3
TCGA-A8-A0A4-01,450.0619421684534,716.492418775678,440.70198723606495,431.3443278119196,4
TCGA-AC-A6IW-01,432.51865307531097,701.2440885025268,436.86880602173073,413.9080635272673,4
TCGA-XX-A899-01,443.34051051720854,710.8559253883548,438.8696358595363,424.7230536265828,4
TCGA-A2-A25A-01,446.64303032631153,715.1438219651806,446.6340455149891,428.264366621246,4
TCGA-E9-A1R5-01,435.4040305625539,701.0316062090455,424.7663804381838,416.2289858707917,4
TCGA-5T-A9QA-01,427.81693391165896,685.3710946889712,400.93401269753684,403.0716988447813,3
TCGA-GM-A3NW-01,436.80015961865564,699.9629964715407,420.9526681929943,415.47027615067276,4
TCGA-D8-A1JS-01,417.98659133604093,673.1019612483717,388.4501220793511,390.4182403166189,3
TCGA-AR-A1AJ-01,442.06683442320394,711.0626935350645,449.3208089119612,423.26038556095216,4
TCGA-AN-A0AK-01,431.4673945607839,694.3552641974438,413.7016110399829,411.2347149155351,4
TCGA-D8-A73W-01,435.7711405670643,700.7147620713372,427.01628895123287,414.11133656130977,4
TCGA-BH-A0BZ-01,440.35834426454846,706.1700410443327,433.27923244445645,419.52225291733737,4
TCGA-A2-A0EU-01,442.7398454345244,705.9562462626853,431.4670499380891,418.61141106861015,4
TCGA-B6-A401-01,442.76223066362667,706.4574275374993,431.3424384805269,419.652296413374,4
TCGA-AC-A7VC-01,415.3945565421757,697.2900189894148,439.62226302281954,421.7901186105918,1
TCGA-AR-A24P-01,450.9473324424096,717.4734748044101,445.7106139465573,430.4213965455847,4
TCGA-S3-AA0Z-01,443.29245436762255,712.7777837421471,447.26292429585544,425.83809527665653,4
TCGA-LL-A50Y-01,417.49382370721906,676.7330927185793,394.76342786791776,393.3820606766813,4
TCGA-OL-A5D8-01,440.3906479039902,703.7134210122197,422.32763238537075,421.1032010824547,4
TCGA-A8-A08S-01,446.8453767641066,708.8888144981435,431.38804980391194,422.4457523803196,4
TCGA-A8-A09K-01,433.0273582692788,695.460797490375,412.55898330536724,414.1186192097863,3
TCGA-BH-A0DI-01,440.2500608652832,708.4969704223064,439.40380559009793,421.8366825685697,4
TCGA-A2-A0T6-01,437.5939761211016,707.4814971502337,437.2025040638334,422.42858421593047,4
TCGA-A2-A25B-01,442.5522141713459,709.4777531057231,435.8216975384695,423.770154331636,4
TCGA-A2-A0SV-01,441.1885800824858,706.8310356740222,433.1230908583254,420.4333506184305,4
TCGA-BH-A18G-01,417.33172449708246,682.9786185189524,417.9889195660337,394.4876180751365,4
TCGA-AN-A0XR-01,436.90397385134696,698.8860027575614,419.1524823589251,414.27042299819635,4
TCGA-A8-A0AB-01,444.5646692150822,708.6309326129573,429.3563131627921,424.5459248691975,4
TCGA-AO-A1KO-01,434.3331622433986,701.0386205546818,433.49130927770165,413.2122650699066,4
TCGA-A2-A0CU-01,445.8892505709785,711.6141988545874,433.6999363883133,427.5358186892394,4
TCGA-A2-A1FZ-01,442.17067321385446,708.0470692210567,435.55419849631164,421.2038027532325,4
TCGA-BH-A1FC-01,433.99796062467317,706.1006145474825,441.66211677961843,420.9910122896146,4
TCGA-E2-A14W-01,432.5736150245468,696.4937168472101,417.58486049284227,412.556000068035,4
TCGA-LL-A441-01,444.8388439349457,715.1519448823793,447.1607514821823,429.34921805133513,4
TCGA-PL-A8LX-01,421.3716822871123,687.5520731378422,408.2770208588411,406.0598772261315,4
TCGA-XX-A89A-01,439.68088773545156,708.0406290715699,438.2256536394577,421.71321179944306,4
TCGA-BH-A8FZ-01,446.8788261214762,711.8426334683345,440.37870946365547,423.96822923659147,4
TCGA-E9-A5UO-01,425.6919541790682,687.6054574496922,405.1937143417699,405.79091890206814,3
TCGA-E2-A573-01,441.76679561820737,707.3799117957984,443.83924655821176,418.0226745870533,4
TCGA-D8-A146-01,443.8422130592142,710.1980587610159,437.05116859569205,423.86013286755957,4
TCGA-AO-A124-01,444.0946359989856,710.1785292524902,445.713631504559,421.13444022872727,4
TCGA-AR-A24Z-01,451.7713016327639,715.984297840103,439.0801872388909,430.121251278297,4
TCGA-A8-A075-01,449.40663207958283,712.8605243220077,436.65415677207045,426.2840588340185,4
TCGA-A8-A08A-01,436.4498227489409,700.5098019712245,422.1362941548965,416.09955253524333,4
TCGA-AQ-A0Y5-01,440.1274528204631,704.6018594086332,431.66184428339545,417.26735112571305,4
TCGA-B6-A0I9-01,446.65997434604,708.5368460122322,432.06139039326564,421.4448631715258,4
TCGA-BH-A28O-01,437.43115146225983,705.2977492079062,434.63539214745384,419.0475776026101,4
TCGA-AR-A0TX-01,445.73382556534744,710.1604732828978,435.18563473398433,423.56288236060965,4
TCGA-D8-A3Z6-01,439.0877795009388,701.073759329636,422.9764774112473,415.24573995300767,4
TCGA-A8-A093-01,435.8475145463567,701.4292688939447,422.875938540456,418.1614253547716,4
TCGA-A8-A07C-01,436.8838871012259,710.0410557331851,446.4504856960032,425.4725480369715,4
TCGA-A8-A099-01,433.1539979652204,694.8565483147842,415.57792764453666,409.9150433486734,4
TCGA-BH-A201-01,450.8297987914337,716.7964562973158,447.1531881140555,428.7136007374701,4
TCGA-AO-A0J3-01,428.22272556971063,693.0760523329874,410.54056267705374,413.4776210198964,3
TCGA-AR-A24H-01,448.55034097239616,713.2729854954871,434.891024058594,428.778040733433,4
TCGA-BH-A0WA-01,445.9568902514704,715.060657168163,453.8592223490916,427.179209802302,4
TCGA-AC-A3W6-01,434.4829150830522,703.6669174505781,429.53685797487935,420.10489833155646,4
TCGA-AO-A0J2-01,442.1663787067378,703.4943598669211,431.7236966145272,414.24732723136367,4
TCGA-A8-A08P-01,438.8288607011433,703.626296075814,430.30683772849824,416.66693445485214,4
TCGA-C8-A275-01,451.31845752829884,711.9822598309945,439.50957651486,422.4977668285539,4
TCGA-BH-A18P-01,441.28793452698966,705.6035275963832,429.73290712642955,419.57628192735956,4
TCGA-B6-A0RQ-01,435.63640259205437,698.7236648407093,426.134378949174,410.7139267744248,4
TCGA-BH-A0BC-01,442.8129157875566,708.7360905572632,436.23637154418833,421.90090828204126,4
TCGA-A7-A26E-01,444.5814959032559,710.4500883036594,435.7720588570078,424.5459860493925,4
TCGA-BH-A2L8-01,440.8642908572919,708.7953700420464,436.0897923104155,423.33553251524216,4
TCGA-BH-A0DK-01,441.6935890378017,707.5834255401045,437.89964387965136,419.72874857829424,4
TCGA-A2-A0T2-01,430.296265578986,693.9081061878785,427.061508718145,404.5056266753207,4
TCGA-E2-A1IF-01,435.8543500110082,700.2422541427619,426.06601503308735,413.5660316750583,4
TCGA-AR-A2LL-01,440.9203190786271,706.1381811584586,427.68684546557716,422.32268962621504,4
TCGA-E9-A1N8-01,442.06285486635244,712.5324681795346,446.5438847788223,426.3751175496915,4
TCGA-E9-A247-01,439.63284776192086,705.4104005286842,428.5935339350306,420.8804849685354,4
TCGA-D8-A27E-01,428.44146810161214,693.0865502560846,414.94376805998337,409.2207870700524,4
TCGA-EW-A1P0-01,431.2285994852275,697.8485771833228,419.98043362102766,415.01509644829906,4
TCGA-C8-A1HF-01,439.1137746115546,707.2204428858001,434.7948855183874,421.8096331976844,4
TCGA-E9-A244-01,434.357696687323,703.1416419642493,441.9745435454569,415.33746318130994,4
TCGA-AO-A0JD-01,445.87819721299815,706.9837072111143,432.92165716834336,418.43368098167264,4
TCGA-A1-A0SO-01,435.5587265381705,707.1170071893938,436.22694204923135,423.7055850102917,4
TCGA-A8-A09T-01,430.9815970862473,694.8514862698388,418.7382705529536,409.1018989866386,4
TCGA-D8-A73X-01,442.86941580300885,707.4520119880542,430.3060619498918,422.27218005346765,4
TCGA-AC-A8OS-01,443.1755325537481,708.8258937526334,433.7723964373476,423.0416409431199,4
TCGA-E2-A15C-01,443.7705682860414,707.398890984554,431.171348052732,421.11607364392023,4
TCGA-BH-A18I-01,444.9255306418869,713.126524702041,442.2887994771593,426.90572881556153,4
TCGA-EW-A1PF-01,446.80133176762683,712.5003139708521,438.21635158950977,426.2213699626056,4
TCGA-E2-A108-01,440.0494039071175,707.9246403987011,441.73989424126205,420.2585641293638,4
TCGA-HN-A2OB-01,434.54687684282914,702.42599370693,429.7780650030613,417.13732707514777,4
TCGA-B6-A0RU-01,447.1980059208677,718.4687954106892,452.5691374164353,432.69296584471016,4
TCGA-AO-A0JC-01,427.95548108693026,698.1620269533577,430.7995257686728,412.6453838193706,4
TCGA-B6-A0RM-01,435.36014845095906,698.5051641471717,416.7564917859722,416.3600770850144,4
TCGA-A8-A08G-01,453.475130677592,718.8434884914631,441.15086255157473,434.084894781801,4
TCGA-E9-A3Q9-01,426.79894080441915,692.2865313610473,415.28865910129946,408.23427095881453,4
TCGA-C8-A1HL-01,435.45007154016787,699.8106305129581,424.49283483355526,413.7172455112552,4
TCGA-C8-A3M8-01,444.82287706585015,710.4337004886852,432.83801336531883,426.10322543201545,4
TCGA-MS-A51U-01,442.47881863248807,708.2557872400481,433.68138478203355,422.31893765657327,4
TCGA-AR-A24W-01,444.9993113739986,710.8650437333237,440.6331924265144,423.0799379535236,4
TCGA-EW-A1P7-01,441.8377117786433,710.3886579364987,448.74596450687164,422.3265418427405,4
TCGA-A2-A04W-01,438.01774196100575,699.7095878177723,428.31245046101594,410.58812510427964,4
TCGA-AC-A8OR-01,428.27198241829416,690.8003915779738,413.0219382121517,405.4612757274452,4
TCGA-E2-A105-01,442.16348979909066,709.0556749360616,428.34210631694344,428.43356833721356,3
TCGA-D8-A13Y-01,444.2743777265783,715.2261944522768,439.2438293833799,434.00882766083174,4
TCGA-V7-A7HQ-01,420.0263072679018,679.467550113276,397.5887352214217,396.01800129886,4
TCGA-AR-A2LO-01,445.91465414612026,712.6247180020099,440.398198084515,426.02321677311846,4
TCGA-3C-AALI-01,445.8833122408025,709.1545060208086,431.1940908074474,423.6465964682572,4
TCGA-E2-A1LS-01,420.2453689846388,684.8633925560038,418.3741846658197,396.1090911562182,4
TCGA-BH-A1FG-01,437.8126660603691,697.9598270636088,419.10118366140125,411.81778091335275,4
TCGA-A8-A08H-01,432.5665355381905,704.6036846962545,443.5606831595554,418.9158494215322,4
TCGA-AR-A0TS-01,448.9853020737725,718.4939124450711,454.97372773943545,431.05954016062464,4
TCGA-A2-A3XU-01,409.8287402772715,676.0893564584289,407.42643675177345,389.1241817432856,4
TCGA-D8-A1XG-01,438.6907240157143,704.3108379332315,430.13842931562544,418.21377450523903,4
TCGA-AR-A0TT-01,440.21874491635543,708.5567552878196,435.7534660405754,423.4396635549666,4
TCGA-D8-A1JJ-01,445.63312636616007,712.479552204215,439.77080448055705,426.1751168504082,4
TCGA-D8-A145-01,446.15803608119217,712.7341095584409,438.3742124361418,427.0356804968609,4
TCGA-BH-A1ES-01,437.9993207294429,705.6877370321808,432.1090719569376,420.6017207298177,4
TCGA-C8-A12M-01,427.9707030078177,695.6323955235387,416.5201658381949,414.88735664052695,4
TCGA-A2-A0CY-01,435.53834116507517,697.7199284957253,423.08521573626774,410.1959889067034,4
TCGA-A8-A08L-01,449.68551067169255,716.0960547427886,439.40261507715695,431.4986733277583,4
TCGA-OL-A5S0-01,426.3028615018128,695.4359969082641,432.3585113240469,408.29172907773693,4
TCGA-C8-A1HJ-01,440.85712642582206,711.1328428578104,449.6347488501376,424.1063324762496,4
TCGA-BH-A0BR-01,442.1164128773269,706.8580777366723,437.63706581667697,418.275638487856,4
TCGA-AO-A12E-01,448.0603732706304,711.0540845300666,436.0230772251677,423.6939189210989,4
TCGA-S3-AA15-01,438.0215034084941,709.2970673118137,446.2918969073417,423.2044856285302,4
TCGA-OL-A5D7-01,420.1424007145783,690.5110152276162,422.10030752196883,405.7409623735565,4
TCGA-OL-A5DA-01,436.65168712834736,701.1283404297949,421.9420862825161,417.57442613786134,4
TCGA-B6-A0RL-01,437.5041867180594,696.0173425316362,409.76774302676347,415.83467238889307,3
TCGA-OL-A66N-01,422.49431898605985,684.8255257788815,406.7344668124877,399.8284914771693,4
TCGA-A2-A0CM-01,434.3126378063752,703.7186329267311,443.9393671624066,416.16190956876324,4
TCGA-S3-A6ZG-01,448.209145034059,712.383310466906,434.13831427657624,427.4794783153657,4
TCGA-E9-A1RB-01,447.9992333701119,714.9550312073698,442.0560350843078,428.72201136932364,4
TCGA-A2-A4RY-01,440.0082529060908,707.0625985232175,434.73053036139396,420.9088356282453,4
TCGA-E9-A1R6-01,436.4843339235238,702.083858168042,422.2524448712207,419.8555966399098,4
TCGA-E9-A1R3-01,434.9715078931142,697.9174865666679,428.0094073233453,408.9165764562325,4
TCGA-D8-A1JK-01,439.60032685597946,702.0833737237266,437.2169173039524,411.6147637396824,4
TCGA-A2-A0CR-01,423.8440327584213,688.6256675434643,415.1505422164598,402.25531036799106,4
TCGA-BH-AB28-01,442.5391100229981,706.181312755082,429.55266831763623,420.1779312390021,4
TCGA-E2-A10C-01,438.3676485322503,698.4002527981021,417.91392502412555,413.32130324989686,4
TCGA-B6-A0WW-01,434.59104210808897,697.5763110033903,421.03074449977674,411.4728771382288,4
TCGA-BH-A6R8-01,433.4514068014024,693.7872545483033,411.3273959920001,410.7075248309499,4
TCGA-D8-A27L-01,453.51560456917946,719.5492939634325,446.7363201921755,432.5694370118948,4
TCGA-BH-A0EE-01,441.2293404539768,697.5358555803216,425.7653155886927,406.7025211306474,4
TCGA-D8-A1JG-01,446.8301923145685,710.817049709777,440.05822440450794,422.22947517936575,4
TCGA-C8-A133-01,415.88532057771056,674.3818403793653,391.91387672773664,391.1902828063033,4
TCGA-A2-A0EO-01,438.7628891726957,704.6608204383508,433.92107701322436,417.2539889162943,4
TCGA-A2-A0YL-01,448.7119480812066,715.8058801391059,444.9662659048987,428.7981092657595,4
TCGA-AR-A1AY-01,440.8447225864422,712.1844482463769,449.06713808574415,426.0769077935898,4
TCGA-B6-A0IC-01,436.609767611925,696.6565811729564,412.7135665455101,414.73334693147297,3
TCGA-AR-A24L-01,447.1341198573349,715.9359890685624,444.3170292698018,430.3488615560139,4
TCGA-AC-A3YJ-01,421.83402636751003,684.4258534910756,403.594354704391,401.74251234229405,4
TCGA-A8-A06U-01,446.3629768798748,709.157096042346,434.466573432742,421.59486366482156,4
TCGA-AR-A0U0-01,433.8700695197926,698.562410959504,436.41190676777524,408.77831298341846,4
TCGA-BH-A1EW-01,450.0109995809208,715.7090912002903,442.36396680066764,428.8841414133343,4
TCGA-AN-A0FF-01,444.86239066679815,709.8110727827737,432.8680511769782,424.6433405172599,4
TCGA-AN-A0FX-01,446.66513776519895,717.4332354918095,452.2907809849678,431.15437605202357,4
TCGA-BH-A0DZ-01,426.2493337433652,691.6365758907563,422.54798918498915,403.7931665783614,4
TCGA-A2-A0SU-01,438.713034027502,703.9198069604238,429.08541870007883,417.92350561742904,4
TCGA-E2-A15O-01,446.2266528004161,710.0550232632717,430.3050467952738,426.1204094943925,4
TCGA-E2-A1LI-01,441.35810885204546,709.7026335546818,445.0099923716512,421.9676250082027,4
TCGA-E9-A54Y-01,406.89087604089445,662.1218516694929,375.0662506118902,382.87464250500386,3
TCGA-EW-A3E8-01,437.0678858149921,702.9643483324702,426.49810999761837,418.3909403586289,4
TCGA-D8-A1XV-01,427.6564558648325,690.9318319031305,411.6460659021616,407.10819458367087,4
TCGA-AR-A255-01,451.19330467623575,717.358287848874,445.4393040784192,430.15874719779794,4
TCGA-GM-A4E0-01,420.3676744164901,687.935695040935,418.3484201271864,401.6897440322173,4
TCGA-B6-A0IE-01,435.99577598338396,698.0021602891671,420.29132161872195,412.0557329126818,4
TCGA-A8-A07F-01,445.39893271498966,711.0981647498054,435.5767949410761,425.5182440141487,4
TCGA-AN-A046-01,435.191247254716,700.9244741342668,425.5358035292615,415.67498176326836,4
TCGA-AR-A1AS-01,434.2987859475994,695.4583396675845,418.6551833760752,408.6414115441012,4
TCGA-E2-A15T-01,440.28257858724436,704.4763287912094,423.294819159007,422.2728046992317,4
TCGA-GM-A2DB-01,439.51485963177663,700.8878704872989,428.9721026005123,411.7809503411049,4
TCGA-EW-A1PH-01,450.2260380471565,717.0065501632032,454.1070742352795,427.95647231498236,4
TCGA-BH-A0HP-01,444.73608260937687,709.0027634955171,434.75662613519785,421.99892153157805,4
TCGA-AN-A0AM-01,449.17501786644067,713.4447112293949,441.4748721835468,425.3500533810413,4
TCGA-C8-A1HG-01,432.78867692418396,702.3769170210153,428.34105234707164,419.1527415702569,4
TCGA-BH-A18L-01,438.3642192690609,701.0744456944301,420.54601389741094,417.42884205735373,4
TCGA-A2-A0YI-01,441.4899413806873,706.5982738086575,433.55485860651163,419.5947530903335,4
TCGA-D8-A4Z1-01,440.7834805404662,706.4328818070967,432.13610450303077,420.3406710157846,4
TCGA-GM-A2DK-01,436.5921354126469,702.263874691991,428.466873557465,416.086443910929,4
TCGA-E2-A1L9-01,440.99161924832663,708.075349585113,437.46695305019534,421.2166922781049,4
TCGA-BH-A0BA-01,446.3456733801765,708.6529584638358,432.4780681563653,421.6070498457594,4
TCGA-C8-A12L-01,447.12260555233865,709.3608483962671,441.84910737973865,419.1405255171162,4
TCGA-A8-A083-01,428.153175296808,688.3573071801619,407.00030960058075,404.47502987676967,4
TCGA-D8-A1XY-01,438.88098023889506,703.9239290013782,430.47872666385575,417.1507883067973,4
TCGA-A2-A0D2-01,437.12155088178235,707.350121686529,446.07091575974977,420.3615861368645,4
TCGA-AR-A1AL-01,444.56309751601685,711.9894139165792,440.3491731049754,425.61737661016844,4
TCGA-AO-A0J6-01,438.44269485899815,702.5261080995678,440.0537059738992,412.4143780898603,4
TCGA-AO-A0J7-01,435.4481766687623,700.0705225476231,420.1828569816437,417.240371808587,4
TCGA-OL-A66H-01,426.47964936547106,691.8903913914257,415.9643190060021,407.11153869149814,4
TCGA-D8-A1J9-01,451.02964188793817,712.082784742468,437.8142750481713,423.45634262917383,4
TCGA-BH-A0B5-01,450.94383661347445,717.4181195825117,442.424787827267,431.8201080505768,4
TCGA-BH-A0B4-01,435.5457445566383,702.2597877792593,429.1976129699355,416.38745240737103,4
TCGA-AQ-A04H-01,441.0627816568031,707.1223600405659,429.5488495653671,423.22998362577954,4
TCGA-AR-A1AX-01,450.3065804239925,715.5489207634088,442.8035977150794,428.21275561602545,4
TCGA-BH-A0GZ-01,442.09074957554617,706.3784737209556,431.4158518784186,419.8248447256222,4
TCGA-B6-A0IN-01,434.79740783883165,700.7171064326,425.8535618236945,415.3034451329614,4
TCGA-BH-A1F6-01,437.1759461956224,703.7434265439844,441.03843762236477,414.84754394819214,4
TCGA-A8-A07U-01,443.052741087909,707.9131538074174,445.8816524652127,418.0043801459981,4
TCGA-BH-A18V-01,445.0794383638541,712.7422822906138,453.5859540255827,423.9543021134191,4
TCGA-AQ-A04L-01,430.4737448977475,694.5374808134665,420.7467261265918,407.69503682335716,4
TCGA-AR-A1AP-01,443.8139224528711,707.438765901029,433.53805405113144,419.98575770046267,4
TCGA-AC-A2QH-01,421.6955367598591,705.5143758877634,449.45997186097935,432.5158200938272,1
TCGA-AR-A24M-01,445.19205349544586,709.4789960954334,437.866921480493,421.3746803346404,4
TCGA-AR-A2LQ-01,439.08999850474845,707.1200697634495,440.03818780874747,419.7844478234238,4
TCGA-AC-A62Y-01,435.4934099261765,699.6167759186875,424.0405500761477,413.53315144192703,4
TCGA-BH-A0HO-01,431.97882659747313,696.8896450502082,421.71280640823335,411.15763921694014,4
TCGA-EW-A1OV-01,433.7256114699582,701.4302635873948,429.7155016865915,415.63495096688837,4
TCGA-A2-A0CK-01,435.73656095119054,702.7327266099375,426.72897886587083,418.65732721608805,4
TCGA-E2-A1L8-01,436.8875626559079,702.8831695948086,429.3517696878471,416.7552458920064,4
TCGA-EW-A1PG-01,436.07320917153055,702.5774427173513,437.996783593289,413.95485881649523,4
TCGA-E2-A14Q-01,444.1300743832337,707.760173516828,432.0320314447504,421.19379062149306,4
TCGA-EW-A1OY-01,445.16233717764584,710.1866802162696,432.77526953288657,425.35176161581273,4
TCGA-BH-A18H-01,437.2909486892512,701.8837109389477,427.4821645013122,415.3770558303657,4
TCGA-BH-A0HU-01,444.39292685195375,707.7974605903369,429.03990915060024,422.95483748262524,4
TCGA-AO-A03R-01,432.2348578247958,697.3883220884381,421.9251451851783,411.9475459441079,4
TCGA-A7-A26J-01,448.47428052307674,715.1445199818265,441.20739997019035,429.2100152563619,4
TCGA-AN-A0FS-01,441.99664959277476,708.5357372701058,434.3242270869161,422.88785372975815,4
TCGA-A2-A0ST-01,443.98805307799097,710.5682099829859,446.22991155720604,421.7545102580841,4
TCGA-D8-A27W-01,448.31690658008046,715.2845007837607,438.68422274761923,431.05562923851903,4
TCGA-A2-A0SW-01,441.4365321992304,705.8631877707235,431.18801775788484,419.2606237317101,4
TCGA-AO-A1KS-01,443.19681469136793,710.3280048539809,435.0801282659055,425.58120261748957,4
TCGA-GM-A2DL-01,437.1633324213109,704.8722760026105,432.9097972760881,419.0645622790082,4
TCGA-A2-A04X-01,436.8583059503548,698.4036995417367,422.24377342712904,411.3184084052599,4
TCGA-EW-A1J6-01,432.6157665792484,699.5223386343366,423.67111182139075,415.42057098050265,4
TCGA-B6-A0RP-01,435.61727874254905,702.4041028289425,426.800686310844,417.94075383369494,4
TCGA-E2-A159-01,447.29101249130315,710.7838722729157,445.59727025574875,420.6143292649243,4
TCGA-BH-A0W4-01,446.2079942518887,713.1110912684156,439.2830966938077,427.3446648879439,4
TCGA-E2-A10E-01,448.6998326322759,712.5619508467083,435.747099271605,426.56478580865814,4
TCGA-OL-A6VO-01,434.85080121143693,704.2050261977168,437.17758371324135,417.79500750840197,4
TCGA-D8-A1Y3-01,421.7637997174972,686.3278853505062,408.8978106332935,402.20514496223154,4
TCGA-E2-A14V-01,454.2885567912039,716.2750136902363,440.10565724069664,428.8315996420084,4
TCGA-A2-A0D0-01,427.9203453539771,695.9342714535379,434.7883549443452,407.84538359138617,4
TCGA-A2-A0T5-01,442.91033008316936,707.6906738032933,434.2230824058611,420.65483628927365,4
TCGA-AN-A0XS-01,437.3578435517646,704.0407932669686,429.1110384293588,419.0447512522921,4
TCGA-B6-A402-01,432.85634657624587,699.5657924649515,431.6376163971653,411.88719794208697,4
TCGA-D8-A1JB-01,444.4728588527278,709.2777457605803,436.9353368126746,421.729703294746,4
TCGA-E2-A109-01,446.6221788550149,712.386685055047,433.4520703172038,429.0627766327345,4
TCGA-B6-A0RE-01,439.9708319891376,706.5143522821618,444.8207252815961,417.432239836797,4
TCGA-E2-A2P5-01,435.51497655992284,700.6102703202642,422.7078635345645,416.5496282248963,4
TCGA-OL-A66K-01,434.8907306290611,701.0079223804172,423.3103714927512,417.5136357713073,4
TCGA-S3-AA11-01,442.35656012774615,705.6310127193716,425.8042745642984,421.5853543986729,4
TCGA-C8-A134-01,443.54190481072243,713.2269941490248,448.96945993520154,426.1590127390459,4
TCGA-AN-A0AT-01,445.9090103002941,716.201020417553,454.0078517673613,429.1431861460259,4
TCGA-BH-A0HN-01,420.86464047494377,679.73720939485,394.2725490930856,399.69093546079404,3
TCGA-GM-A2DN-01,446.92946594757973,711.0904405154035,438.754461446663,423.1475879477874,4
TCGA-AO-A12D-01,446.5372748816593,707.9046609902766,438.214649881283,417.9106836871963,4
TCGA-A8-A08C-01,432.2099773447983,697.8513903028543,421.2773126725334,413.38436575802103,4
TCGA-C8-A274-01,447.23009939982956,706.8307586765926,426.57953845315245,421.0606600683807,4
TCGA-BH-A0HX-01,444.8217505837083,710.5673801538231,436.78837755286474,424.1382080125034,4
TCGA-E9-A1NE-01,449.58525753842133,716.3605569885598,445.4302899416708,429.17753933409654,4
TCGA-BH-A0BP-01,438.5175504047204,704.36550369614,432.1906375982304,417.49285390821217,4
TCGA-AR-A2LM-01,445.8706185419657,713.825190845379,441.1206011139618,428.20237919212514,4
TCGA-BH-A1FR-01,438.1202522323623,705.6565379748221,427.7283314013024,423.24907226284085,4
TCGA-B6-A0I1-01,430.1360313070892,693.9636814159255,423.8926999359909,405.54824763152527,4
TCGA-W8-A86G-01,437.0450541867604,700.6431359192762,423.70408998705255,415.0037776725232,4
TCGA-PL-A8LZ-01,439.91580817346704,709.8475767622322,447.813696002765,422.6916432768187,4
TCGA-LD-A7W5-01,442.21791360512805,709.3644569376914,434.31011752839305,424.5543912689559,4
TCGA-D8-A1XU-01,444.7634259903472,708.880047620215,434.8042207734394,421.7195971454233,4
TCGA-E2-A15G-01,441.53545639294657,702.7111943520168,421.0159616690782,419.04515263871156,4
TCGA-A2-A04R-01,434.59688665431406,700.831171638761,423.69316534510165,417.03300495620425,4
TCGA-AO-A126-01,423.96006135377485,691.9827734922245,415.4819585678907,409.5609778148022,4
TCGA-AO-A0JM-01,436.3944455665587,702.3046164496003,428.0184303385943,416.5187367631025,4
