,dist_arc1,dist_arc2,dist_arc3,dist_arc4,nearest_archetype
TCGA-EW-A2FS-01,442.7723053918864,707.5101282611198,432.20993499936236,421.35154775318716,4
TCGA-E2-A1LH-01,426.33250987582494,692.3437908742399,429.3367990670418,403.46344598983194,4
TCGA-A2-A25D-01,437.74731820946835,702.3600987327312,428.2722924123068,415.6953807743288,4
TCGA-E9-A243-01,442.63451908831115,709.3989889168688,448.1264960103309,420.33274316738715,4
TCGA-4H-AAAK-01,440.68702513045184,708.2881739101958,434.68223273880113,423.0569655423157,4
TCGA-E9-A1N6-01,442.0880023711052,710.0365387163434,438.3610044220352,424.08725949937485,4
TCGA-BH-A0E9-01,449.5859848461203,714.2594475472139,440.29218317859863,427.18054419715514,4
TCGA-B6-A1KI-01,437.22362760604165,700.7555072001818,424.2956933540328,414.789564920502,4
TCGA-D8-A1X9-01,444.24669007244444,711.1216479156019,438.2014544000019,424.97582578764974,4
TCGA-A1-A0SB-01,436.6867608242395,706.4625330218544,438.52935262634804,420.5346419580153,4
TCGA-E2-A14P-01,445.6920009896501,708.2713460642249,434.0325624961929,420.425173002065,4
TCGA-BH-A0W5-01,445.38242540894896,711.3252640778162,437.98018585312116,424.7878243637955,4
TCGA-E2-A15I-01,439.25489882897546,704.1829626358922,428.6353851328459,418.3925034093248,4
TCGA-A2-A3XY-01,441.2170648366657,712.461468384344,449.07982011550547,426.3221968536153,4
TCGA-BH-A0H5-01,441.3358170703634,707.4026476347649,434.97658022185055,420.6652282600092,4
TCGA-OL-A5RY-01,439.57221145957107,703.8727040014403,439.7857900583338,414.0402886644935,4
TCGA-E9-A227-01,438.32791452294606,703.9630114226603,430.15020825706915,417.7107331084005,4
TCGA-C8-A8HR-01,443.52223931024287,712.1937088471371,442.13720193029934,426.0268244538324,4
TCGA-EW-A2FV-01,449.06648221086874,712.9010372554401,440.54249250728543,424.7501785858772,4
TCGA-BH-A0BG-01,441.25939130319676,709.5226619858541,448.45297942448184,421.2579966468046,4
TCGA-D8-A3Z5-01,437.0949968221741,699.8895153941544,421.83559927925546,414.52179059960366,4
TCGA-BH-A1FD-01,441.01169252715994,707.6046102557594,432.42220560522657,422.5518074747505,4
TCGA-B6-A0RV-01,446.29483874767845,709.9728419120885,433.6645167488488,423.67306676009923,4
TCGA-E2-A1LA-01,439.05677580449435,703.912232757571,428.68721767414456,417.91185481964004,4
TCGA-A2-A04Y-01,445.46865876767225,708.4745408841294,431.4662998216838,422.25942508929296,4
TCGA-AR-A24O-01,445.9040099198435,714.0263632321188,445.22403097997164,427.0277574765673,4
TCGA-EW-A2FW-01,435.49103324932713,701.3799892739218,421.0438950878981,419.88895805595035,4
TCGA-A2-A0CQ-01,433.96400244206757,695.6151310710874,416.1458528184294,410.75171810252954,4
TCGA-GM-A2DA-01,432.3511791033927,699.5573243458025,425.4582458897284,414.6435984841432,4
TCGA-E9-A1NH-01,437.23091405468125,703.4690084823433,430.9402279520673,417.01152341430435,4
TCGA-AO-A12A-01,447.79315152932304,713.6610604395437,441.243982614206,426.6023419671208,4
TCGA-EW-A1IW-01,455.52904235919,720.8444182591475,447.2051263649475,433.7703819788278,4
TCGA-E2-A14U-01,438.04448992366895,699.6743875176741,422.1504723630489,413.35857951170277,4
TCGA-C8-A12K-01,439.5327552790615,709.2559428848699,447.8595978348757,421.9086287856553,4
TCGA-OL-A5RU-01,437.9211629394845,700.7411463749219,423.92711956255107,414.5878941603608,4
TCGA-LL-A5YM-01,402.803589584601,666.5550041164964,387.2364245597333,384.31934724489645,4
TCGA-BH-A0BS-01,434.5815990216971,695.3633515627781,418.25608885547877,408.5431375358164,4
TCGA-AR-A2LK-01,447.7067137993662,714.8088695391093,438.09087844964876,430.77533369203786,4
TCGA-OL-A6VR-01,439.6422844528329,700.0051260764138,418.92543683451345,415.48988528528446,4
TCGA-5L-AAT1-01,433.59610219444994,698.821988668208,424.52424181320265,412.7460221912276,4
TCGA-E9-A1NA-01,440.40748575793157,708.3169057638751,437.6680466046201,421.98930901659884,4
TCGA-A8-A091-01,440.34031270011985,707.120758550388,427.62324746996643,425.3246895577669,4
TCGA-A8-A07E-01,445.76497406343975,713.6283993011958,443.2716322183143,426.99289853111304,4
TCGA-BH-A18K-01,447.3387667199753,711.7260082875257,436.62657305010123,425.1170678624535,4
TCGA-A1-A0SJ-01,446.9484364807967,712.5676713932205,439.7852023142752,425.5522650985036,4
TCGA-D8-A1JL-01,449.28974640635005,718.4744283272817,457.4049312778947,430.5553753110675,4
TCGA-AR-A0TY-01,443.31846339344116,706.4004396442378,428.8636537415597,420.6195343907661,4
TCGA-E2-A574-01,420.5656112092917,686.0205084970455,421.5906032452753,397.2389077926246,4
TCGA-A8-A097-01,452.18228078441365,718.8468201504662,446.9837065582682,431.8745962875686,4
TCGA-AN-A0FZ-01,439.0750518129273,702.4753906560904,425.666472209753,416.5762825345513,4
TCGA-BH-A0E6-01,429.37842575941187,696.9353277197824,429.29242080513575,409.7609926789598,4
TCGA-C8-A132-01,451.07436832533006,716.8175092990928,445.556139796577,429.14852555575715,4
TCGA-BH-A0H6-01,436.395937589626,701.2222026219259,424.53368560137346,416.1521633876673,4
TCGA-B6-A0RG-01,438.2549896993263,700.0898395271572,423.3843996525872,413.3865462056412,4
TCGA-PL-A8LY-01,436.82984478920076,701.0663097961506,428.00333572882255,413.7699419700663,4
TCGA-D8-A1XS-01,445.2228350668599,711.9929844811907,436.9292962851817,426.82751720983396,4
TCGA-D8-A1JT-01,426.13462000599213,687.5699285042648,411.3211396535002,400.8591323746342,4
TCGA-B6-A0RS-01,443.36976612527883,705.444180604488,434.18489229243943,416.28691740452524,4
TCGA-AC-A8OP-01,445.34022089348235,711.4281414289685,435.29115288709505,426.44609730511047,4
TCGA-E9-A1RG-01,432.3982310480085,694.8336328381936,416.0184962181145,409.979495623716,4
TCGA-C8-A12Y-01,429.3116658645645,691.8136692418229,415.82055429668543,405.3505630975947,4
TCGA-BH-A0DP-01,443.3850818440486,709.0661672604912,436.83144932409897,421.9693859131142,4
TCGA-E9-A1QZ-01,440.77600273262226,707.6394120888335,437.0586218937918,420.65002722714735,4
TCGA-GM-A2D9-01,435.13330754605863,697.8048422507682,419.78757530115706,412.4245659933436,4
TCGA-GM-A3XL-01,433.521234650101,699.5291588841246,432.39611156316823,411.2510464875373,4
TCGA-LQ-A4E4-01,440.967624848557,704.0881526523912,423.2797877512874,420.81070788344084,4
TCGA-D8-A1X7-01,437.3043359197096,702.4764317954712,427.14678701553754,416.7783756296501,4
TCGA-AN-A0XU-01,452.76943278950887,721.0273842500083,458.6233085709971,432.642339003814,4
TCGA-BH-A0BV-01,435.6138378659896,701.6478178087295,426.54900183501445,416.4033676449911,4
TCGA-BH-A1FJ-01,446.6389805068459,709.1370531948954,431.2895364650116,423.1314887498264,4
TCGA-EW-A1J1-01,436.7524838713043,701.5173181774023,423.0019914334581,417.6346252199479,4
TCGA-A2-A4RX-01,443.5422877429068,713.9384150272402,453.3964954804964,426.8314190320223,4
TCGA-D8-A142-01,442.25519614783923,710.8465738089724,446.04368635986225,423.25185028546684,4
TCGA-EW-A1J2-01,444.80988813578097,710.9653456292118,439.61707223182657,423.7361346443091,4
TCGA-BH-A0HF-01,441.15496513775076,704.6991098623159,435.6530134072483,415.5425596229801,4
TCGA-E9-A1N9-01,447.0204878600354,715.9259992613864,442.8318134412789,431.0949395902652,4
TCGA-E2-A570-01,436.18372494615716,702.8106347104872,426.83838353948914,418.4437555337729,4
TCGA-AO-A0JG-01,439.49091825208427,705.5713569184461,431.1153750721445,419.8616193447851,4
TCGA-S3-A6ZH-01,447.8592192820665,707.3062271633978,427.0564455110144,421.4481773283222,4
TCGA-D8-A1XC-01,426.82273315581216,689.2809340230608,408.1180775175639,406.5640529592916,4
TCGA-AQ-A54N-01,400.82754494210855,666.4818835792536,394.7019345710507,380.7314757137161,4
TCGA-C8-A131-01,438.222369464226,700.2591683277316,432.8958192148943,410.128299571807,4
TCGA-E2-A1AZ-01,440.55638559692886,711.994096573778,452.1314746899067,425.5757859900391,4
TCGA-E9-A3HO-01,436.525303905709,702.751895494371,423.4510376183274,420.5337470329672,4
TCGA-A7-A5ZX-01,435.81903347419245,702.1483418770069,428.2034806284002,416.46242840354455,4
TCGA-AR-A2LH-01,445.2100279639007,706.639718581303,437.9752138828944,416.42741153418064,4
TCGA-C8-A138-01,441.4514797452987,704.9183611950988,431.5765201134848,417.2184370856506,4
TCGA-LL-A6FR-01,412.69886262324866,678.4021299701226,412.57704702143957,390.2538368043845,4
TCGA-D8-A1JM-01,435.64588324213196,700.195310270891,434.90024892906837,410.7635590039496,4
TCGA-BH-A0BF-01,443.37218623832166,711.4136165195036,441.86451859629585,424.68084568735435,4
TCGA-A7-A0CH-01,441.2591874762483,704.5812803118474,428.4798608480807,418.15915763071604,4
TCGA-LL-A73Y-01,445.424364344699,716.5149895838874,452.71413026081245,430.22912858427316,4
TCGA-BH-A1FH-01,441.14474923524114,710.9020633253833,442.4531478051442,424.97983880942013,4
TCGA-AC-A4ZE-01,442.9608188440578,706.3954623172103,425.2347691054987,423.53520276112,4
TCGA-AR-A24U-01,444.34707812266896,708.4846466820102,441.31872156742463,419.04081444015816,4
TCGA-A2-A0SX-01,450.16330986537395,719.1226765186542,457.3994147935895,431.1154208712378,4
TCGA-E9-A1ND-01,440.83628799196003,703.0895571852003,443.1409248897047,411.9915218080146,4
TCGA-A8-A084-01,443.45381105831467,704.1517984062792,427.0796723593622,416.97756638503705,4
TCGA-A1-A0SG-01,441.0936169711154,703.5508743926681,425.34583745169965,417.953806168622,4
TCGA-B6-A0X0-01,432.6468624047007,693.4095926216543,414.3985070220374,407.8396859436338,4
TCGA-AR-A254-01,449.33235940091424,715.3734502505202,443.98034075215037,427.9621463255295,4
TCGA-LD-A7W6-01,448.0025802055859,713.3984927852714,436.74232558116205,428.20306789065353,4
TCGA-D8-A1Y0-01,451.3605667184842,719.2896067972996,446.1253741522175,433.6747141362543,4
TCGA-BH-A18R-01,451.87108752174106,716.0045960934316,439.3017170620463,429.97716809188864,4
TCGA-LL-A5YO-01,439.0943075783812,703.5059410477902,432.48464851181967,415.4275311892764,4
TCGA-AO-A0J4-01,449.8060562538991,717.9578076876032,456.8587287410571,429.4526547210231,4
TCGA-E9-A1NG-01,436.6950897049348,703.8639319343723,438.3263281015276,415.75654422254655,4
TCGA-BH-A18M-01,448.76468905076615,715.7780818026915,443.4101039912794,429.32269125360165,4
TCGA-A8-A085-01,436.05323095062647,702.0726436756631,424.6008147951027,418.29715611449484,4
TCGA-E2-A10F-01,445.6656012079421,714.1139365496446,442.3846672407828,428.38887411474997,4
TCGA-D8-A27H-01,446.40895147871953,715.1253596369396,456.18975620155607,426.871215520167,4
TCGA-AN-A0XT-01,429.6128927677356,694.4713307905922,418.2968230171839,409.3771214183601,4
TCGA-A2-A3Y0-01,434.509556153782,697.573733500058,432.03892618775023,407.56663072791866,4
TCGA-AN-A0XL-01,441.17717443820214,708.703062322354,435.4428848169854,423.23268785388154,4
TCGA-AR-A0U2-01,447.142778662216,713.3859804765526,435.17578670975206,429.82159648379275,4
TCGA-A7-A5ZW-01,438.6830966622597,705.7421539950906,434.5824800049338,419.1514716837692,4
TCGA-AN-A0AR-01,437.5219514655156,705.5835517645297,435.7894159923504,419.1325419794756,4
TCGA-E9-A1RH-01,443.6107129276232,709.2308055723208,443.68644792734995,420.15923794316404,4
TCGA-LL-A5YL-01,433.20944880859446,692.6588161023205,415.4261377639687,405.4074145347846,4
TCGA-E9-A22G-01,434.8672127741652,705.4935783189367,440.84234929831234,419.35322636188755,4
TCGA-AR-A1AW-01,440.0796184599423,709.9228484766254,438.29560794656754,425.3265558400889,4
TCGA-BH-A1EN-01,426.1708415078478,684.8934581093929,409.4363859699138,396.6730458928234,4
TCGA-B6-A409-01,432.52110297307576,696.3803805466188,429.15195419527475,407.1189873553425,4
TCGA-A8-A0A2-01,441.74562505752243,707.1316172343606,429.47104436864464,422.8266473100365,4
TCGA-AR-A2LJ-01,429.94280062043225,695.8292011392889,420.9085700944957,410.6163297132013,4
TCGA-A7-A2KD-01,452.56062281678356,718.2071287947437,444.2655744422037,431.5439642388565,4
TCGA-EW-A1P4-01,444.9996929713989,712.643150467503,456.652606638411,423.8241056936037,4
TCGA-A8-A09M-01,437.0958563512751,700.9091138301847,422.2191669772948,416.5509537942965,4
TCGA-E9-A245-01,448.63264645832913,714.5714634552487,435.9978951922079,431.00436385619145,4
TCGA-E2-A1IP-01,441.00328219391264,706.0780280471671,443.4809055857663,416.36773614050344,4
TCGA-C8-A3M7-01,441.4493847115281,706.2017778562414,433.22824860962584,418.98215261841506,4
TCGA-BH-A0DV-01,432.2975252238444,700.2016604612861,431.74422429249347,413.3814856551093,4
TCGA-D8-A27T-01,444.2539431251656,713.0624307800298,440.6034163431899,427.95682266925235,4
TCGA-AO-A128-01,435.5214800899095,704.0288370787608,439.53148071159916,416.5053573568403,4
TCGA-EW-A1J3-01,445.5016844398261,709.5110462731836,434.39697943310193,422.77402049553416,4
TCGA-AC-A2BM-01,435.35360521419324,703.940519804045,426.3861871077331,422.24306854528623,4
TCGA-AN-A0FN-01,435.6143817428717,707.3439708771224,441.28857880369674,422.29918578917585,4
TCGA-A8-A08O-01,444.7629330148909,711.5161123976034,436.99887513861097,426.06015462447044,4
TCGA-A8-A09A-01,447.119624634204,713.0381998411194,440.22787426077116,426.19395611012925,4
TCGA-AO-A1KQ-01,440.3148734810896,705.2497054090783,426.9525505172888,421.1639260478981,4
TCGA-WT-AB44-01,409.47756046590047,673.3487746812905,398.0074601262073,388.03226051449,4
TCGA-A2-A0T3-01,447.674905487367,714.0940020637713,439.04699613305996,428.60785784256973,4
TCGA-B6-A0RN-01,429.84993001424715,696.5789706476447,419.7699127392216,413.11185600021383,4
TCGA-A7-A3J0-01,443.22026001553206,708.4880670976079,431.23848300765025,423.7734830910129,4
TCGA-GM-A2DC-01,422.47959571193707,685.2046116252992,403.63654429851204,403.25901023108844,4
TCGA-BH-A8G0-01,439.49955987021156,706.5508756279297,434.76886845226807,420.1784780225291,4
TCGA-A2-A0ET-01,427.3111932339502,693.1538851487404,414.10487223993493,410.8870129715459,4
TCGA-C8-A12Q-01,448.7051691218312,710.295483133486,438.716908883784,420.91510089971155,4
