,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
arc1,88.64698356255369,-10.221983807163662,-53.06052993532429,0.0,0.0,0.0,0.0,0.0
arc2,-91.33225329775878,-237.38964985033192,-17.361018623451976,0.0,0.0,0.0,0.0,0.0
arc3,-47.73647601509785,59.08259682963117,-10.213399975382172,0.0,0.0,0.0,0.0,0.0
arc4,36.38114763244584,12.50208950865886,74.17689891686425,0.0,0.0,0.0,0.0,0.0
