archetype,PC1,PC2,PC50
0,-14.37011058642258,1.328361434487619,-0.20899922343741334
1,-2.6678482460483623,4.477508901332087,-0.2157424605662803
2,0.7463192334009527,25.69214112027374,-0.4424847164968448
3,17.136103405435776,-41.04219208312042,1.0846791769418573
