,PC1,PC2,PC3
PT081_P5_B09_S117,-4.567369304128795,3.899687229434008,-10.205732779908582
PT081_P5_B10_S118,-3.0937244619310906,-0.3501626652405757,-4.883104807961932
PT081_P5_B12_S120,1.295684616246499,-2.6456413278787396,4.5425529551320905
PT081_P5_C01_S121,-3.7630171184428765,2.676432798199265,-6.036349761388076
PT081_P5_C03_S123,0.5878713065408495,-3.777929148238873,4.358113798420658
PT081_P5_C04_S124,4.631071487289344,-10.797618567025575,14.115968347657951
PT081_P5_C05_S125,-1.2770863960218457,-1.7153337386512593,2.324653221504858
PT081_P5_C06_S126,-1.2195584063124487,-1.287576995796427,1.1091095487402962
PT081_P5_C07_S127,2.658269109962921,-9.451925657338206,7.975248802994803
PT081_P5_C08_S128,-5.038486446377545,5.438155693849918,-7.9537873517414175
PT081_P5_C09_S129,-5.83525855856506,5.61264673419857,-13.366908953059676
PT081_P5_C10_S130,-4.341435512353983,-0.36635057290724865,-3.311231655475649
PT081_P5_D01_S133,1.6640848789551026,-7.002794601601055,8.94952305712971
PT081_P5_D02_S134,-1.1143672471612234,-2.990940188887797,0.3965407087411263
PT081_P5_D03_S135,-1.6467409766963432,-3.2096563079681957,-2.2232892038652703
PT081_P5_D07_S139,1.1781130045011317,-7.756458890841973,5.067160434192315
PT081_P5_D09_S141,-3.3020506826573883,2.9621747822244218,-6.813545702524141
PT081_P5_D10_S142,-4.54287489606925,3.1432774795040026,-5.4852791671085885
PT081_P5_E04_S148,-3.1771097837893763,1.5376948560540447,-4.622537877931514
PT081_P5_E05_S149,-4.147529309130421,0.9825446069650567,-5.879580373759631
PT081_P5_E08_S152,-0.5989593093586156,-0.16328551043044748,-0.6907192650104741
PT081_P5_E09_S153,0.4928568411982759,-2.469737063408718,2.8683473646913464
PT081_P5_F01_S157,-6.6279075312935305,5.576045642562387,-8.134164286297791
PT081_P5_F03_S159,1.812763864039686,-6.769657982321582,6.979974778589141
PT081_P5_F08_S164,1.5492909055556776,-6.875389234747161,7.320186720608535
PT081_P5_F11_S167,-0.7872552977003315,-2.822901463054995,4.886554152512034
PT081_P5_H01_S181,1.3554752382100559,-5.198113182244906,4.364226399308708
PT081_P5_H04_S184,-0.33742641954225855,-2.422014617054878,0.8177356797675919
PT081_P5_H05_S185,1.2209076799753218,-6.145142039282075,9.020658348719472
PT081_P5_H06_S186,-0.3754725562285755,-5.318922455400703,5.092920503907016
PT084_P1_D11,0.374303441092299,-3.469378154217976,5.222052493513178
PT084_P1_D12,-0.8087291298071135,-2.892970119887636,6.079145876689056
PT084_P1_E01,-0.19357457322654847,-3.2719237093622695,5.992441625798836
PT084_P1_E02,0.0401039016849679,-1.347543803433845,-0.1804871168826152
PT084_P1_E04,-0.9758597131458848,-7.43978147404122,7.957032241073346
PT084_P8_A10_S202,1.3798797198694752,9.239088308072496,-8.945818634748777
PT084_P8_A11_S203,1.4147569558514506,4.897204256831442,-7.569450980043058
PT084_P8_B02_S206,2.7335114148110424,6.385462661358806,-7.287880961907005
PT084_P8_B05_S209,2.454097036191447,3.054764976458387,1.820770332317474
PT084_P8_B06_S210,4.670582577617321,5.166993701872252,-4.4085023853495375
PT084_P8_B11_S215,3.1974612883831677,2.0652215699620253,-3.2718888873061016
PT084_P8_C03_S219,0.8752563180613182,9.118018000124723,-6.640774446010299
PT084_P8_C04_S220,3.6870020915629564,5.7704943062164595,-5.219849944115881
PT084_P8_C05_S221,1.6691902989081036,5.177112447673121,-4.917437097560555
PT084_P8_C06_S222,10.395961457772106,-11.758878024734164,14.60761772497596
PT084_P8_C08_S224,3.6065640745867826,7.161195310396492,-8.869591206032075
PT084_P8_C12_S228,-1.3274754506398236,10.04641428065888,-12.09744599645461
PT084_P8_D01_S229,4.911168904336106,4.962204973988297,-6.505981561506827
PT084_P8_D05_S233,3.4297827424484533,6.365257353182882,-7.954359300390497
PT084_P8_D06_S234,4.876914229808569,2.8314096397431414,-1.280083545496861
PT084_P8_D07_S235,1.1775077146715371,4.020108333868866,-5.570837735967077
PT084_P8_E03_S243,4.320649061565495,3.571683791561637,-3.586201435614213
PT084_P8_E04_S244,5.271565512774033,6.932665159856461,-1.25764159897919
PT084_P8_E08_S248,1.3283601388601731,3.604987711383168,-1.1419517513964248
PT084_P8_E09_S249,1.3049475153326733,10.96553869384828,-9.008553791091558
PT084_P8_E12_S252,3.2253479234288918,9.07619291907875,-6.4632189931953565
PT084_P8_F02_S254,3.9544085200105004,3.764196446076188,0.35013378470824374
PT084_P8_F07_S259,2.024443989735078,7.394881775173201,-8.558425519922421
PT084_P8_G02_S266,0.9622412363462366,9.325912028645266,-7.000083705214238
PT084_P8_G05_S269,2.2504618892748636,2.5976265593318932,-0.6468480326811588
PT084_P8_G06_S270,0.9335392025110426,2.640122405861259,-5.147008581471165
PT084_P8_G11_S275,2.449856940428008,6.61836244125443,-7.389222356293385
PT084_P8_H01_S277,3.6595041156743764,5.837739384047528,-5.450006078237293
PT084_P8_H02_S278,3.6292189818662037,6.78884715283789,-4.82695142455028
