archetype,PC1,PC2,PC3
0,-8.07153416380261,113.02504255623582,-73.63914530656031
1,111.81987422950749,-0.9524641684335007,45.70686991170329
2,-87.34285965373991,20.848604774186143,73.65519596489244
3,-51.7248008844546,-83.97487224362878,-44.18029505870279
