,archetype_1,archetype_2,archetype_3,archetype_4,archetype_5
TCGA-69-7978-01,0.058618067633437944,0.0,0.6480690605822786,0.0,0.29331287178428334
TCGA-62-8399-01,0.29757055288911494,0.0,0.2536461788703001,0.21159928057202143,0.2371839876685634
TCGA-78-7539-01,0.0011143638133187899,0.0,0.3317684493086056,0.3984518580798407,0.26866532879823496
TCGA-73-4658-01,0.0,0.018075118644431204,0.6107793569417416,0.022209341994466197,0.3489361824193611
TCGA-44-6775-01,0.11118711647923703,0.0,0.40094964675399936,0.0,0.4878632367667638
TCGA-44-2655-01,0.0,0.27740800484704964,0.003337479258735003,0.323550910745986,0.3957036051482295
TCGA-44-3398-01,0.0,0.1618912928328155,0.35941381042389825,0.0,0.47869489674328625
TCGA-62-8397-01,0.0,0.0,0.2572980065105277,0.44426780803250593,0.29843418545696626
TCGA-53-A4EZ-01,0.5330270418826379,0.0,0.0,0.46697295811736206,0.0
TCGA-50-7109-01,0.4292530022467557,0.048466458851197936,0.04666586967471448,0.2547578188661124,0.22085685036121952
TCGA-38-6178-01,0.11618916300983217,0.0,0.3481334675263078,0.12029841591228346,0.41537895355157656
TCGA-86-8056-01,0.0,0.05745120256234727,0.1264818105600037,0.1727216698884766,0.6433453169891724
TCGA-55-1592-01,0.340913577885796,0.026250017102104912,0.10812599031896182,0.1292963523930177,0.39541406230011966
TCGA-86-A4JF-01,0.0,0.0,0.5161420661705374,0.30594170658907827,0.1779162272403844
TCGA-69-7974-01,0.0,0.036074049138739045,0.44168214353642077,0.03208869551780035,0.49015511180703997
TCGA-86-A456-01,0.0,0.0,0.2476212580550501,0.2443285023746008,0.5080502395703492
TCGA-97-8547-01,0.061697265770063216,0.0,0.45864794214112836,0.08452093243792151,0.39513385965088693
TCGA-55-1595-01,0.2069032509129004,0.0,0.3222815979447716,0.1801051099168504,0.29071004122547756
TCGA-NJ-A4YP-01,0.1400077673093876,0.3368255757169147,0.19478474595395578,0.1993887962639113,0.1289931147558305
TCGA-05-4424-01,0.3394283052138298,0.08306966347704615,0.20500113070539674,0.006945064610009319,0.36555583599371805
