k,t_ratio,p_value,n_perm,n_init_obs,n_init_null,numIter,n_success,n_fail,n_pcs_fit,note
2,1.0000000000000004,1.0,500,150,50,50,500,0,1,hypothesis-driven k=2; ParTI PCHA; 1-D hull = max-min
