,arc1,arc2,arc3,arc4,arc5,arc6,arc7
PRSS21,0.16684553716884654,-0.0007394437546753008,0.08703516863248591,0.5191047559782369,0.14985105906412544,0.2143878207643375,-0.027955922819277612
MARK4,4.047851775552875,4.11844533854116,4.581446758430704,4.669411873337161,4.622897666457125,3.426916862071778,4.55720773843954
PROM1,0.31960026497020794,0.48093005234278857,1.5383987227782243,0.7033227976356353,-0.1674953279861986,0.04831601080154396,-0.1717701648630594
CCDC124,7.24042660552896,6.100478239922837,6.973828312100743,6.690964196317303,6.961843337269464,6.844183503009217,7.056734233817914
PAFAH1B1,6.517899765671852,5.994261025197007,6.936203348181083,6.7848894569815075,6.8472212776819825,5.80839227430377,6.501801820363445
DNAH9,-0.24022590259340543,0.11688000658977388,1.6672674518735082,0.20132780885697235,0.31885158719773016,-0.3949914874396348,1.6843992114499449
GAS7,0.6808061694003359,0.015054477212361972,1.5095220652277308,0.8806551980777874,1.1772333777016335,-0.11433582083962945,5.918968691128161
TRAPPC6A,1.9716972767721663,4.5305856407999485,3.7954927120736492,3.4353037113153393,4.069712451436503,2.8568850106592034,4.66262925947918
MATK,0.20948360272047148,0.27806277912415156,0.1751440390322015,0.2827518996349836,0.3061083817929306,0.029441594570588314,-0.03551915182814175
CEACAM7,0.055574726961212746,0.17401728132550953,0.12628273135823548,-0.019888547023381296,-0.0117707381460673,0.004593374285703635,-0.20064524739603262
CD79B,0.4701104490507958,0.06691820882038543,0.10206127023031922,0.4135124146172595,0.1073540208213274,0.2272833065190586,0.23381472724820973
ST7L,4.53876523103576,4.212241304856498,4.839185397882664,4.934871753905013,4.856693392087365,4.445939960035874,3.937565227686737
TKTL1,0.27223011511690265,0.022495942793664736,0.26492823828005624,0.3313103449811261,0.10769347270063416,0.43112124375425703,0.06258732443630935
PAX6,2.3786081284137084,3.966119949214597,3.2515545776438506,5.5035092704637645,2.2974961426357337,2.754866752888174,1.6832912673494373
RPUSD1,4.9213996786928895,3.6709938394631254,4.7323573424322065,4.430751969089333,4.923529477012885,4.604035129071525,4.336564220210453
RHBDF1,4.429108948896109,4.316272609662865,4.599129806829392,4.612184541108636,5.692865237875436,3.7033115527999207,5.226064312075507
LUC7L,4.801643738496704,4.620122424768231,5.377330501880671,4.882936217811519,5.753062453780987,4.335645093105982,4.395278202486627
CACNA2D2,0.10808764696873951,0.1707396511401154,0.47622092164737895,0.4614342969155887,0.44881067149977805,0.12833700831718214,0.3417910407713626
BAIAP3,0.22283677460687779,0.19415689292934746,1.4934306966219053,0.7261727085278047,0.6208925901295189,0.594403744439162,-0.002097763401906927
PIGQ,4.574377290503498,4.523175105375066,5.632190656088936,5.190542220480973,5.325109827816335,4.135036053067513,5.1301549613537265
TEAD3,2.463572641957668,3.588772964813866,2.6249546923941516,4.303709052247099,3.313938618628214,3.0400619712346804,2.9124333658505006
DNAJC11,5.569357482790917,4.670740541204597,5.18940655209443,5.462871523690686,5.609528902780807,5.1133984977880935,4.672736395123035
FMO3,0.9045919647712551,0.3956809861833565,0.004202964199073289,0.19397190632808964,0.8947317237372355,1.0229585674975277,0.26623278927638566
MYLIP,1.0828298246571544,3.0341466507989647,3.0597699443916997,2.9836040097728302,4.0330082369670555,0.942118118914592,2.6748557494347756
E2F2,2.4251759621091002,1.0150715547562053,2.9444948097478023,1.7964696383510936,2.624698586470992,2.5076240974096287,1.2795130965711992
PSMB1,8.32394796506697,8.896785489075892,8.380106050096826,8.449414099515685,8.253560572815513,8.617827015418182,7.443612199024222
SYN1,0.06451386847642271,1.3849963599146857,0.4462297310232406,0.7301170945852956,0.6136894259024782,-0.04166081080513295,0.06514389334134985
JARID2,2.8248582074331763,2.3528274603670685,2.411407809127512,3.029757904206912,3.076135978559266,2.633492801575251,2.5617709530354613
CDKL5,1.351129822080022,0.9546672009646877,1.5156967880086862,1.3546207245862243,1.3621887919324491,0.45723514119218167,1.540933715914285
CAMK1G,0.8878640289320232,0.7098405223876968,-0.15019506538210803,0.4119006220618727,0.07011564902843243,0.739157604853631,-0.313545050532286
CDK11A,5.089806418543836,3.5298795318904763,4.806195649199147,5.126095963069954,5.604021345395153,4.699180054439735,4.223533655510702
NADK,5.5539175937678955,4.5520603394899855,5.356524266580317,5.467559924181134,5.607682330217286,5.442467433764358,5.272749379188157
TFAP2B,0.02566878501490863,0.03488835768923549,0.08015434990660043,0.16558749832148065,0.0009795142256433659,0.01465040025623221,0.14958292183490385
DLEC1,0.05781695778373369,0.09915117227536124,0.3199499825674142,0.05203715909103716,0.2045104886110252,0.2150036114583705,0.32155598283064324
CYTH3,4.4729811114426825,4.179170144559763,5.107238896610207,5.52858160161541,4.116969889765299,4.365149233777511,6.020035789205702
ADAM22,1.4944744304863053,0.5392106675185935,2.6494218884199636,1.9280351489159115,1.5645660843996265,1.8111447616520104,1.1616413754126729
