,arc1,arc2,arc3,arc4,arc5,arc6,arc7
SNX5,7.543509500090192,6.521680341410033,6.940871032599488,6.828190459480498,6.887811939155239,6.919261163157167,6.138959071264733
RPL6,10.729740820057653,10.79726983435871,9.42887658566491,10.043966032783405,9.560148227623579,10.773924364951704,9.229692645362233
MAPKAPK5,4.923961404105191,4.31960815587395,5.003621127417162,4.887225170851236,4.7158492223212125,4.497263237420751,4.141126655519514
P2RX7,1.1658538871693254,1.7300877372578165,2.28308495406095,2.4560566320886488,2.950584915206548,0.6978433942689712,2.124649436915408
ESF1,4.825031612567027,3.9077626143077526,4.497067758018824,4.152507231744558,4.274241105384199,4.153824549399981,3.052747952938275
RBBP9,4.128574204893319,4.02449927631416,4.018999212316347,4.048575503975996,4.1053822544237075,3.5802106142479615,3.0050602202507237
ANAPC5,6.943502258077136,6.486936556490121,6.713281131879027,6.83791744515988,6.854486417941774,6.296139608235866,6.2726652568276515
SLC23A2,3.753098747548588,3.8161457599266138,4.472331112200044,4.088387345739622,4.091944719785785,3.1509372136829805,4.585353912119616
KDM2B,3.7299647487029612,3.220627996569935,3.6965896967975684,3.53362406280682,3.8378775755007783,3.5871118908268658,3.555766315623065
LHX5,0.17767313871180637,-0.0407968748226817,-0.016304385891334316,0.06514221286932784,-0.07386159280222518,0.5135128688578668,-0.0023289316727573423
TASP1,2.794076745764641,2.479857086367193,3.339925208293466,2.9334161090700146,2.606690939400092,3.042144674814511,2.691192605332285
OAS1,1.161154808338197,2.1603176843369205,2.870848848994418,4.798326371714467,2.831563723484315,2.390884180284938,0.4540191342027122
RPLP0,11.803018028146862,11.266988972995737,10.411907422545516,10.685960092062295,10.792865355841315,11.556960958092773,10.852878252348004
PXN,7.8385325080236505,5.838138260318678,6.031856092223552,6.64572166287614,5.851691575423085,7.2573564434437134,6.049030422026773
SIRT4,0.7700986010787529,1.8323824627009322,1.1481719572216156,1.2543258680234777,1.5442981260263084,0.7062322807932101,0.7543553735290721
RPH3A,0.19079363967915886,0.11958834213623615,0.0814357934877608,0.12351297029180758,0.01652480261823072,0.0301579977376984,-0.05739733354003458
KIF16B,2.632663419778316,2.0214697594930082,3.4473066192282316,3.115638526913859,2.788090914147735,2.3437675893737304,2.48287061689947
TRMT6,5.061158731742731,3.973671812728572,4.745774189608393,4.532265773423607,4.3854451142692685,4.748353785237057,2.7897093299264952
CHGB,0.7168760630288592,1.7950192398167912,2.7326185386191826,0.8748336002781427,0.6422461686480211,0.45979215899844406,-0.8319588062551653
PEBP1,7.896340191309791,7.895322441448854,8.050693917413854,7.221816503685704,7.352576312392328,7.4499400571794885,8.619034091519813
TBX5,0.1770070580112497,0.6070729831896364,0.47653366977190925,0.3347406412749884,0.1844624068467221,-0.08410040844401301,0.2732206750502564
BRAP,3.583832396167485,3.2999974531050675,3.5149874456962737,3.667556045773666,3.505485256887646,3.395591215448065,2.9899686549531057
ERP29,7.137470324712233,7.50996595145029,7.155963637938008,7.491210817077937,7.13796581215053,7.180942818898481,7.040075835902836
FUS,8.964360308454648,8.036510100435088,8.660052562409875,8.83963248023574,8.875325186120849,8.477110104305131,8.243435171621597
IGBP1,5.042584623306827,5.593089440617356,4.907348843862945,5.120845568414878,5.122893908965951,5.354090872553274,4.702341496710076
FXYD5,7.696615711588907,7.1609471106853535,3.903591603839436,8.958912875979845,7.238055770563646,7.496164653856166,6.608234702129882
ZNF302,3.673450733070159,4.651014070664267,4.4646129281472895,4.805311783648496,4.445626557427775,3.047557928307012,3.83116455458334
GRAMD1A,4.16358176573055,4.215210036946792,4.753242198346534,4.774090823898039,4.790918253560895,3.8975923732998585,4.496076015175275
FXYD3,0.8539358656587972,0.03858593710496905,0.7128504127769704,0.697963218736641,0.4560736403441844,1.2715425971686671,2.7714140752622507
HEPH,-0.3812210117948669,2.7366489541124817,1.4832649259554216,2.1905192328985224,1.107452535943274,-1.552522891111132,1.2014947188020066
CMTM1,1.6156187342293409,0.7258124679065558,1.5627081248250152,1.9556879176246214,1.8485422063034318,1.2037240396374007,1.2668011883305763
GANAB,7.986187685740019,8.433701301849721,8.248785813769018,8.780151403884625,8.785520879236593,7.747528156486192,8.665380482979732
GMIP,2.1520093490841092,1.873598917080321,2.6382130168605684,2.9837713935876886,3.041444937532388,2.472115629694618,2.594756169872381
RBM41,3.4819900288262415,3.1240982001885316,3.867074115873647,3.7575205832431635,3.1759248548176084,2.928709137689602,2.365787468722572
BIRC5,7.5023606448979026,5.529024880403906,7.1037339835096684,6.49434739719134,6.7967092176792105,6.600905693482465,6.0348216739336715
LAG3,0.4696206367164339,0.5035134128057134,1.494053904677365,1.0051740467652932,1.0618463039194534,0.584173671486933,0.6364287885269584
MLF2,7.7802840952799,7.445207141929148,7.839868648173255,7.484267611258542,7.84345751322187,7.325966924567736,7.894834024125936
OTUB2,1.5879054593372823,1.2074223229217707,0.5644154306290737,1.4738522034637431,1.3576332332069547,0.9051510262807545,0.23685496792603988
DDX24,7.085627763798769,6.705945590417429,6.398106477192571,7.141523818140193,6.701851232332954,6.235059950346129,6.262942003816326
ZBTB25,3.3788470633158685,2.4797356309427547,2.235205086238436,2.948847476962218,2.8238441697668035,2.960366526307864,2.349582710183833
NECAP1,5.598228811756809,4.900380136029338,5.9241056845838616,5.208191034722462,5.3655455914143015,4.800788388683423,4.604116680414601
ARHGAP4,0.7630851015893715,1.0476755767993369,2.1625973073207074,1.3634934195582191,1.5062314630001628,1.0427693553419974,1.8908417718830335
ANKRD24,0.20591417920741562,0.5190676354993956,0.8015977191141943,0.47889480613841806,0.7809400686238641,0.17358625692833807,0.5725435435026032
DHX32,4.365272341835196,4.279382483464773,4.429277038192937,4.047343836745537,4.706602184399333,4.474505796834258,3.943272822650109
RCOR1,4.217353123524122,3.5589576183432374,3.19492702950341,4.109233581984586,3.8466608493729386,3.501143366039707,2.9605733501109537
LTBP4,5.757434831858834,3.8097013987946404,5.0304039563510745,5.457333334838089,4.98303582148906,5.1029364188014545,3.995307063134728
BLVRB,6.2846327414439935,6.6131988455227795,5.964805272034626,6.211771591337321,7.446793418877628,6.514112296642048,6.236900522555563
SLC9A1,4.158108670406188,3.823301481163335,3.273238040365439,4.6043966948794015,4.274626082092474,3.7954418555008838,3.675926416845558
SPTLC1,5.879312898801968,6.13675686817107,6.105275298208981,6.2115134342521205,5.84013376529347,5.517700931398762,5.389168171033088
PAPOLA,7.301493388879875,6.543592153352479,6.379298118557982,6.89418391676026,6.636594916815706,6.23726183936817,6.037113820884775
CCNK,5.76608141006255,5.453500198454238,4.423547781202138,5.490851756688314,5.217179774835298,4.92473578576668,4.225454636289479
PCBP4,5.3570013773585075,4.46719423641928,4.554100354031695,4.982715567499344,5.552651605552778,4.660511503329843,6.706078729794935
RGS1,0.021446870871746793,0.16299736122137254,0.5744106519509229,0.14186925596810562,0.6425789113541145,-0.31807431789376217,-0.19779301819368078
YPEL3,1.5951450209655331,3.8612947293233635,3.9416755564140606,3.71101245078092,3.8775774711198947,2.045444016728627,3.263880676579241
MRPS33,6.494467511179665,7.206644762488058,7.418322402919635,6.0742815520374895,6.784058396614676,6.034357398791818,6.701120520012242
NDUFB2,7.5279073842642585,8.566035568467658,8.86159278592611,7.519713316209492,7.995293282001318,7.397332137334006,8.960686506903137
NUDC,7.136804444871612,5.894767803026408,6.061920683693292,6.668967839642559,6.682279431187862,7.153104822763998,5.737231212368608
MAEA,6.457928418808734,4.879368369949516,6.433637944880132,6.143341486792656,5.981686808715464,6.022080534500547,5.750834062166837
ICAM1,2.6524478417437205,3.937744449168937,0.8960269420220137,5.9066642376923095,2.974164050832497,4.9212490441709695,0.33384229323006487
STRN4,5.311359307460375,4.70972808703053,6.227780006189596,6.07514519371408,6.1609858299251785,4.991028103147465,5.6204595983205055
IRAK3,0.18777293157470876,0.12286103329900754,0.10633691273640107,0.11941834536856198,0.03206375134391967,0.056452885321781915,0.07555436559376068
LYZ,1.5882398384112832,0.6015742646394925,1.5069588534607083,1.5400830919152355,0.4473643309648565,0.9370448147366373,1.350573220773739
MUL1,4.550437888629031,4.6334014942884645,4.645130227937614,5.113954877836985,4.740311749318182,4.4103856267156445,4.311526800604836
TFAP4,3.3661485418914388,2.198910975612975,2.699215825093402,2.698860432240081,3.0689073971310705,3.1954848261212807,2.133234559796359
PDCD7,4.286648207945617,4.237637005428425,4.348093699258647,4.24471564031597,3.9937767399421205,3.7466474535843175,3.4886898427510906
SPG21,5.989655265004842,6.608638255515084,6.09932787098785,6.252464939307132,6.2406674805685265,5.899624060820957,5.62911456389606
DNAJB11,6.723915304614707,6.484623249286065,6.814893709569249,7.32679502579876,7.154619376668381,6.441045271523906,6.816777938494319
THPO,0.29860121211075474,0.036792100180423365,0.14911081816517915,0.24146465603510991,0.04764925734042634,0.24157208766781677,0.05006834621872065
CHRD,0.5284468001713845,0.5718651256494404,1.1621239286501084,1.0157336914155675,0.41648698591387895,0.21968187756271035,0.5570498592518045
FLT3LG,2.630974644066586,2.968429853264169,2.5376395777335485,3.511110427790006,3.9188368794196573,2.4308455488769214,2.66842254749098
RAB11FIP3,4.054108424623973,3.735915054837067,5.040877983182129,4.660277720111314,4.9377448722077455,2.942959789293611,4.836724029076265
GNPTG,4.379558021219485,5.367915053514518,5.045097608454499,5.500919450249279,5.671963832272503,4.340349029323254,5.908052881557877
ZNF268,2.9760224195359024,3.7426069606375845,3.986917125166438,3.6116709515904,3.3321095903210933,2.6918601526715675,2.0140440415860486
GOLGA3,4.18429336446985,3.640892165486229,4.569424701448921,4.744179720655453,4.6927446638523955,3.49114563664723,4.45615133914861
PABPC4,7.405173365623978,6.892284718506522,6.291637603023151,6.6682294324710085,6.9881483418528605,7.175675266611824,6.447692891456683
MCOLN1,3.8913321843026614,3.824412985297066,4.652329096537041,4.425126061083834,4.517473157288224,3.637271731756028,3.884293911879019
USP48,5.50373317159167,4.578128326057592,5.245144899150616,5.64431399449883,5.346146178451844,4.921626753909304,5.007179518693156
EFNB1,1.734302876332672,3.997026373312141,2.9483881853416465,4.012323699788742,3.7332733504951,2.2443056644423027,3.570741124461733
PDPR,3.3913815017888584,2.9287944795387157,4.383539178082634,4.411436084114209,4.651343461564675,3.477635746141982,3.7780650724364344
GLG1,6.072511352841288,6.349936730534715,6.362372159777761,7.170476470384748,7.130875523852213,5.1327269322023215,6.610914454506929
KIF4A,5.3189349499803775,3.4752757832038297,5.549398216167495,5.1577218300786365,4.69329761010127,4.903484329215722,3.808244947423139
TNRC6A,4.91249692700237,3.5433053380781705,5.182501831849826,5.101288912426109,5.329695769182093,3.818075222965321,4.520995246688815
PLEKHG2,3.8553493051965573,3.3020301068698714,4.179000669204277,4.817028878102128,5.0696446537300695,2.8344170618129647,3.841925056158615
DLL3,0.6544344963744533,0.33475853931157235,0.5257271338890106,0.5085876531218545,0.19711929562769812,0.7813151134329177,0.11676546878626398
NAT14,4.458524072717234,5.665180601507751,5.67124061739151,5.458250848349543,5.940928025608071,4.169772309910724,5.875758939632649
PITPNM2,2.4387205771046374,1.522179315749804,2.0425434928645356,2.483306408964045,3.0815243405244273,1.8585250835095901,3.335814643071321
EXOC1,4.8359020739061895,4.438464874056008,4.314978530829275,4.990900403376407,4.789634019272603,4.2620513226648855,4.330790529288269
RBM27,4.033985884193535,3.533754292821927,3.6453559709205585,3.8356445215604817,3.699804361932843,3.369934167746947,3.0796492752213087
OSBPL8,5.114622518761398,5.117415656757275,5.148503156121984,5.167912563211078,4.908592415474376,4.26609126673162,4.554112800245224
DTX2,3.7819488298158697,3.191307554816972,4.384500618340083,3.9858409254618477,3.4926176722814164,3.64890139242904,3.5195351840819367
PUS7,4.0067245625324635,3.740433739973817,4.383556398189353,3.838300684365811,4.318629547975464,3.4327044141491183,3.9428739707436335
LAMB4,0.1815777338587552,0.19080641951269275,0.5693830507966734,0.1568011152874899,1.1908920004117143,0.10279618887295067,0.0169608118744925
NRCAM,1.3996666738768098,2.5914963438595664,7.482233345692347,2.227954410814459,0.849085508676602,1.2759642349241052,2.882680586074321
LAMB1,7.53077937539028,7.921576956059725,7.44354509682128,7.925670505518733,9.213312760793595,6.6187857511961585,9.300729448444587
SLC26A4,0.7258926476943321,1.2493293946806923,0.247182249549661,0.6380784574445463,0.39344728528141876,-0.056339580324150984,0.16874322268402553
SLC26A3,0.07750775038810855,0.17810161974821825,0.163502648949288,-0.023653699163297168,0.02589652655147001,0.04357712217569204,-0.20269105961473624
DLD,6.643308276946051,6.394437042272964,8.284753384645272,6.679953858158744,7.081529530560217,6.241526504241816,6.911403290779028
WDR7,2.7773795276719735,2.6574023772238786,3.140539985044708,2.9963421806649104,3.1839197523129217,1.9540666677617398,2.6970112619556965
TXNL1,6.289680898762286,6.463778876215434,5.998449344334331,5.949051276618115,6.05341680922972,5.7594926260838095,5.690560004061853
ABCC6,0.2582870049885059,0.8854033784074126,1.1137347556991173,1.5364179061187884,1.1020891624296265,0.7570750412508633,0.16126963583450538
CMTM6,6.909827179585113,6.595399199498038,6.115384438167935,6.689864469714907,6.7278113364298395,6.240759060447908,5.990210903095823
ITGA6,5.730265996879521,3.487617598800685,5.287515896521019,5.09267617937062,4.6477661435874,5.0613426146473905,6.71192573583895
RAPGEF4,0.21888734995720183,0.5719353593446898,1.4220672682180988,1.1409624260206388,0.6740387365698801,0.5332305500554081,0.5018387785818881
SMPX,0.3490999705578729,-0.09114357382204502,0.2913762821442925,0.7228914957989441,0.4481883925997362,1.1084241073616035,-0.034256918953706916
FH,7.206172765381401,5.958115355724712,7.4527359698238484,6.861294588377804,6.3287900548850295,7.059137057121894,6.707710941138468
SEL1L3,3.2664329663424367,5.00385675910536,7.654998481883414,4.86720604320653,4.842016040399686,3.9228061688379015,3.662838330696875
TF,0.44407976592974324,0.44832814111898445,1.9906260477409785,0.4316017973029236,0.7581977748368335,-0.486356437257505,3.11379029999008
CDV3,7.166243156682871,6.534500051157139,6.590967975761929,7.063535256271249,6.355583452661463,6.456661450024382,6.360079258727637
MYO15A,0.013859097094960457,0.054965354177500564,0.14909507482838877,0.33764869800094377,0.2655212568097828,0.25402164792571946,-0.2148466700512712
ALKBH5,5.448516758311343,5.774164246550057,6.010701736103489,5.472936484957152,6.053974941086789,5.429974358623545,5.686957270118352
APOH,0.4590562080531417,0.28786093211899105,-0.026353860930954348,0.13968452760009398,0.20871490068497206,-0.021942950803387512,-0.2734543890087695
NLRP1,2.9019251373551103,0.7901009634182186,0.3900425269492356,3.2863565738584137,2.3260585408757635,2.005151164376037,1.2031017811464682
PITPNM3,0.3661008515301547,1.5908397113747426,2.3204232004793868,1.8218481160916729,1.2447855819383615,1.150531234332636,0.7440920204476487
SPAG7,5.700335725329058,5.899557964019153,6.405451047664248,5.664681743305262,6.243959124456451,5.158050071419625,5.6628424778346504
ZFHX4,1.9589120157381097,1.519081434804996,3.049934389005371,3.0258480417303883,2.637615434353724,1.2300745670909468,1.9831588793550299
CPA1,-0.034631632516720134,-0.056022937409705376,0.4699630531245703,0.31657695917787926,0.05237714230526834,0.18486751604442925,0.49773449109298207
ZC3HC1,4.569152399322982,4.588600135012193,5.25542364395349,4.400262641361794,4.856486933832445,4.118891305025791,4.516545144139739
RGS17,1.9585120582961053,2.184104632143992,1.8080642177193451,0.9417932550788708,2.175758662573579,0.464268929504039,-0.24560652951137363
ANGPT2,0.06029385481327054,1.413483013855279,1.864098582622114,0.4908024061298344,0.6261859179250668,-1.4135546578281553,0.27449005818300165
TMEM101,5.0403221466981325,4.856512339296522,5.29691971719702,5.1159284159941,5.5496116073958,5.3475226416999275,5.138673312824181
CD200,0.9608124435780808,0.4221155669579397,1.7365340328291277,1.7740496640766938,-0.20728338438550642,0.7019795270851601,2.482628007238722
CCDC80,5.691684220904337,7.435885870157397,4.578242110850034,8.671971560663046,6.318474279972191,4.408793192325481,9.995059795254186
PSME1,6.9444026947157305,7.485586488097814,7.014780593378267,7.193417993040648,7.305422191558415,7.1249324764412645,6.1404377837451545
PPP2R3C,4.933998865013243,5.0142755033492765,4.414980604518429,4.8879551363675935,4.5655339357030345,4.305447246436309,4.2121779556088015
HAUS4,5.518346629532932,4.040479330470296,4.649169356754038,4.9745756511677,4.957918005525078,5.731526181560657,4.028065945549179
JPH4,0.5272736594183061,0.2896520311315377,0.5018542031172313,0.36755361671561554,0.2351277069237071,-0.013086953683165481,-0.3708616508783075
SLC7A8,-0.3627533811584711,3.7420840751638886,1.8244437818727155,1.5538988502178608,3.296279026189984,-0.4159160367856254,1.3038600367287676
OSGEP,5.31296466105173,4.543576410870686,4.464786126173777,5.534698541667148,5.237196667852347,5.593180973829018,4.536139071330776
SLC22A17,1.9444370833656615,3.7321240564345386,3.486411268951226,3.7533233816544387,3.8310403175192187,-0.837167172825529,3.943753207674698
RNF31,4.606249130525724,3.5455913997186927,4.5475908770497915,4.756865189440686,4.827863095198359,4.4778600391512,4.323829535847431
SCFD1,5.552465820886001,5.7197010877794074,4.620298145481934,5.573926815475671,5.205315586851409,5.550112132467222,4.9549860897758675
G2E3,4.7001055704871835,3.3457867587204477,3.6170891678913173,4.339413204503854,3.886006972284562,4.215569544532181,2.7750545151013437
HECTD1,6.2432301719876815,5.8361974742668625,5.563095591834107,6.179137512100747,5.970280839138056,5.979254290259296,5.415342204499502
HNRNPC,9.745133475426881,9.569437373319968,9.580501825310034,9.410757330601712,9.566982120889437,9.643299588258593,8.816619218036136
SUPT16H,6.893601516168355,5.671927226460564,6.080962026886157,6.556835175644358,6.31096534839948,6.6730416137717325,5.259629576325805
TOX4,6.162744948017935,5.201959743107838,5.731371440220121,6.293743427205401,6.199523832255771,5.809743525926683,5.616107934131494
TGM1,0.6297486098729825,0.4952450081491271,1.3471360433727635,1.3434462839939054,0.7038926320601322,1.1681991532279499,0.7599044090209565
TINF2,5.170812111336677,4.995598949079518,4.679047679156123,4.757856954705525,4.786999513851182,4.625509010873026,4.978433231956305
SEMA6A,0.6149241861237842,0.39538557452876777,3.2396897974539565,0.8968458234615067,1.4761272324781154,0.30872226498195343,1.4441086178665277
TRPM7,4.450389443308609,4.24841181747931,4.703968550185826,5.033801385096308,4.4163619421144515,3.698596495034308,3.6710243637573594
TYRO3,4.668476071044538,3.7656801262619033,5.252216074706801,4.768564478432426,4.342878002147993,3.616312381562682,4.390254543865402
WDR76,5.0995254989774566,3.2162041810402116,4.765889232357235,4.512806591819805,4.234373132718398,4.391373797769601,3.121797820144829
CAPN3,0.39663452862035786,1.1212465964954776,0.517306429246397,1.3212103313626782,1.3428339420758357,-0.2609544906993373,1.6353938631306335
SNAP23,5.9491959925807425,5.6998311254288865,6.052056499300388,6.683618194876795,5.958244261830779,5.747331929964368,5.891466319423322
TBX15,0.8374983238001344,2.183517164201401,1.477113592318569,2.116308395191262,2.460193967023652,-0.3021170628981851,-0.11479071722408274
PHGDH,7.220368099599757,7.515883379307439,6.125272721459762,6.98608688136945,6.963938071871873,6.396251830542413,5.8807780976622315
COL9A3,1.4697186260867716,0.4791615910205387,3.9145817611727036,1.060462015225582,2.2559489775808412,-0.19332376071405943,5.915521553081184
EZR,7.0037869708176625,5.542150029959203,7.573721192656105,7.42080722619576,4.5944651372572185,7.809554009137095,5.046105597089897
MYL6,10.605935992544566,12.066167757625324,10.472754204342799,10.945431090834628,10.331332046326132,10.341079819285433,11.118943975671666
TEKT2,-0.16312012386758695,0.11326942964864867,0.8803346418686333,0.535384147256337,0.3699525624503053,0.041226252320710616,-0.021152572665579517
CLSPN,4.790142293053695,2.3765973166611,4.410365377502594,4.374968478183293,3.998921882657842,4.038744856639914,2.506885464711486
RFFL,4.527112875811815,2.815311951984902,4.4067080183084695,3.4482745750191883,3.668629901383079,3.785845424222689,2.7235323383707333
UNC13D,1.8052399236549257,-0.02009192143617633,1.4099266983668517,1.5728850953164915,1.2382355067240893,3.159244601593719,1.233230004866712
MFSD11,4.563104843228262,4.439697721425146,5.15629414074442,4.9158531898029425,5.402784860989173,3.84313292806436,4.2505763235469045
DPYSL2,4.812997593925542,5.482214614841267,5.269918056840195,4.340228638454256,5.332092378724147,3.4744273268107895,5.440085284877561
TGFB2,4.855862091517648,4.798722459919121,5.73470929034832,6.84029833180304,4.826263436917329,5.678936334635062,5.328376570996037
GPATCH2,3.1384682899041594,2.8520359986040673,3.5066377232444634,3.2918565011065803,3.1290624619050633,2.6389417228437093,2.7667159180329848
NUP50,6.184969261831375,4.0829320595696,5.061402209353176,5.069834727984356,5.207078118684188,5.005615259368607,4.227861944802045
CDC45,6.43143979879591,3.7940465027345582,6.057977221683145,5.221936251405885,5.41969192692895,5.428072821106287,4.753213238206199
COMT,7.370756032653225,7.06065888886324,6.185308165462374,7.3440974654474065,7.102447393948001,7.443622583391683,7.892302242947623
ECHDC1,6.125641843364442,6.379593301953909,6.479618199946789,5.86680638130168,6.0170865553724635,5.96517183185837,5.085006432463149
LRRFIP2,5.966580039203525,5.081535834855267,5.822279175002307,5.6159540917334745,5.000111174399358,4.7023341270476395,5.200890095741902
SEC22C,5.113614027089737,5.315674432696458,5.102168436858612,5.333025333233701,5.167051170231842,4.467516550979535,5.0545481668713315
XYLB,2.4077230085449974,1.661135421893925,1.354987649303081,2.2372195928932848,2.4126554241099782,2.0423060876523063,1.6443990955584253
HDAC6,4.566978313345508,4.657026115758655,5.345541356872137,5.477874918053088,5.211632434253098,4.384197360604386,4.8082836236049245
CDC6,7.4310514780960775,4.037530857897363,6.629711493359336,6.230313803044384,6.314274954357661,6.781726603359822,5.299397395329537
UPRT,4.089026451635847,4.3616724884176135,4.797327901234363,4.179930583392397,4.410011410485922,3.781104314438908,4.290361810605078
CDC23,5.658231252547415,5.352689431224081,5.384759411419114,5.733607641755246,5.4051361472201735,5.092854050270266,4.916465787547434
AAAS,5.891489375925861,4.842215109871127,5.674152266162267,5.319465327561921,5.604342192100084,5.4931807420850145,5.238496316139189
CBX5,5.904202467844863,5.0287905652260445,6.170027063118143,5.751574094570831,5.6763704649069915,5.0325420474364515,5.622516954417945
FMO2,0.06135293442329158,0.3923216232781315,0.504346411133055,-0.0021224702738005807,0.018784796892898775,-0.02280460883512292,-0.2772765880704575
MSH2,5.432412114087437,4.133950180714451,5.285491584911566,5.216715226120462,4.930315677640016,5.28280786404007,3.8207804492641975
MAP3K1,2.502211773718662,1.8016971270337407,2.992554423307883,3.1640106550585196,2.409563304781443,2.852750587037782,2.4709374785716407
DHPS,6.424375620621854,5.633090568347594,6.4276402803592445,6.230756249287776,6.570161084055445,5.978052601024232,5.917529503216582
HOOK2,3.7250722634275877,3.259348499811148,3.8742849216134223,4.352787507839759,4.463525341655079,3.769108561435003,3.6739578888617275
ARCN1,6.83020692786559,7.485386026651321,6.576035652235614,6.837361878434046,6.969746632491361,6.396069767585217,7.246168423206359
EPB41L4B,3.0912381752775677,0.9811023049049125,1.079166881184252,2.190201030656387,0.9495114120486133,2.1853740282172245,1.2929391643584225
TMEM38B,4.441280666583412,4.2099955790192345,4.861874074809407,4.273758963525966,4.069109462838435,4.168965139379585,3.0770502784704488
PSMD5,4.42633081879475,5.253402826183169,4.9841388470650285,5.3002172660135285,4.7788205243440975,3.9769266754040142,4.579760738017352
PTGS1,0.4211153362473482,1.0902383638894264,0.5602651062540723,1.2294153080096428,1.9926514182476247,-0.45805253001062773,-0.3889063416857912
NUP188,5.754285388002009,4.494195875882558,5.823864226686667,6.143308472647839,5.285832136254462,5.21258872689503,4.913357796936862
CRAT,4.286240103752134,4.69690029561266,5.482187683421095,4.763320617550663,4.470668331291426,4.0379149392306735,5.224549573622622
NANS,6.469314578362041,6.161313302038791,6.014049916717851,6.704835369494654,6.193604674603868,5.980101651441926,6.400948936949173
TBC1D2,3.40036788141049,2.787446362463654,2.2041494224283626,3.971771454508194,3.4133112345903354,3.21602385234074,4.496429538191768
CWF19L1,4.443972981635221,3.3124172528520215,3.7759306316084085,3.851997016292583,3.8875981497802754,4.061137341120562,2.9273023795252175
SEMA4G,1.2487064835481672,1.0640449521630633,2.384228130317391,1.74108403855544,2.083103896105966,0.9366328238273596,1.218994972876216
BTAF1,4.52835365338304,2.846950717484723,4.323947189458354,4.366844055456375,4.236593268660939,3.564001441961107,3.5412044754949106
IKZF5,3.3196037844761337,2.877649189745261,3.0554816244973018,3.2034254379582734,3.262131639349458,3.160322303760811,2.2892506739944545
TLL2,0.5080194504790102,0.2810073267637636,1.2973876793990202,0.37124738421184245,-0.15654660183917596,0.781357924278594,0.5522538587156166
CYP26A1,0.3699626963708566,0.2654883751171969,1.3659369358730036,0.23914490048707107,0.1858995471568272,0.5251012094906867,-0.028713485180457132
SORBS1,1.560805678317426,1.0133856958307483,4.1956094785251,2.375094830028159,1.2171198222275432,1.3472356280813267,3.190000335637558
CRTAC1,-0.009000930925076617,0.09096840007235335,-0.03674803842972513,0.25949741240994867,0.11884728409660736,0.01371592433077412,0.5217513835450487
BAMBI,2.652738284279104,2.1774575946665093,4.116358908799881,4.268008752247001,4.914183974617177,2.2706266906789594,6.539934366279881
IL11,5.286291149397705,4.077499438248112,2.4413997404651724,3.282319570150273,2.008275078990142,3.703425318706984,3.8547823993583705
MYO3A,0.04994550343099878,0.15094057858422663,0.6494665276005542,0.06492234595711155,0.2268488991875252,-0.2232999216297606,-0.42488683028519453
WAC,6.147012644531375,5.214404943919121,6.025469842164577,6.063759000938176,5.975963403217792,5.5649937711563435,5.343879307416479
CREM,5.298633543555926,4.638069668099026,4.663221510775624,4.260630489761397,4.131481720048079,4.449360941394165,3.530847569387053
NUBP2,5.439596519151799,5.235823164316342,5.75164385237301,5.503148126910852,5.70537384610976,5.559364809785496,5.653195892282082
HIVEP1,2.7076270049106825,2.693115700436602,3.128120519077451,3.8004519751311783,3.3676602069173316,2.5561035016075007,2.9679393163837986
FKBP5,3.2234934783168376,3.796735913112604,3.9709948204436767,4.675767546062461,2.6032632803279476,3.345691749758274,1.4073693097012128
SRPK1,5.539998424118404,4.311464538823136,4.885357091103564,5.5233123335024406,4.777318686675134,5.115984972275353,3.9998351472075164
BRPF3,3.595227751217368,3.5318977853882467,4.174335361603841,4.6288161158151215,4.227432503509821,3.3695161699658067,3.791655498192073
MRPS18A,5.4149682330369275,5.055608792527217,5.076636500770693,5.6641109735946715,5.254342645111034,5.536880641040541,4.916582059976277
TMEM14A,6.296952886399514,6.527816572947017,6.262425325008695,6.265491248777304,6.401574891252439,6.314284859866855,6.3775031057368645
EFHC1,4.138545581122259,4.05833776057879,5.05697786845683,4.677514502080621,4.663256260147304,3.457863065432075,4.410924206390189
HSP90AB1,10.407747172113403,9.165573275617064,9.59953905914205,10.210826766375606,9.91760645125149,10.299480089019674,9.268760415695063
CDC5L,4.541701399524433,4.182739369728142,4.335162880833342,4.7799911260901045,4.501166727353028,4.499131352903517,3.5579034761346473
ITPR3,4.656230356315798,3.7173002140158644,4.133635185656155,5.023266861326175,4.1482432968267515,4.90508846705597,3.9701874527883185
ZNF184,2.350361078625561,3.10243309023019,2.7133686632210843,3.083841387212463,2.8692042007355525,2.172658957130383,1.7912079704767
DSP,1.5123218670303609,-0.10051308023245764,1.5332035826130412,1.1669289286794542,-0.1525794502064397,2.1813066274501933,0.3163581588884702
SIRT1,4.159599825312592,3.684432333450481,3.5523098408578697,3.9768397524742207,3.8818078908324414,3.9402193978794906,2.8981422610053538
HNRNPH3,8.624420850555552,7.276581351324043,7.875231986527667,7.953955276574073,8.106091749990425,7.967799496070369,7.135616452091473
IFT74,2.896094860201945,3.3172176866790646,4.027118580509926,3.7889389046491853,3.9305001091155196,2.0947503283195585,1.9445085595253326
JAK2,2.3588080130710556,2.3777536952441714,2.768469622205641,2.5680872073069425,2.4795018691317092,1.4462612694518782,1.6963378372339677
IL12RB1,-0.1385855322332905,0.1486555715231997,0.5289128431606406,0.895906947049548,1.2281929633254225,0.4271881776608757,0.0749875961109287
