,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
arc1,-18.548324822341545,0.6697987678249504,1.0020616145909145,1.1424017220621208,-1.0982331564483632,1.1327622691992767,-0.3282095305164363,-2.355461867051325,1.768747436329261,0.5155744642124747,-0.006715544051540068,-0.1269777112403716,-0.3028841172543233,1.7627286430931326,-1.1552069459772376,-0.3653663372806375,3.0856444584268767,-2.4844904475452063,-0.39821947486395315,-1.1982665564291954
arc2,38.188402046160384,-19.389970536761542,-9.815997083818644,-4.119024295988119,-1.9028732419557128,-9.053385422972852,-1.463040424063398,-0.16702152977511897,-1.562847626948007,-0.5645363709352318,-2.010450661494683,2.8294686140518746,0.6803439063655925,-5.047845334947741,1.24457214291253,-0.11116147383346364,-2.4172801513857887,5.098617649108396,-1.8538506343060746,1.2775254531659712
arc3,-1.639504089866758,14.754875438566987,10.041365064122445,1.7038140832084538,2.484479622504565,3.2841104658418274,2.0608134331839043,3.4575228113810326,0.3228681056737006,-0.855366418518297,0.9582218994419563,-4.063304510112225,0.06876842755823187,0.7030177296722,1.8931703191440774,-0.2038004237218236,-2.7003298126868343,-0.8595419300227123,2.274125151007867,0.07534266549693935
arc4,8.054850780645324,-2.989839630495565,-14.122956753955002,-1.3136546816286572,2.6630864325899775,6.444483777000893,-1.3648720137251749,1.746646128255021,-6.895900178768856,1.5655036502337656,2.097442679535949,7.1974261254601135,-0.34596497476696775,1.126358749902776,-3.3667761094401527,3.051232752237446,-1.5661845332519369,3.3404768886101084,-0.6706799082034625,3.0706175121361046
