"depmapId","cellLineDisplayName","lineage","primaryDisease","level0","level1","level2","level3","level4","level5","crispr","rnai","wgs","wes","rna_seq","prismOncRefSeq","prismOncRefLum","prismRepurposing"
"ACH-000624","HCC1806","Breast","Breast Ductal Carcinoma In Situ","BREAST","DCIS","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000713","CAOV3","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","SOC","HGSOC","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000971","HCT116","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000316","SNU886","Liver","Hepatocellular Carcinoma","LIVER","HCC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000734","JHH5","Liver","Hepatocellular Carcinoma","LIVER","HCC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000879","MFE296","Uterus","Endometrial Carcinoma","UTERUS","UCEC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000231","KALS1","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000936","EFO27","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","MOV","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000133","HS729","Fibroblast","Non-Cancerous","ZFIB","","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000938","NALM6","Lymphoid","B-Cell Acute Lymphoblastic Leukemia","LYMPH","LNM","BALL","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000202","COLO320","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000849","MDAMB468","Breast","Invasive Breast Carcinoma","BREAST","BRCA","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000362","MOLM13","Myeloid","Acute Myeloid Leukemia","MYELOID","MNM","AML","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000935","MDST8","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000711","JIMT1","Breast","Invasive Breast Carcinoma","BREAST","BRCA","IDC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000647","TE1","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","STOMACH","ESCC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000800","NCIH446","Lung","Lung Neuroendocrine Tumor","LUNG","LNET","SCLC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000832","CAL27","Head and Neck","Head and Neck Squamous Cell Carcinoma","HEAD_NECK","HNSC","OCSC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000036","U343","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000943","RKO","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000256","COV318","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","SOC","HGSOC","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000671","HUH6","Liver","Hepatoblastoma","LIVER","LIHB","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000688","OV7","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","MXOV","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000919","IM95","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","STAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000648","NCIH28","Pleura","Pleural Mesothelioma","PLEURA","PLMESO","PLEMESO","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000261","RERFLCAI","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUSC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000123","COV434","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","SCCO","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000041","RDES","Bone","Ewing Sarcoma","BONE","ES","ES:EWSR1-FLI1","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000810","SKMEL30","Skin","Melanoma","SKIN","MEL","SKCM","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000585","EPLC272H","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUSC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000673","LN443","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000148","HS578T","Breast","Invasive Breast Carcinoma","BREAST","BRCA","BRCNOS","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000128","LN319","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","ASTR","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000634","LN340","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000887","SF172","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000633","FU97","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","STAD","DSTAD","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000907","SNU349","Kidney","Renal Cell Carcinoma","KIDNEY","RCC","CCRCC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000820","SW403","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000522","UMUC3","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","BLADDER","BLCA","","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000953","SUPT1","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","LYMPH","LNM","TALL","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000334","DB","Lymphoid","Mature B-Cell Neoplasms","LYMPH","LNM","NHL","MBN","DLBCLNOS","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000817","RPMI8226","Lymphoid","Mature B-Cell Neoplasms","LYMPH","LNM","NHL","MBN","PCM","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000028","KPL1","Breast","Invasive Breast Carcinoma","BREAST","BRCA","","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000045","MV411","Myeloid","Acute Myeloid Leukemia","MYELOID","MNM","AML","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000143","HCC2429","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","NUTCL","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000557","AML193","Myeloid","Acute Myeloid Leukemia","MYELOID","MNM","AML","AMLMRC","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000363","SKMM2","Lymphoid","Mature B-Cell Neoplasms","LYMPH","LNM","NHL","MBN","PCM","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000700","NCIH2882","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUSC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000559","NCIH1836","Lung","Lung Neuroendocrine Tumor","LUNG","LNET","SCLC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000655","SF268","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","ASTR","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000460","SNU8","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","SOC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000960","REH","Lymphoid","B-Cell Acute Lymphoblastic Leukemia","LYMPH","LNM","BALL","BALL:ETV6-RUNX1","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000317","TUHR14TKB","Kidney","Renal Cell Carcinoma","KIDNEY","RCC","","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000017","SKBR3","Breast","Invasive Breast Carcinoma","BREAST","BRCA","","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000490","SF767","Cervix","Cervical Squamous Cell Carcinoma","CERVIX","CESC","","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000238","SCC4","Head and Neck","Head and Neck Squamous Cell Carcinoma","HEAD_NECK","HNSC","OCSC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000127","SLR20","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","BLADDER","BLCA","","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000874","RS411","Lymphoid","B-Cell Acute Lymphoblastic Leukemia","LYMPH","LNM","BALL","BALL:KMT2AFusions","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-001053","D425","CNS/Brain","Embryonal Tumor","BRAIN","EMBT","MBL","MBLNWS","MBLG3","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000554","UACC893","Breast","Invasive Breast Carcinoma","BREAST","BRCA","ILC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-001054","D458","CNS/Brain","Embryonal Tumor","BRAIN","EMBT","MBL","MBLNWS","MBLG3","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000304","WM115","Skin","Melanoma","SKIN","MEL","","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000487","F36P","Myeloid","Acute Myeloid Leukemia","MYELOID","MNM","AML","AMLNOS","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000455","LN428","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000263","KASUMI1","Myeloid","Acute Myeloid Leukemia","MYELOID","MNM","AML","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000718","NCIH2291","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000029","HCC827GR5","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-001275","SYO1","Bone","Osteosarcoma","BONE","OS","","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-001061","DLD1","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000337","NCIH3122","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000725","HCC202","Breast","Breast Ductal Carcinoma In Situ","BREAST","DCIS","","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000621","MDAMB157","Breast","Invasive Breast Carcinoma","BREAST","BRCA","IDC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000009","C2BBE1","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000438","LU65","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LCLC","GCLC","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000767","NCIH526","Lung","Lung Neuroendocrine Tumor","LUNG","LNET","SCLC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000799","HS695T","Skin","Melanoma","SKIN","MEL","","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000290","NCIH209","Lung","Lung Neuroendocrine Tumor","LUNG","LNET","SCLC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000448","NCIH1666","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000272","SLR24","Kidney","Renal Cell Carcinoma","KIDNEY","RCC","CCRCC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000095","D341MED","CNS/Brain","Embryonal Tumor","BRAIN","EMBT","MBL","MBLNWS","MBLG3","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000253","COLO201","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000969","KM12","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000709","KMRC2","Kidney","Renal Cell Carcinoma","KIDNEY","RCC","CCRCC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000111","HCC1187","Breast","Invasive Breast Carcinoma","BREAST","BRCA","IDC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000807","SNU738","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000262","UOK101","Kidney","Renal Cell Carcinoma","KIDNEY","RCC","CCRCC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000024","OPM2","Lymphoid","Mature B-Cell Neoplasms","LYMPH","LNM","NHL","MBN","PCM","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000668","HCC70","Breast","Invasive Breast Carcinoma","BREAST","BRCA","IDC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000861","HOP62","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000912","NCIH2286","Lung","Lung Neuroendocrine Tumor","LUNG","LNET","SCLC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000596","LCLC97TM1","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LCLC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000975","HCC2450","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUSC","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000247","OCUM1","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","STAD","DSTAD","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000251","NCIH2887","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","","","","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000889","KMM1","Lymphoid","Mature B-Cell Neoplasms","LYMPH","LNM","NHL","MBN","PCM","","True","True","True","True","True","Undefined","Undefined","False"
"ACH-000580","C32","Skin","Melanoma","SKIN","MEL","","","","","True","True","True","False","True","Undefined","Undefined","True"
"ACH-000550","IGR39","Skin","Melanoma","SKIN","MEL","","","","","True","True","True","False","True","Undefined","Undefined","True"
"ACH-000632","HS944T","Skin","Melanoma","SKIN","MEL","SKCM","","","","True","True","True","False","True","Undefined","Undefined","True"
"ACH-000090","PC3","Prostate","Prostate Adenocarcinoma","PROSTATE","PRAD","","","","","True","True","True","False","True","Undefined","Undefined","True"
"ACH-000479","KNS81","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","True","False","True","Undefined","Undefined","True"
"ACH-000454","HCC95","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUSC","","","","True","True","True","False","True","Undefined","Undefined","True"
"ACH-000014","HS294T","Skin","Melanoma","SKIN","MEL","","","","","True","True","True","False","True","Undefined","Undefined","True"
"ACH-000164","PANC1","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","False","True","Undefined","Undefined","True"
"ACH-000859","HCC1954","Breast","Invasive Breast Carcinoma","BREAST","BRCA","IDC","","","","True","True","True","False","True","Undefined","Undefined","True"
"ACH-000901","HCC1359","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LCLC","GCLC","","","True","True","True","False","True","Undefined","Undefined","True"
"ACH-001239","WM2664","Skin","Melanoma","SKIN","MEL","","","","","True","True","True","False","True","Undefined","Undefined","True"
"ACH-000739","HEPG2","Liver","Hepatoblastoma","LIVER","LIHB","","","","","True","True","True","False","True","Undefined","Undefined","True"
"ACH-000961","ISHIKAWAHERAKLIO02ER","Uterus","Endometrial Carcinoma","UTERUS","UCEC","","","","","True","True","True","False","True","Undefined","Undefined","True"
"ACH-001036","CMK115","Myeloid","Acute Myeloid Leukemia","MYELOID","MNM","AML","MPRDS","MLADS","","True","True","True","False","True","Undefined","Undefined","False"
"ACH-000216","JHESOAD1","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","ESCA","","","","True","True","True","False","True","Undefined","Undefined","False"
"ACH-000299","HNT34","Myeloid","Acute Myeloid Leukemia","MYELOID","MNM","AML","","","","True","True","True","False","True","Undefined","Undefined","False"
"ACH-001393","SUM190PT","Breast","Invasive Breast Carcinoma","BREAST","BRCA","","","","","True","True","True","False","True","Undefined","Undefined","False"
"ACH-000823","KYSE140","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","STOMACH","ESCC","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000161","CORL105","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000138","CFPAC1","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000255","LMSU","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","STAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000430","TYKNU","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","SOC","HGSOC","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000518","CAL33","Head and Neck","Head and Neck Squamous Cell Carcinoma","HEAD_NECK","HNSC","OCSC","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000178","HS766T","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000446","KPNSI9S","Peripheral Nervous System","Neuroblastoma","PNS","NBL","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000597","TTC709","Soft Tissue","Rhabdoid Cancer","SOFT_TISSUE","ERT","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000775","NCIH727","Lung","Lung Neuroendocrine Tumor","LUNG","LNET","LUCA","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000305","ECGI10","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","STOMACH","ESCC","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000677","SW1573","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000414","NCIH1944","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000458","CJM","Skin","Melanoma","SKIN","MEL","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000209","SNU1079","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","BILIARY_TRACT","IPN","CHOL","IHCH","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000294","NB4","Myeloid","Acute Myeloid Leukemia","MYELOID","APL","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000094","HPAFII","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000757","A427","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000425","UACC62","Skin","Melanoma","SKIN","MEL","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000926","HT55","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000863","DBTRG05MG","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000495","TUHR4TKB","Kidney","Renal Cell Carcinoma","KIDNEY","RCC","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000774","RERFLCAD2","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000794","BICR22","Head and Neck","Head and Neck Squamous Cell Carcinoma","HEAD_NECK","HNSC","OCSC","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000916","NCIH1573","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000741","UBLC1","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","BLADDER","BLCA","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000685","L33","Pancreas","Adenosquamous Carcinoma of the Pancreas","PANCREAS","PAASC","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000717","COLO680N","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","STOMACH","ESCC","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000984","HEC6","Uterus","Endometrial Carcinoma","UTERUS","UCEC","UASC","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000860","NCIH358","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000962","OC314","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","SOC","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000787","LXF289","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000886","NCIH2009","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000672","IALM","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LCLC","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000472","HSC2","Head and Neck","Head and Neck Squamous Cell Carcinoma","HEAD_NECK","HNSC","OCSC","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000558","A172","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000549","SNU1076","Head and Neck","Head and Neck Squamous Cell Carcinoma","HEAD_NECK","HNSC","LXSC","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000563","EBC1","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUSC","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000609","SF126","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000176","LOUNH91","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUSC","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000434","NCIH1915","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LCLC","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000269","AM38","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000485","GSU","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","STAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-001391","SUM159PT","Breast","Invasive Breast Carcinoma","BREAST","BRCA","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000239","HUG1N","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","STAD","TSTAD","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000274","HS852T","Skin","Melanoma","SKIN","MEL","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000149","SKNSH","Peripheral Nervous System","Neuroblastoma","PNS","NBL","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000561","TDOTT","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","STOMACH","ESCC","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000296","OUMS23","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000631","KS1","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000885","TOV21G","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","CCOV","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-001050","CW9019","Soft Tissue","Rhabdomyosarcoma","SOFT_TISSUE","RMS","ARMS","ARMS:PAX-FOXO1","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000884","MDAMB435S","Skin","Melanoma","SKIN","MEL","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000571","T98G","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000991","SNU81","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000404","K029AX","Skin","Melanoma","SKIN","MEL","SKCM","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000208","U178","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","ASTR","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000765","WM983B","Skin","Melanoma","SKIN","MEL","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000638","NCIH441","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000213","HUPT4","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-001390","SUM149PT","Breast","Invasive Breast Carcinoma","BREAST","BRCA","IDC","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000824","KYSE510","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","STOMACH","ESCC","","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-000067","HS683","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","","","","True","True","False","True","True","Undefined","Undefined","True"
"ACH-001396","SUM52PE","Breast","Invasive Breast Carcinoma","BREAST","BRCA","","","","","True","True","False","True","True","Undefined","Undefined","False"
"ACH-001388","SUM102PT","Breast","Invasive Breast Carcinoma","BREAST","BRCA","IDC","","","","True","True","False","True","True","Undefined","Undefined","False"
"ACH-000459","TUHR10TKB","Kidney","Renal Cell Carcinoma","KIDNEY","RCC","CCRCC","","","","True","True","False","True","True","Undefined","Undefined","False"
"ACH-000115","VCAP","Prostate","Prostate Adenocarcinoma","PROSTATE","PRAD","","","","","True","True","False","True","True","Undefined","Undefined","False"
"ACH-000876","MDAMB415","Breast","Invasive Breast Carcinoma","BREAST","BRCA","","","","","True","True","False","True","True","Undefined","Undefined","False"
"ACH-000606","PECAPJ34CLONEC12","Head and Neck","Head and Neck Squamous Cell Carcinoma","HEAD_NECK","HNSC","OCSC","","","","True","True","False","True","True","Undefined","Undefined","False"
"ACH-000491","NCIH716","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","False","True","True","Undefined","Undefined","False"
