"depmapId","cellLineDisplayName","lineage","primaryDisease","level0","level1","level2","level3","level4","level5","crispr","rnai","wgs","wes","rna_seq","prismOncRefSeq","prismOncRefLum","prismRepurposing"
"ACH-000719","RMGI","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","CCOV","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000819","LN18","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000139","PANC0327","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000950","LOVO","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000227","KPNYN","Peripheral Nervous System","Neuroblastoma","PNS","NBL","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000244","DKMG","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000264","CALU6","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000219","A375","Skin","Melanoma","SKIN","MEL","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000699","HCC1395","Breast","Invasive Breast Carcinoma","BREAST","BRCA","IDC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000749","DMS273","Lung","Lung Neuroendocrine Tumor","LUNG","LNET","SCLC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000827","WM793","Skin","Melanoma","SKIN","MEL","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000324","JHOC5","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","CCOV","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000532","SNU61","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","READ","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000977","LNCAPCLONEFGC","Prostate","Prostate Adenocarcinoma","PROSTATE","PRAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000630","YD8","Head and Neck","Head and Neck Squamous Cell Carcinoma","HEAD_NECK","HNSC","OCSC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000701","RMUGS","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","MOV","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000666","NCIH1355","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000769","LK2","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUSC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000533","NCIH2004RT","Kidney","Rhabdoid Cancer","KIDNEY","MRT","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000411","769P","Kidney","Renal Cell Carcinoma","KIDNEY","RCC","CCRCC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000365","SUDHL4","Lymphoid","Mature B-Cell Neoplasms","LYMPH","LNM","NHL","MBN","DLBCLNOS","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000900","NCIH23","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000684","KMRC1","Kidney","Renal Cell Carcinoma","KIDNEY","RCC","CCRCC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000012","HCC827","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000155","SW1990","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000258","DU4475","Breast","Invasive Breast Carcinoma","BREAST","BRCA","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000627","LCLC103H","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LCLC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000207","DETROIT562","Head and Neck","Head and Neck Squamous Cell Carcinoma","HEAD_NECK","HNSC","OPHSC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000188","SCC25","Head and Neck","Head and Neck Squamous Cell Carcinoma","HEAD_NECK","HNSC","OCSC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000676","LN464","Skin","Melanoma","SKIN","MEL","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000551","K562","Myeloid","Myeloproliferative Neoplasms","MYELOID","MNM","MPN","CML","CMLBCRABL1","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000781","NCIH2023","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000593","BC3C","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","BLADDER","BLCA","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000001","NIHOVCAR3","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","SOC","HGSOC","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000488","TE11","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","STOMACH","ESCC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000210","CADOES1","Bone","Ewing Sarcoma","BONE","ES","ES:EWSR1-ERG","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000030","PC14","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-001656","SKNO1","Myeloid","Acute Myeloid Leukemia","MYELOID","MNM","AML","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000054","HT1080","Soft Tissue","Fibrosarcoma","SOFT_TISSUE","FIBS","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000466","SNU216","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","STAD","TSTAD","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000888","NCIH1793","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000607","KYM1","Kidney","Rhabdoid Cancer","KIDNEY","MRT","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000035","NCIH1650","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000662","CORL23","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LCLC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000657","A2780","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","EOV","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000855","KYSE150","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","STOMACH","ESCC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000740","A253","Head and Neck","Head and Neck Squamous Cell Carcinoma","HEAD_NECK","HNSC","OCSC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000978","EN","Uterus","Endometrial Carcinoma","UTERUS","UCEC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000595","LN229","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000042","PANC0203","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000433","CAKI1","Kidney","Renal Cell Carcinoma","KIDNEY","RCC","CCRCC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000922","RCHACV","Lymphoid","B-Cell Acute Lymphoblastic Leukemia","LYMPH","LNM","BALL","BALL:TCF3-PBX1","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000473","RT112","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","BLADDER","BLCA","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000833","RH30","Soft Tissue","Rhabdomyosarcoma","SOFT_TISSUE","RMS","ARMS","ARMS:PAX-FOXO1","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000537","SNU761","Liver","Hepatocellular Carcinoma","LIVER","HCC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000872","HCC515","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000959","SNUC4","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000005","HEL9217","Myeloid","Acute Myeloid Leukemia","MYELOID","MNM","AML","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000222","ASPC1","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000092","NCIH2452","Pleura","Pleural Mesothelioma","PLEURA","PLMESO","PLBMESO","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000437","SW1088","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","ASTR","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000986","HT115","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000463","NCIH460","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LCLC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-001001","143B","Bone","Osteosarcoma","BONE","OS","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000114","SU8686","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000278","COV362","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","SOC","HGSOC","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000735","PECAPJ49","Head and Neck","Head and Neck Squamous Cell Carcinoma","HEAD_NECK","HNSC","OCSC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000160","BT12","CNS/Brain","Embryonal Tumor","BRAIN","EMBT","ATRT","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000183","L363","Lymphoid","Mature B-Cell Neoplasms","LYMPH","LNM","NHL","MBN","PCM","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000237","JHOM1","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","MOV","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000785","NCIH2126","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000364","U2OS","Bone","Osteosarcoma","BONE","OS","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000768","MDAMB231","Breast","Invasive Breast Carcinoma","BREAST","BRCA","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000587","NCIH1975","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000330","EFM19","Breast","Invasive Breast Carcinoma","BREAST","BRCA","IDC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000039","SKNMC","Bone","Ewing Sarcoma","BONE","ES","ES:EWSR1-FLI1","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000793","KATOIII","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","USTAD","SSRCC","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000168","NOMO1","Myeloid","Acute Myeloid Leukemia","MYELOID","MNM","AML","AMLNOS","AMOL","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000956","22RV1","Prostate","Prostate Adenocarcinoma","PROSTATE","PRAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000093","PANC0504","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000471","LI7","Liver","Hepatocellular Carcinoma","LIVER","HCC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000097","ZR751","Breast","Invasive Breast Carcinoma","BREAST","BRCA","IDC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000172","TM87","Soft Tissue","Rhabdoid Cancer","SOFT_TISSUE","ERT","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000087","SKES1","Bone","Ewing Sarcoma","BONE","ES","ES:EWSR1-FLI1","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000281","KP2","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000383","OE33","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","ESCA","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000040","U118MG","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","ASTR","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000350","COLO678","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000845","NCIH1373","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000410","SAOS2","Bone","Osteosarcoma","BONE","OS","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000493","SNU423","Liver","Hepatocellular Carcinoma","LIVER","HCC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000547","HT1197","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","BLADDER","BLCA","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000721","HMC18","Breast","Invasive Breast Carcinoma","BREAST","BRCA","IDC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000979","DU145","Prostate","Prostate Adenocarcinoma","PROSTATE","PRAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000424","TC71","Bone","Ewing Sarcoma","BONE","ES","ES:EWSR1-FLI1","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000348","RPMI7951","Skin","Melanoma","SKIN","MEL","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000223","HCC1937","Breast","Invasive Breast Carcinoma","BREAST","BRCA","IDC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-001211","TTC549","Soft Tissue","Rhabdoid Cancer","SOFT_TISSUE","ERT","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000352","HCC1428","Breast","Invasive Breast Carcinoma","BREAST","BRCA","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000579","UACC257","Skin","Melanoma","SKIN","MEL","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000232","U251MG","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","ASTR","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000898","SNU719","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","STAD","TSTAD","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000693","KYSE180","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","STOMACH","ESCC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000502","TCCPAN2","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000528","ABC1","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000601","MIAPACA2","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000393","HLF","Liver","Hepatocellular Carcinoma","LIVER","HCC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000608","COV644","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","MOV","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000507","KE39","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","STAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000783","CAMA1","Breast","Invasive Breast Carcinoma","BREAST","BRCA","ILC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000932","SNU1","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","STAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000766","NCIH1648","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000146","THP1","Myeloid","Acute Myeloid Leukemia","MYELOID","MNM","AML","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000790","SHP77","Lung","Lung Neuroendocrine Tumor","LUNG","LNET","SCLC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000720","TCCSUP","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","BLADDER","BLCA","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-001306","8305C","Thyroid","Anaplastic Thyroid Cancer","THYROID","THAP","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000416","NCIH838","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000098","GAMG","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000736","SNU601","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","USTAD","SSRCC","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000257","CORL279","Lung","Lung Neuroendocrine Tumor","LUNG","LNET","SCLC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000192","MFE280","Uterus","Endometrial Carcinoma","UTERUS","UCEC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000782","SEM","Lymphoid","B-Cell Acute Lymphoblastic Leukemia","LYMPH","LNM","BALL","BALL:KMT2AFusions","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000421","SW837","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","READ","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000965","RL952","Uterus","Endometrial Carcinoma","UTERUS","UCEC","UASC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000826","CAL12T","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000681","A549","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000510","NCIH1299","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LCLC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000397","TEN","Uterus","Endometrial Carcinoma","UTERUS","UCEC","UCCC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000910","MDAMB453","Breast","Invasive Breast Carcinoma","BREAST","BRCA","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000417","PANC0813","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000974","SNGM","Uterus","Endometrial Carcinoma","UTERUS","UCEC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000343","NCIH522","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000963","CCK81","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000445","KNS60","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000846","FADU","Head and Neck","Head and Neck Squamous Cell Carcinoma","HEAD_NECK","HNSC","HPHSC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-001192","SKNEP1","Bone","Ewing Sarcoma","BONE","ES","ES:EWSR1-FLI1","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000665","SKMES1","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUSC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000452","TE8","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","STOMACH","ESCC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000552","HT29","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-001190","SKMEL2","Skin","Melanoma","SKIN","MEL","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000152","M059K","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000153","NCIH2052","Pleura","Pleural Mesothelioma","PLEURA","PLMESO","PLSMESO","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000924","NCIH2172","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000704","OAW42","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","SOC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000653","JJN3","Lymphoid","Mature B-Cell Neoplasms","LYMPH","LNM","NHL","MBN","PCM","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000747","NCIH1703","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUSC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000535","BXPC3","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000915","IPC298","Skin","Melanoma","SKIN","MEL","SKCM","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000748","SJSA1","Bone","Osteosarcoma","BONE","OS","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000401","COLO800","Skin","Melanoma","SKIN","MEL","SKCM","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000007","LS513","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000431","NCIH1694","Lung","Lung Neuroendocrine Tumor","LUNG","LNET","SCLC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000865","KYSE450","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","STOMACH","ESCC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000441","SH4","Skin","Melanoma","SKIN","MEL","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000470","SW1463","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","READ","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000280","SNU840","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","BTOV","BTMOV","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000911","NUGC3","Esophagus/Stomach","Esophagogastric Adenocarcinoma","STOMACH","EGC","STAD","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000415","BICR6","Head and Neck","Head and Neck Squamous Cell Carcinoma","HEAD_NECK","HNSC","HPHSC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000378","NCIH647","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","LUAS","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000946","HEC265","Uterus","Endometrial Carcinoma","UTERUS","UCEC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000318","TE10","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","STOMACH","ESCC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000320","PSN1","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000265","KP4","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000052","A673","Bone","Ewing Sarcoma","BONE","ES","ES:EWSR1-FLI1","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000988","MFE319","Uterus","Endometrial Carcinoma","UTERUS","UCEC","UASC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000259","KELLY","Peripheral Nervous System","Neuroblastoma","PNS","NBL","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000070","697","Lymphoid","B-Cell Acute Lymphoblastic Leukemia","LYMPH","LNM","BALL","BALL:TCF3-PBX1","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000890","SW1271","Lung","SMARCA4-deficient undifferentiated tumor","LUNG","SMARCA4-UT","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000375","G402","Kidney","Rhabdoid Cancer","KIDNEY","MRT","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000248","AU565","Breast","Invasive Breast Carcinoma","BREAST","BRCA","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000391","MHHES1","Bone","Ewing Sarcoma","BONE","ES","ES:EWSR1-FLI1","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000694","TE9","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","STOMACH","ESCC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000738","GB1","CNS/Brain","Adult-Type Diffuse Glioma","BRAIN","DIFG","ADIFG","GB","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000652","SUIT2","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000250","KMRC20","Kidney","Renal Cell Carcinoma","KIDNEY","RCC","CCRCC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000805","COLO679","Skin","Melanoma","SKIN","MEL","SKCM","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000291","OV90","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","SOC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000086","ACCMESO1","Pleura","Pleural Mesothelioma","PLEURA","PLMESO","PLEMESO","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000060","PANC1005","Pancreas","Pancreatic Adenocarcinoma","PANCREAS","PAAD","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000661","WM1799","Skin","Melanoma","SKIN","MEL","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000867","CHAGOK1","Lung","Non-Small Cell Lung Cancer","LUNG","NSCLC","","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000147","T47D","Breast","Invasive Breast Carcinoma","BREAST","BRCA","IDC","","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000696","OVCAR8","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","OVARY","OVT","SOC","HGSOC","","","True","True","True","True","True","Undefined","Undefined","True"
"ACH-000651","SW620","Bowel","Colorectal Adenocarcinoma","BOWEL","COADREAD","COAD","","","","True","True","True","True","True","Undefined","Undefined","True"
