archetype,PC1,PC2,PC3,PC4
0,5.252967151146596,31.857683139568124,-41.07204485329032,48.47171975724463
1,-132.99222768479558,-10.755663841712106,19.983588645358928,-15.828225882656612
2,77.30011782809301,128.021264420216,-84.04108319748107,-108.23030583659454
3,81.96935451260866,35.03398962925007,106.52115023685307,4.422683007855363
4,28.516540647315697,-87.84185745653832,-12.371797016875687,-4.344886575348888
