archetype,PC1,PC2,PC3
0,-133.37949873209618,-7.846699197157406,17.743589603390795
1,45.67089039810428,123.62813933415741,-82.96085154120166
2,81.1415863861059,28.26426719362961,107.51760679764924
3,24.080992859535893,-75.54242431689377,-39.896942022105414
