subtype,archetype,bin,k_in_bin,bin_size,K_subtype,expected,fold_enrichment,p_value,q_value,significant,peak_bin,sig_peak_at_bin0
Classical,0,0,3,11,13,2.648148148148148,1.132867132867133,0.5292602437096527,0.9916504044713425,False,0,False
Classical,0,1,3,11,13,2.648148148148148,1.132867132867133,0.5292602437096527,0.9916504044713425,False,0,False
Classical,0,2,2,11,13,2.648148148148148,0.7552447552447553,0.8147385522317887,0.9916504044713425,False,0,False
Classical,0,3,3,11,13,2.648148148148148,1.132867132867133,0.5292602437096527,0.9916504044713425,False,0,False
Classical,0,4,2,10,13,2.4074074074074074,0.8307692307692308,0.762833405227764,0.9916504044713425,False,0,False
Classical,1,0,3,11,13,2.648148148148148,1.132867132867133,0.5292602437096527,0.9916504044713425,False,4,False
Classical,1,1,2,11,13,2.648148148148148,0.7552447552447553,0.8147385522317887,0.9916504044713425,False,4,False
Classical,1,2,2,11,13,2.648148148148148,0.7552447552447553,0.8147385522317887,0.9916504044713425,False,4,False
Classical,1,3,1,11,13,2.648148148148148,0.37762237762237766,0.9669936501102612,0.9916504044713425,False,4,False
Classical,1,4,5,10,13,2.4074074074074074,2.076923076923077,0.048374322937071085,0.9916504044713425,False,4,False
Classical,2,0,1,11,13,2.648148148148148,0.37762237762237766,0.9669936501102612,0.9916504044713425,False,4,False
Classical,2,1,1,11,13,2.648148148148148,0.37762237762237766,0.9669936501102612,0.9916504044713425,False,4,False
Classical,2,2,3,11,13,2.648148148148148,1.132867132867133,0.5292602437096527,0.9916504044713425,False,4,False
Classical,2,3,4,11,13,2.648148148148148,1.5104895104895106,0.24378193518751703,0.9916504044713425,False,4,False
Classical,2,4,4,10,13,2.4074074074074074,1.6615384615384616,0.18271705635925267,0.9916504044713425,False,4,False
Classical,3,0,1,11,13,2.648148148148148,0.37762237762237766,0.9669936501102612,0.9916504044713425,False,4,False
Classical,3,1,4,11,13,2.648148148148148,1.5104895104895106,0.24378193518751703,0.9916504044713425,False,4,False
Classical,3,2,1,11,13,2.648148148148148,0.37762237762237766,0.9669936501102612,0.9916504044713425,False,4,False
Classical,3,3,2,11,13,2.648148148148148,0.7552447552447553,0.8147385522317887,0.9916504044713425,False,4,False
Classical,3,4,5,10,13,2.4074074074074074,2.076923076923077,0.048374322937071085,0.9916504044713425,False,4,False
Classical,4,0,3,11,13,2.648148148148148,1.132867132867133,0.5292602437096527,0.9916504044713425,False,3,False
Classical,4,1,3,11,13,2.648148148148148,1.132867132867133,0.5292602437096527,0.9916504044713425,False,3,False
Classical,4,2,0,11,13,2.648148148148148,0.0,1.0,1.0,False,3,False
Classical,4,3,4,11,13,2.648148148148148,1.5104895104895106,0.24378193518751703,0.9916504044713425,False,3,False
Classical,4,4,3,10,13,2.4074074074074074,1.2461538461538462,0.45140252320361585,0.9916504044713425,False,3,False
Classical,5,0,5,11,13,2.648148148148148,1.8881118881118881,0.07585351840979004,0.9916504044713425,False,0,False
Classical,5,1,3,11,13,2.648148148148148,1.132867132867133,0.5292602437096527,0.9916504044713425,False,0,False
Classical,5,2,2,11,13,2.648148148148148,0.7552447552447553,0.8147385522317887,0.9916504044713425,False,0,False
Classical,5,3,1,11,13,2.648148148148148,0.37762237762237766,0.9669936501102612,0.9916504044713425,False,0,False
Classical,5,4,2,10,13,2.4074074074074074,0.8307692307692308,0.762833405227764,0.9916504044713425,False,0,False
Mesenchymal,0,0,3,11,20,4.0740740740740735,0.7363636363636363,0.865503389843187,0.9916504044713425,False,4,False
Mesenchymal,0,1,5,11,20,4.0740740740740735,1.2272727272727273,0.3769856454303071,0.9916504044713425,False,4,False
Mesenchymal,0,2,3,11,20,4.0740740740740735,0.7363636363636363,0.865503389843187,0.9916504044713425,False,4,False
Mesenchymal,0,3,4,11,20,4.0740740740740735,0.9818181818181819,0.6492742242833878,0.9916504044713425,False,4,False
Mesenchymal,0,4,5,10,20,3.7037037037037033,1.35,0.27797161675645965,0.9916504044713425,False,4,False
Mesenchymal,1,0,4,11,20,4.0740740740740735,0.9818181818181819,0.6492742242833878,0.9916504044713425,False,3,False
Mesenchymal,1,1,4,11,20,4.0740740740740735,0.9818181818181819,0.6492742242833878,0.9916504044713425,False,3,False
Mesenchymal,1,2,5,11,20,4.0740740740740735,1.2272727272727273,0.3769856454303071,0.9916504044713425,False,3,False
Mesenchymal,1,3,6,11,20,4.0740740740740735,1.4727272727272727,0.15915478234784253,0.9916504044713425,False,3,False
Mesenchymal,1,4,1,10,20,3.7037037037037033,0.27,0.9945205084750928,1.0,False,3,False
Mesenchymal,2,0,6,11,20,4.0740740740740735,1.4727272727272727,0.15915478234784253,0.9916504044713425,False,0,False
Mesenchymal,2,1,3,11,20,4.0740740740740735,0.7363636363636363,0.865503389843187,0.9916504044713425,False,0,False
Mesenchymal,2,2,4,11,20,4.0740740740740735,0.9818181818181819,0.6492742242833878,0.9916504044713425,False,0,False
Mesenchymal,2,3,3,11,20,4.0740740740740735,0.7363636363636363,0.865503389843187,0.9916504044713425,False,0,False
Mesenchymal,2,4,4,10,20,3.7037037037037033,1.08,0.5502601956095401,0.9916504044713425,False,0,False
Mesenchymal,3,0,5,11,20,4.0740740740740735,1.2272727272727273,0.3769856454303071,0.9916504044713425,False,2,False
Mesenchymal,3,1,2,11,20,4.0740740740740735,0.49090909090909096,0.9696137288164237,0.9916504044713425,False,2,False
Mesenchymal,3,2,7,11,20,4.0740740740740735,1.7181818181818183,0.046483646270705774,0.9916504044713425,False,2,False
Mesenchymal,3,3,4,11,20,4.0740740740740735,0.9818181818181819,0.6492742242833878,0.9916504044713425,False,2,False
Mesenchymal,3,4,2,10,20,3.7037037037037033,0.54,0.9506845762758352,0.9916504044713425,False,2,False
Mesenchymal,4,0,5,11,20,4.0740740740740735,1.2272727272727273,0.3769856454303071,0.9916504044713425,False,2,False
Mesenchymal,4,1,4,11,20,4.0740740740740735,0.9818181818181819,0.6492742242833878,0.9916504044713425,False,2,False
Mesenchymal,4,2,6,11,20,4.0740740740740735,1.4727272727272727,0.15915478234784253,0.9916504044713425,False,2,False
Mesenchymal,4,3,3,11,20,4.0740740740740735,0.7363636363636363,0.865503389843187,0.9916504044713425,False,2,False
Mesenchymal,4,4,2,10,20,3.7037037037037033,0.54,0.9506845762758352,0.9916504044713425,False,2,False
Mesenchymal,5,0,3,11,20,4.0740740740740735,0.7363636363636363,0.865503389843187,0.9916504044713425,False,2,False
Mesenchymal,5,1,4,11,20,4.0740740740740735,0.9818181818181819,0.6492742242833878,0.9916504044713425,False,2,False
Mesenchymal,5,2,6,11,20,4.0740740740740735,1.4727272727272727,0.15915478234784253,0.9916504044713425,False,2,False
Mesenchymal,5,3,5,11,20,4.0740740740740735,1.2272727272727273,0.3769856454303071,0.9916504044713425,False,2,False
Mesenchymal,5,4,2,10,20,3.7037037037037033,0.54,0.9506845762758352,0.9916504044713425,False,2,False
Proneural,0,0,5,11,21,4.277777777777778,1.1688311688311688,0.4330450587235884,0.9916504044713425,False,2,False
Proneural,0,1,3,11,21,4.277777777777778,0.7012987012987012,0.8930620089831615,0.9916504044713425,False,2,False
Proneural,0,2,6,11,21,4.277777777777778,1.4025974025974024,0.1975955228918069,0.9916504044713425,False,2,False
Proneural,0,3,4,11,21,4.277777777777778,0.935064935064935,0.7001516750033405,0.9916504044713425,False,2,False
Proneural,0,4,3,10,21,3.888888888888889,0.7714285714285714,0.8404500997159375,0.9916504044713425,False,2,False
Proneural,1,0,4,11,21,4.277777777777778,0.935064935064935,0.7001516750033405,0.9916504044713425,False,1,False
Proneural,1,1,5,11,21,4.277777777777778,1.1688311688311688,0.4330450587235884,0.9916504044713425,False,1,False
Proneural,1,2,4,11,21,4.277777777777778,0.935064935064935,0.7001516750033405,0.9916504044713425,False,1,False
