archetype,PC1,PC2,PC3
0,-82.31574331389966,112.8085085728132,9.908561739136559
1,-25.376053915007514,-41.419875915947465,-191.18212034889422
2,-83.04290085294068,-110.67889136334608,28.360162897469948
3,128.8286512579295,21.652638632912428,32.900785809736206
