,ACH-000570,ACH-000075,ACH-000376,ACH-000269,ACH-001611,ACH-000098,ACH-000887,ACH-000368,ACH-000760,ACH-001610,ACH-002680,ACH-000231,ACH-003438,ACH-000738,ACH-002681,ACH-000819,ACH-000571,ACH-000102,ACH-000634,ACH-000137,ACH-000445,ACH-001609,ACH-001329,ACH-000027,ACH-000370,ACH-000289,ACH-000543,ACH-001623,ACH-001624,ACH-000244,ACH-000215,ACH-001608,ACH-000464,ACH-000622,ACH-000558,ACH-000631,ACH-000479,ACH-000863,ACH-000283,ACH-000623,ACH-000609,ACH-000504,ACH-001605,ACH-000152,ACH-000328,ACH-000595,ACH-000469,ACH-002409,ACH-001622,ACH-000455,ACH-000036,ACH-000673,ACH-000200,ACH-000323,TCGA-27-1832-01,TCGA-27-1831-01,TCGA-28-5216-01,TCGA-16-0846-01,TCGA-28-5218-01,TCGA-06-0178-01,TCGA-06-0238-01,TCGA-06-0125-01,TCGA-06-0219-01,TCGA-06-0174-01,TCGA-28-1747-01,TCGA-12-0616-01,TCGA-06-5415-01,TCGA-28-2499-01,TCGA-06-5411-01,TCGA-06-0211-01,TCGA-19-1787-01,TCGA-27-1835-01,TCGA-28-5213-01,TCGA-06-2561-01,TCGA-14-2554-01,TCGA-06-2563-01,TCGA-41-3915-01,TCGA-76-4932-01,TCGA-06-5412-01,TCGA-26-5135-01,TCGA-16-1045-01,TCGA-06-0141-01,TCGA-06-2557-01,TCGA-06-0157-01,TCGA-28-1753-01,TCGA-26-5139-01,TCGA-26-5136-01,TCGA-28-2509-01,TCGA-06-0168-01,TCGA-76-4928-01,TCGA-32-5222-01,TCGA-12-1597-01,TCGA-06-2567-01,TCGA-27-2526-01,TCGA-28-2513-01,TCGA-32-2615-01,TCGA-27-1834-01,TCGA-14-0787-01,TCGA-06-5418-01,TCGA-12-5295-01,TCGA-12-3650-01,TCGA-28-5220-01,TCGA-06-0190-01,TCGA-02-2483-01,TCGA-06-5417-01,TCGA-14-1825-01,TCGA-12-0618-01,TCGA-06-5413-01,TCGA-32-2616-01,TCGA-12-0821-01,TCGA-06-0158-01,TCGA-12-3653-01,TCGA-27-2523-01,TCGA-27-2524-01,TCGA-76-4929-01,TCGA-14-0817-01,TCGA-26-5134-01,TCGA-19-5960-01,TCGA-28-5215-01,TCGA-19-2619-01,TCGA-14-1034-01,TCGA-15-1444-01,TCGA-06-5856-01,TCGA-32-4213-01,TCGA-06-0646-01,TCGA-19-2620-01,TCGA-06-0138-01,TCGA-41-4097-01,TCGA-28-5204-01,TCGA-32-2634-01,TCGA-76-4926-01,TCGA-32-1970-01,TCGA-15-0742-01,TCGA-06-0645-01,TCGA-27-2528-01,TCGA-14-0789-01,TCGA-08-0386-01,TCGA-76-4931-01,TCGA-27-1830-01,TCGA-06-0184-01,TCGA-12-3652-01,TCGA-06-0187-01,TCGA-14-1823-01,TCGA-02-2486-01,TCGA-19-1390-01,TCGA-32-1980-01,TCGA-06-0747-01,TCGA-06-0156-01,TCGA-06-0649-01,TCGA-28-5209-01,TCGA-28-5208-01,TCGA-06-0686-01,TCGA-76-4927-01,TCGA-28-5207-01,TCGA-06-2558-01,TCGA-06-0644-01,TCGA-06-2562-01,TCGA-06-2570-01,TCGA-06-2559-01,TCGA-26-5132-01,TCGA-12-5299-01,TCGA-06-0743-01,TCGA-41-2572-01,TCGA-06-0744-01,TCGA-06-0130-01,TCGA-06-0749-01,TCGA-06-1804-01,TCGA-19-2629-01,TCGA-06-5414-01,TCGA-06-5408-01,TCGA-06-2569-01,TCGA-26-5133-01,TCGA-32-2632-01,TCGA-76-4925-01,TCGA-19-4065-01,TCGA-06-0745-01,TCGA-27-2519-01,TCGA-14-0790-01,TCGA-14-1829-01,TCGA-28-2514-01,TCGA-06-0878-01,TCGA-06-5859-01,TCGA-19-2624-01,TCGA-02-0055-01,TCGA-06-5416-01,TCGA-27-1837-01,TCGA-06-0132-01,TCGA-06-5858-01,TCGA-27-2521-01,TCGA-14-0871-01,TCGA-32-2638-01,TCGA-28-2510-01,TCGA-26-1442-01,TCGA-06-5410-01,TCGA-41-5651-01,TCGA-06-2564-01,TCGA-06-0882-01,TCGA-12-0619-01,TCGA-14-0781-01,TCGA-41-2571-01,TCGA-06-0129-01,TCGA-19-2625-01,TCGA-06-2565-01,TCGA-02-2485-01,TCGA-06-0210-01,TCGA-02-0047-01,TCGA-06-0750-01,TCGA-32-1982-01
ARPC1B,8.408648181347182,8.01612298405899,8.452801321637109,6.698399081668498,6.035518342816697,8.295571511567854,8.332157420772354,8.48068116194074,7.64578090319377,8.400627582917382,8.375313169795984,7.551877415146323,6.640095958516385,5.992081809178454,7.108858955977648,8.105918981818375,7.743030182436158,6.589492357063437,8.055206502184985,7.760566938840514,7.555018526635021,6.55763830786968,7.808262761364777,7.680739268934951,7.895084455386742,9.030929169865802,8.133989851789185,8.423536153389481,8.47531596161269,7.96008304517164,9.076516340377625,5.97690660648672,7.824914202397672,7.750787366297913,8.968508404805968,7.850730676488912,8.535154822941893,7.659867488640671,7.639651826886497,7.331857459506765,8.070255142425005,8.121927161380658,7.762727513253382,7.482033472296176,7.518432850040113,8.798841135595708,8.281016610396149,7.070077998496871,6.836403882515073,8.387306529154248,9.123746369238786,6.325640058563647,8.5254542517506,7.602075263337748,11.5263,10.8986,10.3328,10.8415,13.3768,10.9778,11.1239,10.1795,10.7448,10.2435,11.0386,10.4801,10.0862,10.309,10.7667,10.69905,11.4734,9.2412,12.1251,11.004,10.7489,10.2951,11.0236,10.6335,12.1286,11.4074,11.6006,11.8728,11.3778,10.5947,11.6179,10.6583,10.8416,11.2956,11.8704,11.7583,10.7285,10.4348,11.0394,10.9397,11.8758,10.9109,10.5893,11.2372,11.1788,10.8257,10.416,10.7455,11.9258,10.5032,8.4986,10.1006,9.3553,11.2087,11.7871,10.1729,10.5245,10.5342,10.1373,11.7561,10.1763,11.8891,10.082,9.4762,10.6597,10.3192,11.135,10.2607,10.3788,11.3394,11.1944,10.0971,11.0102,11.1092,10.7423,10.1097,9.8544,10.2268,10.5823,12.0732,10.218,11.4744,10.1534,10.1948,10.598,12.0571,9.5011,10.8003,11.2124,11.5948,9.1508,11.2636,10.364,10.87705,11.2716,10.2669,10.9238,10.7172,11.4901,10.7481,10.5122,13.0444,11.0643,11.0332,9.732,10.5051,11.2375,10.5065,10.6997,10.4113,13.1087,11.3468,9.609,10.797,11.0748,10.6408,11.2875,9.3675,13.0406,10.0127,11.5482,10.982,11.5066,9.1451,11.0199,9.9425,11.1601,10.317,9.359,12.0798,9.2894,10.8213,11.8471,10.8644,9.5388,10.6034,10.9309,10.1798,9.541,12.9511,9.2992,10.9081,11.5107,11.767,11.6032,10.2663,10.7491,10.3532,9.7034,9.7377,10.8522,10.5648,11.5697,11.5065
S100A11,8.97695069956976,10.768614422025513,9.559539611628685,9.120673342193104,8.811191635447402,9.924359735047872,10.9866029215215,9.908581765060246,11.754177668547277,10.048309761746966,10.690809913834832,10.1360042069441,9.68196221356361,8.276133712954154,10.17609833152149,8.658943357683835,9.482699069973089,10.405673332281866,7.401826694166677,7.855049098317999,9.466716837092672,11.058972584281346,9.260253882654863,8.91544321875863,8.744416774459395,9.792935044489749,9.147812916943696,9.22131402248727,9.186374272722691,9.70371846760204,9.49479359626238,11.046626110087542,8.23981330656747,10.087502620896052,10.382461916901068,8.355082355678732,8.954498779250628,9.847751114002126,10.298612497540187,8.571130690834718,9.338912391772384,10.133116518582474,10.766139610000414,9.248907169324903,9.64315631294604,9.494393608170258,10.111813812294509,3.3996031538869675,11.143823226271737,8.806936222119818,9.862570722414404,7.223132900603352,9.83143709634813,8.504795157648712,12.4971,12.655,11.6563,11.5807,13.1702,12.367,11.9416,10.8724,12.8085,10.3566,11.8112,11.3448,10.0492,11.2131,10.9124,10.5411,11.2554,9.7318,12.6886,11.8804,12.2619,10.388,11.7884,12.3257,12.6138,11.7502,11.6798,12.6658,11.2978,10.7485,12.2316,11.8719,11.5814,12.5112,12.6593,12.551,11.7062,10.3568,10.9712,11.4965,12.5156,12.028,11.1384,12.2552,11.6942,11.5785,10.6807,10.9238,12.3448,10.9225,9.0384,10.2408,9.2789,11.5157,11.7712,11.0084,11.7361,10.6366,10.7673,13.4645,10.9924,12.5683,10.9546,8.9494,11.1049,11.404,11.8565,10.7374,10.5763,12.3684,11.6479,11.6263,12.1568,11.7232,10.7892,10.575,11.0991,9.2863,10.7196,12.5084,11.1563,12.3172,9.0857,11.0512,11.4219,12.3386,11.0958,11.3541,12.3778,13.3351,9.3511,11.737,12.2549,11.47955,11.743,10.9039,11.6028,11.0714,11.8542,10.4503,10.9382,13.1414,11.9333,10.928,10.3571,11.1983,11.8166,10.8988,11.0112,10.3424,13.0091,12.5669,9.7352,11.0682,12.0392,11.4157,9.9176,8.8344,12.0747,9.6376,12.9076,11.7984,11.8839,9.6988,10.7376,10.2191,11.4053,9.9343,9.7537,13.3483,11.1967,11.351,12.4563,10.936,9.6803,12.0844,11.168,10.2585,9.1427,13.2097,9.4812,11.2152,12.2166,11.5367,13.0022,10.6075,10.7182,12.2304,10.9458,10.4693,12.5304,11.1179,12.3276,11.3704
CTSC,4.60571358976929,5.959795652488484,8.39336471395707,8.322392387635542,8.25895698071388,6.9460757915151525,5.971389504981095,6.623411852001681,5.953886795832211,4.470634473092409,6.546122758857796,5.757076599627449,8.198351723691323,6.98327866412136,5.10458827072853,7.585721218883765,5.728745004921518,7.958436715186445,8.190501281033299,6.127955126584079,7.144739806323587,9.751711415395867,8.074575009099684,5.975847968006785,5.076661701371887,6.948600847493355,6.50575598825375,8.378251498534892,5.753096380260896,7.025560402324433,8.580051241754932,7.262743207526547,7.044831233447812,6.849348799554909,4.8546739335031734,8.781490861658098,9.240419283488531,8.379374034647217,7.408023971669465,6.354288176584398,6.677888738841763,7.558604386886408,7.434786665212721,7.929211057868845,6.606603604326824,7.7219399459985505,6.283355099580313,6.689243241039736,7.948571647573487,7.378754364016166,8.989692517225784,7.20518721464066,5.369595601521715,7.6073525088872,11.6738,10.6494,11.0985,10.5771,11.8205,11.1835,11.6683,9.9343,10.4245,10.4238,10.6997,10.6197,9.5233,9.3954,10.801,10.48505,10.5945,9.6331,12.2171,10.3513,10.18,9.5635,11.6004,8.557,11.8331,10.2837,12.1347,12.5963,11.2397,10.2828,11.8377,10.3226,11.1719,11.8261,10.916,13.1343,10.6518,10.7926,10.6768,10.7317,12.0914,10.8335,10.714,10.2733,10.0144,10.4771,10.0324,10.0127,11.5488,10.9418,9.1099,9.4953,9.3553,11.6197,9.9523,9.357,9.8525,9.5299,9.3564,12.9966,9.6688,11.74,10.634,9.5073,11.0752,9.4155,11.1048,10.3411,10.6356,11.5864,11.3938,9.4046,11.1852,12.0287,9.9034,10.2691,9.2228,8.8709,9.9451,12.1441,9.6679,11.6656,9.455,9.3421,10.3026,11.3987,8.3971,10.0978,11.0678,12.2125,9.7466,12.0607,11.2349,11.48515,11.3528,9.0654,11.4946,10.5362,10.9991,9.7155,10.5023,13.17,11.3583,10.5376,9.8425,10.1164,10.4727,10.102,9.9568,10.8025,12.4594,11.0181,8.8172,10.329,10.5979,10.1115,9.2445,10.9183,10.8984,9.8224,12.4635,11.082,11.619,8.296,11.2875,9.2353,11.2074,10.8349,8.9569,12.2067,10.399,9.4756,12.0516,10.3842,9.6291,8.8785,10.5154,9.9788,9.1157,13.9236,10.3959,10.4879,11.1294,11.3907,10.7863,9.9524,10.9127,9.8833,10.0667,9.2673,11.1844,10.5813,11.4397,10.7018
GLIPR1,5.782909122616899,6.6172161885667355,6.537156264286247,5.100372194107113,7.216910728207586,7.014098602553433,1.229821688071707,8.286091033761178,4.295664257760967,6.850361888612105,6.201949416197272,6.635499024423233,7.778248008121624,4.746307391247633,7.078097423026661,3.8031753630510545,5.883584161982619,6.50463310331708,5.118567376692638,5.671887767205725,5.889054886064796,7.077403241999793,6.701964839175899,5.234581791638815,5.123637229706831,2.94311304095968,7.132021536751895,5.491849890337132,4.404943983397312,7.415133300065553,4.653593188201042,5.302161830302449,7.596860621090649,5.851863952808186,5.708612144819342,7.091678680095491,7.372464618589438,6.9259994185562235,5.082668530971653,7.652378934121299,5.4804784079739,5.864639315005467,6.55121606583773,6.876197676592865,4.428551123474343,4.7269510734241,8.515648594107484,6.453221239896909,5.613947075129743,3.9456357927646306,6.2048469416155365,8.164519810219943,7.220813610065583,5.999055176274519,11.4394,10.8173,11.0479,9.1627,11.1322,10.1182,9.9393,9.8621,10.5741,9.3738,8.9082,9.963,8.4818,8.715,9.5763,9.50915,9.8464,7.6085,12.1669,10.2149,11.1671,8.3323,11.3996,8.7337,11.4334,9.8312,10.9975,11.155,9.7834,9.7758,10.1485,10.5186,9.5909,11.2901,10.0762,10.85,10.4537,9.0295,9.3636,8.8452,12.1236,9.4364,10.1517,9.7668,10.1886,9.465,9.1827,8.8917,11.5255,9.027,8.4486,8.8272,9.5419,10.3873,8.4498,9.2737,10.0897,8.0081,8.5375,10.0215,10.1959,10.2253,9.7384,7.5241,11.0271,9.2252,10.6717,9.2965,9.7858,11.6235,10.6456,10.569,10.7485,11.3499,8.4731,10.4198,9.6001,8.3001,8.2223,10.6117,9.5288,11.421,9.6906,8.6228,10.6409,9.7852,9.4783,10.1801,11.8629,11.3813,7.0565,9.7332,9.6648,10.73455,11.2136,10.098,10.4473,8.9041,9.4922,8.9907,9.5719,11.1074,11.4467,9.3261,10.5492,8.7032,9.8422,10.2657,9.7069,8.792,11.7854,9.1643,8.4884,11.3771,9.4978,9.5142,9.1224,11.1706,9.3969,8.9423,10.9304,9.997,10.9083,8.0472,11.4806,8.9257,10.2406,10.5569,8.1826,12.3802,10.7915,8.891,10.5761,9.7767,8.6076,7.0907,10.4641,9.0365,10.9283,11.1405,10.0117,10.149,10.2253,10.4911,12.0998,7.8738,8.741,10.9666,9.3653,8.582,11.3921,10.3095,10.4052,9.9537
NNMT,4.838740035162307,5.477071760695671,5.735286582857359,5.172607521752254,8.688096413454234,4.654853669327898,2.36756956235673,7.808713249613665,7.581524492749689,7.556904513012891,8.033648749128945,6.805124750614704,10.89374140234714,4.297837035886643,8.275654289334645,5.392530376329088,7.7375988884398845,7.351071735491141,5.487055380170907,5.99737370938675,8.909809099077854,9.110788651214584,7.6717957935617855,8.587023630752336,6.701202480190524,5.549173197563146,8.903339603748297,7.423679008210795,5.179507069319437,8.837968463611832,6.846668815635224,8.483843986109385,6.992870376408199,6.602541505260225,7.523922584740528,5.102481772529838,8.344504528729512,8.706126447403499,6.7554884998980045,8.553498744746014,8.434031846032477,8.446293454912087,9.013615789228515,6.597556500123041,7.22265968159858,4.886335531693985,7.583240759351562,9.289594733661282,8.58559729714185,7.189399592962387,6.696925809148036,3.730324756468624,5.880136942208927,8.84383941661586,13.1459,11.0297,11.7565,6.7571,11.892,10.4687,10.5395,10.3763,11.8503,10.1766,7.4982,11.2025,8.1031,10.5431,8.3367,10.48055,10.8036,5.1631,12.8597,8.4267,11.6282,9.193,12.4488,12.1368,12.1392,9.9152,11.6248,10.6872,9.5867,9.9069,9.7091,10.003,9.6527,12.7956,11.56,12.1388,10.1628,6.5173,8.284,7.9488,12.7912,11.9773,8.6193,9.962,9.0227,10.4213,8.1166,10.2788,11.5285,8.469,6.3426,8.4255,6.3698,10.376,6.8871,12.7627,11.3052,10.0465,7.7637,12.6294,9.5122,13.4715,9.8015,6.0367,10.8934,6.5676,12.7262,7.802,10.8078,12.9454,11.9205,8.428,12.6866,11.1399,11.5496,8.9164,8.7636,8.2133,8.4247,12.3164,9.1015,11.6967,10.4389,7.3807,11.7289,10.6147,13.054,9.8399,14.4942,12.4671,5.3961,8.1405,7.7973,13.14445,11.7641,10.1199,9.1728,7.6965,8.8368,6.5107,8.3851,10.8284,9.2528,6.5586,9.8032,11.6302,8.9637,11.8797,13.2626,7.2242,10.9173,8.6694,7.2877,11.1558,12.6796,9.8222,5.1858,7.1595,9.0925,8.5165,13.5435,9.1276,11.8262,10.3382,11.4924,9.5537,9.9215,10.6976,9.3006,14.6373,11.867,9.2436,11.6665,11.1126,9.026,5.9473,11.5636,8.1684,7.948,9.9166,7.772,7.3701,9.776,12.0599,11.5221,9.7021,6.8159,11.3509,10.7215,11.7855,10.971,7.99,10.68,10.5044
VDR,1.671316020577602,3.178948831079936,3.0664147290852166,1.4370412633227168,3.565438763141108,4.2725831328060515,3.889220415933234,3.877371260162165,0.4281970740349458,3.124225554414391,3.4053375541972537,3.2539650698846385,2.2454378565041457,2.112259751681093,3.3681243695528944,2.3668033820885284,3.5202965179898817,3.9394428717218313,1.8799448888487489,4.49684579012695,4.3165874638077915,2.8228524914529296,3.6091403150223216,3.608726462716353,1.305270155240195,1.573258175380041,3.804518269888069,3.6534728119497086,1.3772126130746267,4.14746952198919,2.8163170785468203,1.873805325513372,3.2919998322029125,0.1024458262750555,1.7424029513586214,1.5324316720959843,3.212005846290294,2.0623946097265384,3.1018903932060966,2.9717329886389487,3.5799283400664885,3.225734569133439,2.57698643444653,2.5436443521195433,1.8764599743337984,3.958787007479577,4.276504109868007,4.126708602196969,3.083637177456673,2.5639683508250988,2.564168395456055,3.038669705160909,3.97451095746838,2.5229471115199287,6.6294,4.3205,5.6385,4.435,10.2369,3.119,5.2445,4.9229,4.1136,3.5348,4.8007,4.7256,3.381,3.9128,5.1322,5.5227,6.145,3.4656,7.0862,6.1238,5.743,3.384,6.4037,4.5477,7.8046,5.7078,6.7488,6.6301,5.532,5.2744,5.2673,5.972,5.7892,6.7511,7.6964,5.9824,4.8657,3.3876,6.2762,4.112,6.9603,6.9951,5.334,5.8662,5.9781,4.7067,3.381,5.0452,7.1568,3.5303,2.2681,4.2776,3.9572,6.0629,5.5315,4.9451,6.1502,5.0082,3.271,6.2223,5.548,4.5997,5.2436,2.2228,6.5688,5.6559,6.9697,3.904,4.9469,5.8315,6.8753,3.6898,4.8745,5.6692,4.6377,4.8826,4.9383,4.9252,4.4969,7.5952,3.635,7.5448,4.8515,4.6708,6.4676,4.88,3.0125,6.5107,5.5239,6.9912,3.3154,5.5594,3.3963,7.24025,6.3224,4.3001,4.8941,4.2294,5.6667,5.9672,4.8469,7.6318,6.5361,4.8423,5.1549,5.2944,5.8868,4.7531,4.2709,3.0978,9.5633,5.7972,4.28,4.5532,6.3885,6.1183,2.1056,2.911,7.5402,4.1815,6.8927,4.6785,7.177,2.5306,3.5781,4.8858,6.9034,3.1735,3.4465,9.0881,4.0563,5.62,6.4471,5.3773,2.7501,3.7845,5.8869,5.3478,1.8567,8.6672,3.1576,5.5175,6.603,7.7411,7.756,3.9745,4.1614,5.5731,5.4435,4.3592,6.8053,6.5231,6.3338,3.4776
RGS2,9.916845332500696,4.022651885005722,2.781342925702873,2.2425598265220503,1.9866876148977664,1.5415693545607083,2.486057868220464,2.6287106144153056,0.6759748672230245,2.4823371842851683,7.327552644081241,4.547153658812569,5.664713220822395,2.0454814141575137,4.1748857457530155,1.8686591120853528,4.820878436080772,3.0365420160856007,2.601955560372205,3.7407009412055263,2.7217226264371193,4.990242410543734,6.199623272741906,1.9100495222180496,1.142870845096642,2.656027218175846,3.296520546841238,4.786810659367934,4.650264813062899,4.682848551683586,2.1705852840523168,3.1767982729463604,2.923565666445855,2.510437898026596,2.445954423580902,3.9426552492094937,2.15951939733014,3.358452528216714,2.806309620055051,3.616569427306621,3.1622374330779612,2.617206783207932,1.3302371279900835,2.929056210006286,2.006664262150053,4.041917554323395,6.297569285665048,7.692455096470968,5.224017114329967,2.477058156809526,3.356066319641038,2.1398263591131643,5.061689806075488,2.106033344729957,12.5588,10.3043,10.4697,9.903,9.9431,11.3551,11.0568,8.9231,9.7387,8.7093,9.6312,10.8867,9.2425,8.5705,9.9552,8.9952,8.8752,7.9706,11.5228,9.1491,9.8975,7.9367,10.1664,9.2264,13.7292,7.6235,11.318,11.4954,8.8401,7.778,10.1251,9.6692,8.7612,10.0696,12.4201,9.5095,9.9563,9.9525,10.5541,9.8306,13.6248,9.7133,9.0242,8.7183,12.0851,11.8933,8.976,8.8655,11.4284,9.6441,10.4667,8.6936,9.9598,10.4832,8.3724,10.1358,9.5501,7.7379,7.3561,12.2189,8.9981,10.6955,9.48,9.2084,10.0996,9.7133,10.5086,10.6055,9.4057,10.1524,9.6862,9.9712,10.2714,9.2553,9.5785,9.063,9.5002,9.2073,8.9083,11.5419,7.9348,10.6903,9.9851,9.4372,11.9134,10.0918,8.5778,9.6494,13.1675,12.2894,8.0879,9.7419,10.5821,11.36355,10.3135,10.5332,9.9973,9.65,9.7395,9.0342,9.6957,10.3553,9.5233,9.8823,9.6211,9.5635,10.2777,8.5775,9.6423,9.4251,10.8166,10.8135,9.3878,11.9691,9.8995,11.7376,11.2519,9.0075,9.4168,9.4549,10.7952,10.2878,9.2959,8.5218,11.3793,8.3397,11.3791,10.551,8.7092,13.5468,9.3969,6.7851,10.9138,9.6971,10.3889,11.9312,8.9215,9.1832,8.8083,13.1302,10.1087,8.39,8.5653,12.5394,10.6491,9.1587,9.1179,11.5343,7.5255,9.6779,10.3162,9.7216,10.5427,10.8157
CTSB,8.839641570163252,9.679129939559765,8.309167090553137,6.811137034686027,8.833313901744571,9.4755064723223,7.927499468399657,9.409942449400164,8.334796181456554,9.559380914762942,9.84622689173391,8.331575349471906,9.479242689263328,6.770908312813142,9.546668780044858,7.508999025504561,8.590542140421004,9.67963491700758,9.44284399620795,7.547010179447681,8.268991054764426,8.675071390851976,9.249201173492192,8.191241853839635,6.142331742749798,7.748474650864266,9.490981204665337,8.849536462320485,7.83728101396743,9.401632599636724,8.298287147718813,8.188341576010815,9.00241843088723,7.537047519404657,9.499819982105423,7.728192635498048,8.671767492799368,8.752380646552893,8.029270660040119,9.225091727438024,8.149259365499622,8.808288507340174,8.506926383886725,6.606642095064914,8.655777561201896,7.976672947919377,8.64958312738796,7.957827560833744,7.718587671754186,7.358079723348917,9.761552894534583,8.345653621715456,8.622198278523644,7.685330489400748,15.2003,14.5424,14.7025,14.6725,16.0198,14.7654,14.5796,13.5294,15.195,13.9989,14.2936,13.8378,13.6307,14.1313,14.8233,14.4196,13.999,13.5614,16.1086,14.4851,14.5449,14.0726,15.0963,13.7476,15.8753,14.7638,15.7976,16.3085,14.6393,14.0271,15.9864,14.381,13.6668,15.0221,14.8036,17.12,14.475,14.7602,14.6598,14.0163,15.5452,14.6915,14.0369,14.6037,14.7933,15.1523,14.0859,14.3219,15.7111,14.8196,13.1766,13.8571,13.7614,14.8284,14.18,13.8861,14.2457,13.4098,13.9785,15.238,15.0513,14.8669,14.2253,12.9785,14.7805,14.0905,14.6378,14.274,14.8226,14.9632,14.84,14.8384,14.9875,15.2983,13.0237,13.5376,14.2609,13.6567,13.9839,16.1134,14.1212,16.1859,13.4147,13.8188,14.6129,15.609,14.5886,14.1681,14.956,15.6177,14.2444,14.934,14.1349,14.66315,15.7701,13.6442,14.4655,14.2999,14.8158,13.9231,14.262,16.445,15.3803,14.2597,13.7809,13.8986,14.9135,13.6379,13.9987,13.7953,15.1735,14.8679,12.9318,14.335,14.994,14.4638,13.503,14.1341,14.6223,14.018,16.1237,14.9284,14.9247,12.8868,15.1313,13.1852,15.1433,14.4027,13.0386,16.541,13.1833,13.9155,15.3122,14.1061,13.6516,12.5663,14.7232,14.0222,13.8709,17.205,13.0846,14.4357,14.8809,15.1857,15.4366,14.4876,13.6827,14.5772,13.6765,13.3903,15.5678,15.0005,15.0865,14.4828
TGFBI,10.753801732839545,11.1902382862282,11.48688528880721,8.619104834928507,8.856593599810804,10.38404980679516,7.464586590379827,12.933473054167989,9.355388539932337,8.874136071033691,12.547434405106666,11.174925682500678,10.611891629767696,9.692019122610793,13.331280866268887,8.575962728173415,10.54750188405246,8.897204115678928,10.987690361395709,9.51559537707445,11.72106072772246,13.103579596763147,9.11373695775444,1.9233051390737137,3.933006023719124,4.141220229537471,12.605345243019292,9.423342856701542,8.16328738452155,7.320782500980903,9.444950678664885,12.23694697663064,10.316869805064334,0.7785509129688776,5.713550108481982,8.186292553058879,2.2703824229055027,11.096095782587138,8.753627933891286,10.917595851424794,10.66260607395466,11.262329792857203,11.79242835527739,12.57265996687156,11.28142006871013,8.454138870997252,11.572349693318287,6.975377976888473,10.356683047030426,4.1742785710361225,13.072261589945532,10.858657099978291,11.053674779169668,12.720607665621037,11.5968,12.1029,13.6061,12.2466,14.2355,11.3597,11.3267,12.6768,11.5499,11.3152,10.2329,11.1534,9.6191,11.2469,10.9711,11.84815,10.4665,10.5737,13.3089,11.7274,11.9599,10.7983,12.1702,11.116,12.9556,12.5143,12.6959,13.3733,12.7375,12.1592,12.4948,11.3114,11.8654,12.5128,12.9346,12.7181,11.1776,10.3531,10.8231,9.7254,13.0641,13.4735,10.6398,12.1883,11.7599,11.3131,10.0992,12.0909,13.555,11.6519,9.6415,11.4846,12.2533,11.977,11.5149,12.2627,11.3072,10.2663,10.2338,13.4901,10.652,12.1213,11.8331,8.8482,12.0588,11.422,12.2183,8.5647,12.2265,12.9421,12.2207,9.8009,12.746,11.5327,10.3115,11.2928,10.4712,9.3375,11.1743,12.6984,10.8693,13.1327,11.1997,12.4284,11.6848,11.5195,10.8106,12.4941,12.7967,13.3179,10.6821,11.0473,9.1445,14.2723,12.5676,12.1818,12.0202,11.3064,12.2675,11.3166,12.3146,15.5761,12.5144,11.4431,11.8143,11.6481,11.6453,10.8504,12.4226,11.5786,15.6512,9.9884,9.1096,9.0989,12.0601,11.6764,11.9312,9.2562,10.9277,10.9519,13.8923,11.8082,12.4405,10.8129,12.2197,11.2617,12.9396,11.2168,9.223,15.5321,11.1517,10.6239,11.559,10.788,11.1196,14.9934,12.694,10.7283,7.3947,13.5389,10.4313,11.2171,10.9592,12.915,13.2663,11.6425,10.0509,11.8232,11.9507,10.841,12.9864,13.1656,12.5878,11.6324
