archetype,PC1,PC2,PC3
0,-59.12667389098956,-49.868588095909836,-121.30035217962617
1,92.11636900012087,-59.170348696830494,13.707500163172725
2,-115.03011267571492,-12.21414334721379,66.91158697027961
3,61.33393367823107,122.99106548302888,-17.755246673965352
