archetype,PC1,PC2,PC3,PC4
0,70.83293816522655,-38.77820401877459,45.992359888459546,-60.46915077573124
1,-111.03852933564016,-10.205416296583008,68.53318344748216,32.42768635744952
2,87.94210934945289,-53.2427898149426,-19.14842402866724,85.98649153874736
3,63.762043199890016,122.45787355656552,-40.58863039860918,-2.4355160168263734
4,-94.2272969232793,-56.16185836784275,-101.8766426334559,-31.611495863388104
