,arc1,arc2
LETMD1,5.350812907544682,5.298836091506727
SLC4A8,1.36504710981827,3.0591995434492363
LAMC3,0.11281723301138304,0.29985364169204093
PTGER3,0.011045104051539273,0.24698962570713845
TNIP3,0.7548317852016367,0.44547228160173913
MAPK9,4.768383404931303,5.226715764650074
COL23A1,0.47532807205846395,0.02382165619971996
BCAR1,5.3157601361319715,6.1618562666999
HERPUD1,5.928544481641477,6.817565712667685
HOMER3,5.700350175929303,5.503413857387681
RAD51,4.190184101191164,4.0309228898431
POLQ,2.6250077772554876,2.733164230393775
PIK3CB,3.7003678401924476,4.266901111168678
CYBA,1.7895773481116881,1.4908513757962587
THOC3,5.998199437304587,5.379762640490675
HEBP2,4.016077497447401,5.26177240060571
MPHOSPH9,4.135687212272708,4.556103883731367
PLEKHA5,3.902873397911733,3.4510164567198935
PRSS8,1.1492688198354881,-0.09136601036864667
SIKE1,4.8557247062863285,4.847987120568104
RRP12,4.1606586804061285,3.49294932388406
FNIP2,2.0551272828632694,3.205381881290515
TTC17,4.904184490453925,5.691813134041599
ALX4,0.5847981964246192,1.1487790321599194
FSTL4,0.5994065793274876,0.17141605153983414
FOXN3,3.4751754931111574,3.805157845915336
AKR7A2,5.397481659400165,5.182726110140928
MRTO4,5.9254797324797,4.677447154109553
NNAT,0.5142841877835013,1.3815434423671626
USE1,4.524301447805891,4.863617574265271
MCF2L2,0.7262978563758105,0.7060469594891858
