,arc1,arc2
ETV3,3.022896859536857,3.5737346674576287
ACADM,5.592363296615019,5.616113764994156
ST6GALNAC5,1.096605382042257,1.3771454033532013
PADI2,0.09604830801643793,0.800827428493378
SDHB,7.5392490868740465,6.602259101598617
MFAP2,2.5160046090575827,3.362246030172567
RPF1,5.713000163143173,4.915654178772138
KDM5B,3.7140958608101724,5.124622951275224
UAP1,6.669748919930664,5.90584793525045
ACTL8,0.5102095455990813,-0.0022899633571102085
CTBS,4.143824390326781,4.2677625566484085
RGS4,2.777764264793347,5.129885657609704
KLHL12,4.182253885488249,4.688462788152394
IGSF21,-0.03144218862171388,0.09435326141589365
SSX2IP,3.4544623441229105,5.181928817426137
ZNHIT6,3.8409037066155474,3.3360045393186506
PLA2G2D,0.16510169595480295,0.02675048997212992
RBBP5,3.198027064403071,3.792146050822051
GBP3,3.9434388325898198,4.903066626766833
GBP1,3.432006000500063,5.484715098453684
KIF17,0.522416685977053,0.5184081643743423
GPR89A,4.463315441223272,5.066856220561592
CDK18,1.29745066098512,2.9472521318038356
CD160,0.013390117783626476,0.8024837247734543
ECE1,6.189821091836828,6.4544531055094385
HMGCL,4.457581862935348,4.960808350285036
GALE,6.977911455357064,4.74521919507991
ID3,5.975763596417883,8.404822787552673
CD46,6.338594772866871,6.6760172383021406
PRPF3,5.053567305312713,5.724781936570773
APH1A,6.782229801420859,7.327901238173007
SLC2A1,7.459476941674291,7.214287227094602
EBNA1BP2,7.447884703632748,6.109617393996425
CDC20,7.637582534434628,6.47796770926212
ARTN,2.649633341269052,1.1641795742997378
IPO13,3.834540858077483,4.743934163694462
ATP6V0B,7.28493378080158,7.599856922528285
B4GALT2,5.499989757031652,5.6731125708411545
ERI3,5.311036549353572,5.7614560449891545
PTCH2,-0.12237102306438075,0.9996339327122188
AKR1A1,6.351469918147121,6.337040006852252
PRDX1,9.70372017446908,9.637135684025342
PIK3R3,2.4065487673133026,4.052613305310954
TSPAN1,2.548415307277997,1.6960786569616313
BLZF1,4.500390669590604,4.922248245201782
SLC19A2,2.9304776433916873,3.137208538711912
FAAH,0.8036698078785922,1.010069046950052
NSUN4,3.5533581182518583,4.041317304313841
TMED5,5.9303163489582005,5.91337881562051
DR1,5.677644459657601,5.57784809010488
CNN3,8.166588271820546,9.097847540522194
F3,6.694068738003774,5.54327220239442
ABCD3,5.091694295878416,5.332893047144205
VAMP4,3.321750241250749,4.094204453584752
DPH5,6.175677036978463,4.985654289683532
PTBP2,4.099208824080105,3.611405189908259
TNFSF4,1.5229041642584633,2.21421991109671
PRDX6,7.95338820419998,8.231396723493338
DARS2,4.6078182728364,3.929590074211365
HSD11B1,1.6096174675334352,-0.05691080107822066
IRF6,0.21056448879784445,0.4154016547554323
RCAN3,2.9791353833273746,2.956409275501614
SYF2,5.88718081621811,5.512461233557018
SLC35A3,4.690136652579601,4.588867174764734
RCOR3,4.029565969452579,5.095817383898716
STMN1,9.566421990879588,8.408160798325351
MAN1C1,0.2851138185105244,2.863912811839671
NEK2,5.170577308340026,4.778040095547241
RPS6KA1,4.475381477371629,2.646797860487566
DHDDS,5.006476402603359,5.297671143836734
NENF,5.303708756250053,5.822474710362491
NSL1,4.94563505653409,5.318193223479172
PROX1,-0.3587176744723385,1.328205441626167
ARID1A,4.48636819742991,4.838123764815527
CENPF,6.107973961659284,6.3502079092518455
RPA2,6.264132838923882,5.4725606453912095
PPP1R8,5.5400446941737895,5.44241864886149
STX12,4.445406095287557,4.908918756714084
OSBPL9,5.9197873976087525,5.63565977475676
TXNDC12,6.781436924430158,6.455173045819792
ESYT2,4.443937813806416,6.065920987390692
RCN2,6.551340889040284,7.558890284172055
MUC5B,-0.13173794388662405,0.277817353430766
CTSD,7.585772548668053,9.711248386410645
COLEC11,0.24894075746710242,0.2538307937855552
STAG1,4.062516769689217,4.238673466057217
STK11,4.6643945381264365,5.210704901888267
TREH,0.06444319672509863,0.49085509632415747
IFT46,4.280684004251981,4.295717225196144
MMP8,0.12324718055019115,0.3029875891169709
APOA1,0.3088701368230998,0.21615966897500377
ZNF541,-0.02483570945856986,0.1666942278834555
KPTN,3.065665504975566,3.1366440223522463
RPS25,10.83839831210871,9.518193507956674
KIF14,3.299269870721822,3.3619123940478506
TNNT2,-0.04141148115911231,0.21144772726863414
DDX59,3.696001138050955,3.9336269109405264
ATF6,4.6615095345155115,5.268024940896705
MREG,2.609393001378403,2.112761516892368
FASTKD2,4.888844775929575,4.478504517570852
NRP2,3.637932892207811,6.099160957302625
CREB1,4.438428022634357,5.1371927758724345
KLF7,3.297691965429642,3.70737140515038
TTR,-0.05330102688072973,0.17878155585366684
B4GALT6,2.7175425398898514,2.449456021002453
C1orf54,0.7819185687665364,3.1048289236160285
CA14,-0.2606113060528641,1.2049123758683953
ATP10B,-0.13783056646787412,0.4671116376080465
SPCS2,7.517096130485209,7.760722289374308
USP35,2.0611686501790887,3.1703700785353575
ELOVL4,2.6041716714865877,2.7565113855640844
FILIP1,-0.48531358349813125,1.1002274102788192
CASP8AP2,3.3232573252100863,3.6419739319696753
HMGN3,5.800239641782062,6.902702049293813
CNR1,-0.9938353175762169,3.046698448172629
ANKRD13C,3.9058360191735804,4.606092429258945
SGIP1,1.0283995168994533,1.2108531344378433
PHF3,4.011860292327677,4.199846384532169
PLAGL1,3.0875276754440293,2.967421477268827
FBXO30,3.0451889076974603,3.257971310784895
TNFAIP3,2.2942540683712496,2.8186802028836264
AKAP7,2.094585154336187,2.7923088059262966
RAB32,6.512467256364565,5.182919254894774
MYB,0.8992959707750957,0.7506575487745001
ALDH8A1,0.040243194649922986,0.5320890980355382
SGK1,6.5554924587575885,4.955422508902693
RNF146,4.389668654658511,5.369556426321283
TCF21,0.34907144436732307,0.23293820970115647
PMFBP1,1.6276144178095717,1.5216618297763287
FBXL5,5.231157235072272,5.545505288108902
MED28,5.262309248705777,4.944216544957256
SLC16A7,1.9724794627469877,1.8033165357345526
ZNF430,2.468217230401234,2.9530200556158084
VAMP8,2.8059891977749336,0.9034511007120484
DCLRE1B,4.081840570716322,3.527696763788697
MYL12B,8.895448548954676,9.014746564088968
FOXO3,3.4109724179203718,3.9881680403256365
ARMC2,1.5670490360823146,1.9907987916160965
RPN2,8.067246069996845,8.870671113163075
TGIF2,2.853324898329213,3.779616564330131
PKD2,3.626197743550804,5.397793567939072
ABCG2,2.3577047027860996,0.6771028826161681
SPP1,3.64689534007848,5.3602202105525505
STBD1,2.7753683609390034,4.25320193725647
CCNI,7.054593211551224,7.063159666722059
RARRES1,0.4637249156363781,1.492917829231661
MFSD1,5.866841000902158,6.1257877807786
RAB3GAP2,3.6687454178367105,4.516464568857817
PPL,0.8148423939736282,1.6913079802290427
UBN1,3.833211233415888,4.623414746183812
KLF12,1.4530023296342294,3.0851764970393436
UCHL3,5.975409860861228,5.121895200916039
PCDH17,0.5607629194554833,0.7641309900982084
HS1BP3,3.95506089585235,3.7600811513328627
WDR35,2.2329982671004953,3.2595573245967153
CCND2,1.6083058522392188,0.08517089600259597
ELL2,4.606164105400558,5.74110597208951
DNAH7,0.07051818530010506,0.7324222717998387
CYP20A1,3.723043557287881,3.337340895616037
NDUFB3,7.274862482524411,7.3940509240374075
GTF3C3,4.517176125255697,4.966834940500279
SATB2,2.895740978340294,3.217651790686026
UBE2B,6.495733163765771,7.089438137532652
TRPM6,0.16780170553309254,0.04351022760571753
GDA,1.307445795106656,-0.036997772216290525
KLF9,2.2542966778732083,4.3176272277076
TJP2,4.697634275234739,4.193439582439398
ITGB1BP1,6.825211971790331,6.305043209226793
CPSF3,5.833157386788538,5.334502766617398
PIGZ,0.6116326249273725,3.195816163336847
SENP5,3.369343453773945,4.042776683488634
CCDC92,3.892427453100991,4.839769236921718
C1orf198,2.250282567447951,5.609305174595434
HEATR1,4.03073529348364,4.209740765577746
RAD23B,6.519750225454351,6.92793756759616
FKBP15,3.573904941949818,4.700280370695067
CTNNAL1,6.964899236065306,5.160766628881137
SET,8.525924429522908,8.419882032157181
GLE1,4.495540868116291,4.9065708890179085
RAB14,5.214446547290876,5.963916229663778
TRIM32,3.6188410749190174,4.202973505766922
FBXW2,3.837623570126542,4.839939154018639
PHF19,5.248533353470249,5.7041189599176345
NEK6,4.788978348843268,5.9657675130877275
BSPRY,0.345650043557062,-0.05610664174976242
PPP6C,5.062186506741915,5.327982416300493
NDUFA8,6.686772469444141,6.992952643471766
HDHD3,2.9448160462880075,3.241705645772795
RBM18,3.8861082436678043,4.333650486921862
HSDL2,4.602621953143583,4.799474197159206
MAPKAP1,6.532772176207719,6.402201204231551
NR4A3,-0.05491572188352989,0.8506078349378856
INVS,2.6053463592795376,3.5061661093302234
GALNT12,2.313426346725442,1.4138331122850776
DENND1A,3.408136382507034,3.9377427233734
ALG2,4.66289019170077,5.635849551057612
KDSR,5.203075869625496,5.275200931092587
VPS4B,4.6404279406018105,5.130583166306652
ONECUT2,0.4507066525118642,0.6016990493444667
C19orf25,3.850771472963281,4.65596935912786
ZBTB45,2.8556266234692855,2.9121849206377286
YLPM1,4.75261245939378,4.784357188395227
DCAF4,3.9851652909655253,3.448224624110954
FCF1,6.148515082070455,5.874232969683884
PGF,1.4429255442331432,1.9207518177852612
IFI27L2,6.601660213724299,7.180032765552702
NEK9,4.900501343892618,5.274937111166287
ACYP1,5.492472237898682,4.76626756297703
NPC2,8.645335943113412,7.8957567052238415
DNAL1,3.1615795418420496,3.421326526938078
ACOT2,5.08685663676677,3.950485328616402
LTBP2,2.6033572045812527,2.7782294374794168
MLH3,3.56475719242082,3.1752091133789113
TTLL5,4.106229377276788,3.836887413415019
FLVCR2,1.0741249067092205,1.0410673999646647
ABCD4,4.652161485293143,4.970511888836512
DLST,6.247203943587881,5.835063068913274
PPP4R4,1.3229404133857807,0.6060351616983766
TGFB3,0.7239864952177224,3.480336687757461
RBM25,5.629343105376634,5.462505689109932
ALDH6A1,2.449187616292449,3.132963243457233
GPR68,1.8516136966317147,1.1290650776199629
EIF2B2,6.473097003534096,5.905900763916935
COQ6,4.805317904847281,4.497391642704883
ZNF410,5.472859698491615,5.358933365097737
RHOQ,4.797563387001858,5.639468047336233
GPR75,0.8646688382313269,1.7394005910155146
SUPT7L,4.49739429117122,5.15855338476114
KLHL29,0.4610653109559819,2.487667123019053
DNMT3A,1.7901219018420718,3.2883166572376
TMEM214,5.404495753159209,6.6607704484211405
ATAD2B,1.92797433966134,2.559899000642812
FKBP1B,1.8998469351645804,2.589775387621281
ATL2,5.478703794013558,5.590068838075894
YPEL5,5.168438237482204,6.204844890673002
FAM98A,5.454868405380063,6.481758545749875
YIPF4,4.823233527762648,5.738834201896585
AFTPH,3.896205680570991,3.8969664259312147
CNRIP1,4.378930676104682,5.009541514836722
BCL11A,0.973316181535824,0.3821378075736712
CRIPT,3.2316718604678205,3.2049194430769434
EPCAM,1.7706615836101602,0.5156121468112014
SLC17A5,3.2824863090208165,3.869833077431162
OGFRL1,3.2351117930878557,5.05650906206448
IDE,4.204359687398884,4.096668145768021
ELOVL3,1.0409593063230769,0.12659910051839574
IFIT3,3.2366276156662646,4.209298608759704
NKX2-3,0.28022617088833335,0.059686793383822156
IFIT2,2.5783812517682163,2.4993564703769726
GPAM,3.482708565352978,2.856692716753939
CUTC,4.564573615313152,3.9778812559055012
PPP1R3C,2.345388900987134,3.6906916771386036
PYROXD2,1.8288415883067928,3.2555058071233964
CNNM1,0.7963776038717029,0.5616313561109173
MXI1,3.993189535985858,3.6466724109233177
SMNDC1,5.245908791329981,4.800367536676432
C10orf88,3.5426170174518283,3.1327185713814534
HELLS,5.6433441330520475,4.067200071653753
TCTN3,5.2484017502919755,5.559701406045059
AVPI1,4.216894283184452,2.421479941968518
WDR11,4.542981862411116,4.931206341846096
KCNIP2,0.6243542798301094,1.0133512092798038
GOT1,5.6405660176716514,5.071152945142958
C10orf95,0.42053301198116566,0.1447382512117481
GNA13,4.48163824706583,4.727099736083705
HOXB8,1.0524401990325813,2.0845726200467682
HOXB5,1.1428190734246892,1.9224665137281005
HOXB3,2.944809705586814,4.38032819639309
DUSP1,4.625330968072825,5.564100236307034
PANK3,3.9579729622265476,4.743634816600665
MSX2,0.5428542551722083,0.9023035262810083
TEK,-0.6057587149220072,1.508752129924472
RCL1,3.8884476138191064,3.3413495242881472
CD274,3.3664471284499204,2.370622014305711
NUP43,4.444846513046774,4.6817671855496785
MTHFD1L,4.592516437913339,4.248938667062456
LRP11,4.6276157260488,4.930506645382843
PCMT1,6.219225643219769,6.6714331217751734
PLEKHG1,-0.9555666454380827,3.095448044231535
MYCT1,0.9345558089444206,-0.0581504795816305
WDR55,4.247990844068794,4.595376066261648
ARAP3,3.771518809011951,2.239470543611345
TNN,0.04952354946603704,0.1708935210395912
MRPS14,4.633111645507652,5.021646141055238
CENPL,4.111878749355622,4.2704717856970085
TNFSF18,0.6495936249863584,0.44584963691306734
SEC16B,0.7811839991537182,1.0727800014402722
GORAB,3.3512263469261154,4.455409879436612
ACAT2,6.325661907648479,5.876381066227466
TCP1,8.814758989333049,8.066922640156614
SNX19,4.307475311696114,6.097769619256927
KCNJ5,0.006586154722028045,0.20772748656446727
TEX11,0.18991168794026722,0.04133546206310017
PDZD11,6.753172513119605,6.694998677414564
SLC10A7,2.9301343904335235,2.8561126449237983
NUDCD1,5.05346806289358,4.4369389595925215
ENY2,7.826764519992572,7.740723964234271
MASTL,4.2060478558552115,3.5010415328265854
KIAA1217,3.119335564955234,2.7452856293064447
PLXDC2,-0.4934023538679022,3.735657970551024
EPC1,3.408566876053203,3.8166027054084553
IQSEC3,0.049469190985385735,0.030913083386156684
CCDC77,4.021000650202483,4.380607230916925
TAF12,5.1770662322568395,4.448486245081943
ENOX1,0.5931867721563683,1.6711357874482746
MTRF1,3.688270142873194,3.5938677634281166
SOHLH2,0.7549301440729058,0.6979405259628043
DNAJC15,3.88232073669055,3.554596178056675
UFM1,5.4885880644958505,6.050955316697047
WBP4,3.736241326150501,3.4585373004355224
ELF1,3.8168834162440075,4.443384786642442
SMAD9,0.061558055552380475,2.5606060189128614
HSPH1,6.206151204013366,6.40030052736214
KBTBD7,1.4054267474388342,2.5831919881140695
ALG5,5.302983961591303,5.256716903982925
EXOSC8,5.827161206591371,5.270445958355077
ETF1,6.59519633046196,6.6084332029052035
TGFBI,12.016834157070239,7.80845693361709
FAM53C,3.925012301807357,4.933597403679455
SIL1,4.670505862591563,6.205477496511183
PAIP2,6.418383139897191,6.949680017221396
KDM3B,4.327290885592881,5.022426484627892
EGR1,3.7347020002159326,5.758569279198643
SERP1,6.591595372340303,6.585181905713563
PLS1,2.764001614176145,2.0834379268328265
ZFP30,1.8542862592558378,3.198871391962508
NR2C1,4.459902725391174,4.195967934614838
UTP20,3.0720613274335005,3.3935333935018788
TMPO,6.537621459702689,6.401971243570194
ARL1,6.095414812369807,6.400122822497914
GLT8D2,2.8950863349798786,3.666848987424273
SOCS2,2.882853463980042,3.668575454581939
NFYB,5.0210271704111005,5.051741972275926
APAF1,3.4588374374773148,3.6383301102984955
DUSP4,3.9326908900793858,2.574316509111809
CLU,5.361107619154874,10.167271578299417
TNFRSF10B,5.481493165664697,6.242527804920735
SORBS3,5.732496473772311,6.204140367648204
PTK2B,1.6464821793276831,2.1072530670603573
PPP3CC,3.29048707049912,4.198244669951098
PDLIM2,5.61191446624926,6.314500404061447
EPHX2,-0.18829460876170745,2.0136967329281923
RNF170,3.0025485653889215,4.1955720472160385
NPPB,0.7375741843705343,0.8546694562248738
UBIAD1,3.6921045769964045,3.281453800423285
TARDBP,7.662447827283674,7.736333869418811
TNFRSF8,0.23705600721533732,0.07280640732309626
ZNF706,6.4063634901337565,6.259902342083322
LYPLA1,5.8199157365716445,5.89620434356393
CRISPLD1,0.5019875490230328,3.2253774971040214
COPS5,6.403297385236911,6.331995949733705
RDH10,2.5889246907350487,4.584782292896934
AKAP1,3.674548066576868,4.1485991107839935
COIL,3.986292161241508,3.759899869673327
TRIM25,4.795233349708799,5.207006984031396
SCPEP1,5.8465374560795915,7.512280312383203
SPOP,5.04479077857787,5.851162265619823
TBX2,1.207261627908857,2.7126543737975126
SLC35B1,6.6026942738234045,6.537435085132054
FAM117A,1.6510995988659274,3.0237601093603947
NCAPH,5.747690678791002,4.61082074710202
LRAT,0.08523918963262392,0.3829139150943417
MND1,4.4368795414683175,3.2024712267814532
TRIM6,2.0517287275503726,2.5770153663160382
ABCC11,0.3031328846487981,0.19467434910336856
ADCY7,2.2412652839111726,2.5651878269530894
TSHZ3,2.2304336281687345,3.0269085774228928
ECHDC2,2.1444613766490823,4.23923296841339
PLBD1,0.8952861323871338,0.9367528358438129
TAS2R10,0.11130576545847559,0.8274385958864885
PYROXD1,3.2732763435581003,3.31323408995017
KCNJ8,0.1576906980046287,0.7514947675402242
PSPC1,4.615391641326102,5.109798488786183
ZNF549,1.64524902956484,2.619442616916913
A1BG,2.4666636491298406,2.9479051645944714
ZSCAN18,1.9518541113575227,4.720255218593337
ZNF211,2.5925964600813423,3.6846941078473536
PDZRN3,0.5920107254465088,4.080705486901234
LHX4,0.5081962640434905,0.970390685892318
RNF2,4.197720901521976,4.1545990939083595
SEC22A,4.57499488346227,4.64121953806864
CSTA,1.8662733382008398,0.3265459227866737
DPPA4,0.17355062638824223,0.07914955404521579
POPDC2,0.001016903455168694,1.0064017887166656
B4GALT4,4.136811566323639,4.936528861511759
NAA50,7.143473385271051,7.081255726818445
KIF18A,4.928963278700861,3.6903671159604654
MAPK8IP1,1.9719654752014957,3.546414092012526
CRY2,2.188351802181627,2.9009733959230264
PEX16,4.266024868748928,3.830080677295305
DEPDC7,2.2463832214677284,3.7457530422631575
CAT,5.085410648004632,5.510872073862387
PILRB,3.8987933011518,5.519606170832794
ZMYM2,3.7313082596698814,4.759928809985333
GJA3,0.27423063475611986,0.6769590955096161
TBC1D15,4.556345868890286,5.155078376370836
ZCCHC17,5.74778769186173,5.52406106922202
FABP3,0.4301456060608375,2.172097755772258
KHDRBS1,7.007174104289546,6.516353184018757
TMEM39B,4.300189803224496,3.663674100537012
CCRL2,2.175781180584026,-0.1506336700063653
POLR3GL,4.640543981608178,5.27208782794443
TNFSF10,1.1940394740392946,3.709412856886007
ZNF639,5.021381428596979,5.2703982000251655
PIK3CA,3.376963839251904,3.9000162250951975
PDS5A,5.030665013292375,5.04011755878201
TMEM156,2.6633526183117358,0.1344336275874023
LIAS,3.8562219464827345,3.2218595131476007
CPXM2,-0.20408441740094596,0.4986557510665759
TMEM54,5.833671687920441,4.803441597842071
ZSCAN20,1.4477856750566909,1.797307293106011
CSMD2,2.3113193437510473,1.789971608154648
HPCA,1.5420436146335816,1.2734601978718187
CLCC1,4.440054195734535,4.878503001273492
GPSM2,4.625722363354591,4.605223258721767
GTDC1,3.0206526594041168,3.632190235137722
CXCR4,0.5324390993006823,2.1334501660541507
ZRANB3,2.6719847664200995,2.1817698949223017
ACVR2A,2.44850937767907,2.8975205956895147
POLK,3.607031645891613,4.402943132282551
RPL21,10.540917509361353,9.923344461131084
MTIF3,4.838880346631098,5.4197632821664365
GTF3A,6.066085527403739,6.2909144557222785
RASL11A,1.4991716938034416,1.91466946704332
UBL3,3.430991067704276,4.700941340254971
FYTTD1,4.749652996398232,5.3088755407545705
XPNPEP2,-0.03001788448679442,0.11632332019594771
OCRL,3.756183655316076,4.666713971597786
PAEP,0.4975158909263989,0.1694108570915743
MRPS2,5.554351967166761,5.347620447921395
FMOD,-0.3779370581248326,1.240030708965091
KIAA1191,6.07361377788759,6.483324159911965
COPA,6.899302701721735,7.851457661362359
HS3ST2,0.6970771450708505,-0.10864047750890093
RBBP6,4.432269073522444,4.7206725273720265
ZC3H7A,4.921044895284505,5.83631202910902
SERAC1,1.7452412083959947,3.611109699770422
ANXA11,5.89991695131904,5.598112208652746
OPN4,0.08664812786872006,0.11520366229320865
ZNF205,2.90729749861451,2.89855433884186
RPL5,11.151771220236641,9.416532597959367
ODF2L,3.766045869961184,4.5592610718561355
PTGFR,3.1550079708560346,2.2143632565912927
SPATA1,0.8729902166696776,1.729785134428401
LRRC39,0.772806178173823,0.8624228228938734
RWDD3,4.848345165585603,4.404260993534769
ZNF644,4.879586345763869,4.6729878734789585
CCDC18,4.090753054952342,3.106946798715041
RPAP2,4.4962303848898335,3.509471553979169
BBS9,3.153062248112183,3.679434753190078
PMS2,3.1115047313490645,4.124445758546329
ZMIZ2,4.657945222708606,5.403181935920002
EEPD1,2.6800771185631036,2.769285753124876
KLHL7,4.958324746076214,5.941263795246341
HERPUD2,4.235497715534831,4.718845012038835
CBX3,8.316538246209438,8.633430798093535
HNRNPA2B1,9.637464074192426,9.648540191837904
WIPF3,0.1391987068220136,0.1055342523020521
NXPH1,0.012882273783442144,0.11150836725876268
NPY,0.05205478682666996,0.18724860632339121
HOXA7,1.2683760041991472,1.8106504627488755
INHBA,4.418024309273282,2.0562483466167203
FKBP9,5.725367922377848,8.72007088571849
ARL4A,5.588037200934736,5.650241391679271
POLM,3.3621776338089937,4.000107789738572
RAMP3,0.031627658782566404,0.6134035494906467
TWIST1,3.4477934973025532,4.071884395441251
SMU1,3.76958655706012,4.413981373834684
GLIPR2,2.7046968429941645,5.860286622705937
CLTA,7.486603833464933,8.0194022557819
RECK,2.3574016319049074,4.847527865156997
ACO1,4.761656893892541,4.931228193792818
DNAI1,-0.14055833775064114,0.5382727436456951
DCAF10,2.9548201047379297,4.290592771189615
CNTFR,-0.03747492266436675,0.5423439366932037
KIAA1549,0.6599532980177303,2.816365424430984
TRIM24,2.9251679235341506,4.045730332338103
CALD1,5.430598789561646,10.160690915833184
NUDT10,0.7288344432789129,1.4053020907689058
PLAU,7.2420692886143065,4.608074720443812
SRGN,7.030642987204603,2.8161250204591104
CHST3,2.3528600176146854,5.018314383787288
BICC1,2.4448622796253714,3.5600423990487147
CISD1,5.66988347343319,4.977726858379056
EGR2,0.8901719387824645,1.5503966395837803
ECD,4.777477764358002,4.204862443169034
P4HA1,5.9701691981067775,6.5000202211713525
SLC25A16,3.652816086227673,3.269767248092002
ZWINT,6.977516592281487,5.700474359797144
VPS26A,6.364058827231203,5.409508351725319
RBM19,3.648724003983859,3.358614731542435
CIT,4.447488729168613,3.900623717465063
IFT81,2.9968506366853944,4.286305833009473
ACADS,2.412879444448853,2.712996646457075
HVCN1,0.18884837591098058,0.8052340692312384
DDX54,5.41243164693984,4.989258184608545
MED13L,4.618085532621012,5.1308812050467765
CDKN2C,4.723421820493435,5.727500636533586
RNF11,6.48975943341883,6.9344289629836275
RASSF8,4.074806319427915,4.764455466495421
BHLHE41,3.333062620302805,3.3041228654904518
SSPN,1.4891871769930087,2.781444335271431
ITPR2,1.7725254121581886,3.819998747990389
CCDC91,3.9916661550802655,4.035435984764489
NECAB1,1.5935103238197346,1.3315003868773567
WWP1,4.0733697246554055,4.672494857656062
ACOT9,5.401591387400584,5.743100348160861
PRDX4,7.32701171286361,8.106217327161563
PKN1,5.471395164765595,5.678227076867779
WDR83,3.560802035879659,3.463500371776591
GIPC1,6.201321216308282,6.602956434899646
CCDC70,0.16975906706964805,-0.0005660627009159008
EBPL,5.2925364985436545,5.07439045566723
ATP7B,0.929096356637746,1.6536624331314043
ZC3H13,3.763318280118998,4.352796070574967
NLN,4.3628449784617125,4.860233337531491
CENPK,5.476536957218713,5.492769549736436
OPTN,4.97081801951372,5.476380141463753
ITIH5,-1.8135594305045906,2.822929125835799
ATF1,4.728934509752374,4.524256411674353
TSFM,5.900616580254202,4.660508066013201
ARHGAP9,0.9657550161534153,0.5138518060308841
NCKAP1L,0.7186307231873008,-0.05367378992547728
MMP19,2.3589711631712476,2.3993033735930926
PFDN5,8.810293186213794,8.321191720028702
SPATS2,4.647375855859915,4.656210038967693
ORMDL2,5.869331793938698,5.129762188918904
NR4A1,1.1296236483691695,3.226630810605011
PDE1B,0.1661831022741408,0.11342536968731333
HOXC13,1.2859775157894462,2.428320681561579
CDK2,5.9092166867661104,5.68802606541798
LRP1,3.5595498937473518,6.600018810222901
HOXC11,0.736865788662923,1.4427868253470846
NFE2,1.0289797350937513,0.7653937181129287
HOXC12,0.04780567761055642,0.1426148854787269
IKZF4,1.6669460900214892,2.2743172058005157
SMUG1,5.340284795933886,4.9744996604005784
TUBA1B,11.42275795293441,11.183017312256709
KBTBD4,3.812760120092566,4.325522950907707
SARDH,0.6741016186810044,0.4715737497105794
DBH,0.07441407712607306,0.09282453135428967
ATPAF1,4.514399893530322,5.540711014864701
STIL,4.2414058471096086,3.7729278451881
HJURP,5.383505501924461,5.230260917929224
IL13RA2,1.1149324148253403,6.6438751902324285
COL10A1,-0.04858073150837272,1.1905340641847397
AMD1,6.383273221666316,6.0632530775652596
NDUFAF4,5.40445194019994,4.843575873753234
USP45,3.273874346000297,2.959707475916888
PLP1,-0.24647861686859507,2.2048614709980034
MORF4L2,9.003448530370529,9.124745642740358
RAB9B,0.5298414573529281,2.0747948433217824
NRK,0.09463676472968369,0.053315330827628245
FAM199X,4.2788773234844815,4.876372804962108
ESX1,0.10535180505109966,0.0913808295159453
RAB9A,4.471769149869215,4.813986775071152
METTL8,3.8380444787773125,3.5497011578469815
TTC21B,2.6314163449008663,3.356668369073816
NMI,4.258551942654584,4.41909380585672
TNFAIP6,1.298787316696414,2.573129047689216
ACVR1C,0.2786963685511343,0.2659399106781007
BAZ2B,2.5277401641373056,4.2264353786521465
SLC36A1,2.80183155237157,3.0608844446809154
LPGAT1,3.673073599104888,5.160143396994315
BATF3,2.429103019833955,1.5274896145597057
G0S2,4.284581973263352,1.234787767966217
KCNJ2,0.9515060011608115,1.69892514886263
RAP2C,4.254337710445887,4.991641053082498
EXOSC9,5.5995897132413495,5.182154976627131
PLA2G12A,4.076997594403282,4.510788842816731
B9D2,2.1124463663985105,3.4329744331465584
PFKFB2,1.5287295286854494,2.6145433292564775
C4BPA,0.09773300607323582,0.08077173100535286
C4BPB,0.6506121409930077,0.038547674345521865
RAB38,1.5784256401223125,1.4421996139730267
MXD4,2.9273115697724705,4.7112409385676175
CKS2,8.94789518397573,8.120588186347728
ACSL3,6.6246632216238694,6.355039895777862
CHPF,4.359656457862556,7.537280951598208
DNPEP,5.903459096173929,6.4153203896057285
INHA,0.25799680575149175,1.3507867908779065
OBSL1,3.7838909263937475,6.094470547234147
SLC12A4,4.195003165730173,5.875806616614465
CTCFL,0.037917029828043874,0.026693838753806674
PI3,1.2479972229541503,0.5251723731368692
SNX21,3.859897718119213,4.366077040935926
SLPI,1.8610262511633582,3.1016244758627094
WFDC3,2.082610507549914,1.2040570166766225
TTPAL,3.7965157483572076,3.722947464551308
PREX1,3.334829412344708,2.5616468325471566
KCNS1,0.2677887776489043,0.1208911181944228
SLC12A5,2.43477934355298,1.7518174424159385
SDC4,7.015867565922883,6.145312312809159
NCOA3,3.79514437099027,3.4185185595516128
PIGT,6.837143142848985,7.885222763329151
NCOA5,4.464437927748017,4.638471809085346
VAPB,5.698521632769807,5.629537315955912
PARD6B,2.005914996145088,0.6572573967681954
CHD6,2.9731743528514323,3.962401009482002
PLCG1,5.900504612681857,6.517021369151532
TOX2,4.210438810973165,2.1975234004069826
GDAP1L1,0.19350133075773684,0.32936711878089486
ARFGEF2,4.457251631445563,4.4265458763975545
ZNFX1,3.478142865547159,4.629395444508184
CSE1L,7.242007403130217,6.0538507165712545
RAB22A,3.752381092676134,3.902915565186349
PTGIS,-0.40067132211493955,1.042620820671637
STAU1,6.001558225710495,5.998757501425864
SNAI1,2.1183095562245318,3.0048956098547315
MOCS3,2.6281668335881947,2.522212689781675
STX16,5.626765938067689,5.918206738159028
PMEPA1,5.39595892452777,5.881750175754453
RNF114,6.462077880373718,6.19871838377048
DDX27,5.748477604266731,4.911934495215104
BCAS4,3.5848378277269686,3.775999793715345
