archetype,PC1,PC2,PC3,PC4
0,-36.506563857947576,24.070698742911024,43.52161037538929,2.3192034245071884
1,4.5859123920790825,42.666952308070094,-47.2463015397894,54.17272956365667
2,33.860662738365484,9.894863122294993,-10.918172532809333,-25.367920484563804
3,-47.45400045713191,-24.799521416833635,-24.017660580319735,-14.44635767529481
4,49.615698927038956,-78.21414072154886,33.70069122331687,26.748167678898103
