sample,source,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,dist_arc1,dist_arc2,dist_arc3,dist_arc4,dist_arc5,nearest_archetype,inside_simplex,w_arc1,w_arc2,w_arc3,w_arc4,w_arc5
t.S02298,Tumor,-50.8240359798658,-23.68600036150389,29.80608496959034,8.270388665425584,6.995726168589819,44.78376365696628,-0.7381654328364745,-5.699191711417339,76.56119369359011,87.44790160684134,118.94768916995204,70.16247954432983,72.02404648457785,4,False,-0.11734514949595189,0.44986746176696113,-0.20749451031974078,0.6268436071495,0.2481285908992314
t.S02299,Tumor,-34.40303777377087,23.606432122553688,17.421258820813307,-1.3837034739290508,6.956868038283407,5.230036726185591,13.765347841322484,-2.437878533806704,68.96142572597562,82.32082970033018,70.82572504356179,72.32361893504698,94.45714620514747,1,False,-0.08194892039220224,0.21456309761598916,0.32921435996525633,0.4844548113850378,0.05371665142591939
t.S02322,Tumor,13.17151375437751,-12.50564696248066,-27.56421207569261,-3.3796751688112,-8.058223983076443,20.38076648939374,1.8203697051429018,3.6401595668890434,84.96600778511481,47.24102068807504,80.54984747746765,136.31902242879156,74.52178396356352,2,False,0.4932433602942122,0.3101112630168864,0.24778844963906543,-0.35511361275035574,0.30397053980019195
t.S02328,Tumor,-38.58879257355899,6.639466082997108,4.527211024240425,16.39262012382936,-8.081570347981351,7.796144072042032,22.542677005103272,18.525015304168615,52.48255779862149,73.58266331273133,87.0935497565232,73.98539922703122,89.64523994942513,1,False,0.20931342314987325,0.4325931508721128,0.03516699592291604,0.3687235718372278,-0.04579714178212954
t.S02342,Tumor,24.28796716402994,-18.769318766918996,30.751356757624205,4.630452111739895,-1.460375167349988,-19.03739529629507,0.7419274430737116,-21.76181029999424,118.10267259213586,34.95122833364351,94.07853261409812,135.26298947761447,73.06486222319084,2,False,-0.44556481140200765,0.7813424205392908,0.12482586559554484,0.2664730270487401,0.2729234982184315
t.S02347,Tumor,6.228746936875481,7.243829794101072,35.11210594981595,3.89600196962841,10.68726013720199,-0.8466104748561859,-10.160178661999662,-1.5686448514684623,104.84579936578012,51.13985772223319,74.59401676141155,112.23262107029576,85.66011556082799,2,False,-0.48477062393563747,0.6306705231817558,0.27890085203018156,0.46335895841906244,0.11184029030463787
t.S02350,Tumor,-11.915345888089862,-12.983930953795179,33.784141433833675,10.469732507624004,-4.935062496875071,0.19045862120829526,8.912603152593139,20.529790536240192,93.45039266277763,54.19516785951707,95.73111081286778,99.29887580787262,71.34083309587191,2,False,-0.3448392085405692,0.6768763375323013,-0.00509963401307299,0.5103194475473039,0.1627430574740369
t.S02351,Tumor,26.771658918787516,-18.759649006065413,12.123402273830065,4.622730290269218,4.7054401540536865,-10.545586051897676,-2.9938925106521084,-14.191282143432968,110.30537279176279,23.67685816804982,88.56444227000377,138.93428549980666,71.37959244412544,2,False,-0.16009432343993746,0.7045402674997817,0.14734040685968094,0.0406540219221732,0.26755962715830167
t.S02352,Tumor,18.169349786472186,3.910821644195671,37.147513631770025,4.859880646695391,6.341673579167515,-18.79451015981964,-5.228979842183568,-15.81641376112907,114.8656207601509,46.01465594053185,78.03184800975846,124.5751719722012,87.68973703054002,2,False,-0.55671360473234,0.7254053799192206,0.2835228074094297,0.42261741785560564,0.1251679995480841
t.S02353,Tumor,10.555121840961103,14.307195783239857,46.586632089478904,-31.81848598274928,24.266086930335284,19.375995987339113,-33.41818307984531,-11.660546423337198,123.91521265839025,80.88410886650156,74.06769843069596,122.3292447560541,87.64002173705835,3,False,-0.7839485658761426,0.17105764483272407,0.6436175835270309,0.48889794868500924,0.4803753888313781
