,arc1,arc2,arc3,arc4,arc5
m.DMS153,123.43677238471632,73.0867797628192,28.499838938046754,154.4944396469357,122.67807264317483
m.NCIH60,114.04383653752028,110.840760084831,133.78060110310224,135.34732121711212,30.02783868073289
m.NCIH69,124.96473352343813,50.87679097285586,82.89991962901661,154.09078754379712,62.10701786045988
m.NCIH82,69.3892769744287,120.12550290777537,122.75819616195193,99.1064060831997,79.4852064242063
m.NCIH128,124.97360880993024,26.54081616096976,74.26901458331527,157.3979182839868,100.21296240335096
m.NCIH146,110.88415792697849,52.47382868153908,58.39924671362442,156.21253535488884,88.43062789399859
m.NCIH187,100.94876006782432,44.42642782621736,66.92612243549631,149.94254198725451,87.91338031944652
m.NCIH209,103.56220375343975,52.28491192403801,53.86293722618202,147.13147388147283,105.14611074066846
m.NCIH211,28.366332371655535,112.15542359200691,106.68631408793118,114.43907854860196,114.44352590593711
m.NCIH250,110.65709481117092,62.951573042800426,42.951256917916496,146.0245963472609,96.50342253377413
m.NCIH345,120.56539414101421,38.36901530822882,68.21485140502855,140.6873438092937,86.58448771205997
m.NCIH378,130.8561987793475,60.45291581881809,110.06612316928594,155.14577925904575,38.07089163434624
m.NCIH446,119.68126288956329,94.40986590242382,130.6159287575228,126.19775621415683,24.611475843663463
m.NCIH510,86.09963904378402,67.99951731409828,55.131825188067054,125.70756061135532,97.85904764201518
m.NCIH524,111.88553179079972,100.13678919636125,131.82260522708802,141.47796021511851,19.995411696738085
m.NCIH526,43.030489080547476,93.5012139153421,103.7715234582745,137.6613435414776,91.75968647799334
m.NCIH711,131.03382893290163,3.965208754107723,103.32666430981179,160.73227459505858,91.42467113504266
m.NCIH735,104.39335921991652,86.52210530226793,29.290758278883207,132.28553197381106,120.89668455350738
m.NCIH738,110.53433901443086,25.883873945202527,99.31673162118827,159.45572990205426,95.19992514423511
m.NCIH740,125.73346837783812,27.216825587746985,74.9888767307468,158.02786968430482,91.32197275632397
m.NCIH748,103.84773423460364,50.79643287894949,56.074870277030065,151.22057376831316,97.39433222242698
m.NCIH774,119.12017562637536,85.69914454489764,18.31472201733491,146.17453363876913,127.63431956242232
m.NCIH841,97.7545459926431,124.0190061736684,137.49982530193418,50.48398706725828,110.08739071656538
m.NCIH865,124.52417603334304,62.22165134716719,41.59691846945781,155.72266306760167,103.93091656180441
m.NCIH889,123.60397048835561,74.53948242886457,50.06190470730316,163.8263325234205,94.06198636999918
m.NCIH1048,59.09542812129859,97.32553804739437,112.97302685264042,95.28834574402717,108.85302896793168
m.NCIH1092,131.29770334120983,32.21860066348756,82.02269294091583,160.05545588572065,79.41980034890894
m.NCIH1184,117.85554702451905,44.58051002643177,108.85944192156241,120.83456822274948,79.83522577872435
m.NCIH1238,123.18144929010954,89.06200142663012,20.51441703160805,142.52470839021214,118.32327499885218
m.NCIH1339,104.45820353095628,50.734881053016416,73.72687660281728,124.04572774626374,106.85691913074649
m.NCIH1417,120.85583932894613,28.085190885563105,76.02877343087545,158.6596217733381,88.04035335403411
m.NCIH1436,108.09441597147635,29.921242435746215,76.4861892335126,149.73510863610974,91.85385808769588
m.NCIH1450,38.79963134596729,113.53640637700289,100.69401095114266,110.36634977658235,124.71315178509289
m.NCIH1514,113.12189474693277,20.04218619405676,93.49949071057826,145.40380524760872,87.62112043272504
m.NCIH1522,108.4986966620303,27.52722885350391,101.3046421148256,158.79553774745804,90.18641953750944
m.NCIH1607,71.86484845704224,105.51606350255118,114.93674130642603,88.89909450546702,127.68278207547088
m.NCIH1628,132.84463941540835,66.60390695143074,39.424316662299695,150.25044832181254,113.75898292073629
