archetype,PC1,PC2,PC3
0,-3.0585995944697757,-106.57545719749488,-58.532444986801536
1,-118.24932295320595,93.03297671348531,-58.343250416996106
2,-64.53215989646081,-2.090959318934784,87.82042300398152
3,143.98496203977942,74.7060653020493,-3.938856119381456
