archetype,PC1,PC2,PC3,PC4
0,146.98137152924258,72.64664051119709,-8.433264779461421,-1.547630842006478
1,-27.66066449190027,-43.07597632488419,39.53541792235973,51.982250296834955
2,-117.20450453365692,93.65004430247387,-56.80792385246575,11.937506481767448
3,-68.98840469200668,19.83695171800263,88.22774217772171,-85.75115716410681
4,4.324237797188781,-107.79352872566994,-81.94668552172924,-35.975228326851436
