,archetype_1,archetype_2,archetype_3,archetype_4,archetype_5
TCGA-E1-5319-01,0.24031372148224642,0.4776034588567396,0.028018107112219633,0.04820948660380754,0.20585522594498679
TCGA-HT-7693-01,0.0,0.5082679680515771,0.1990422488252352,0.07575030015757142,0.21693948296561627
TCGA-CS-6665-01,0.05704324073452934,0.4452873367349033,0.4425453581064557,0.017011371420043418,0.03811269300406842
TCGA-S9-A7J2-01,0.12537850112403262,0.37331033200143293,0.0,0.01870833802765366,0.48260282884688077
TCGA-FG-A6J3-01,0.0,0.0,0.27478367129033715,0.6721623965545993,0.05305393215506358
TCGA-FG-6688-01,0.20082542942385453,0.0,0.4961750465252783,0.3029995240508672,0.0
TCGA-S9-A6TX-01,0.12841982594280266,0.14397840364559758,0.0,0.2956697849233289,0.4319319854882707
TCGA-VM-A8C8-01,0.03443538037553051,0.5165440180419224,0.0,0.36382627392325534,0.0851943276592917
TCGA-HT-A74L-01,0.07920495821804387,0.5683604766882966,0.0,0.0,0.3524345650936595
TCGA-S9-A7QY-01,0.3656766683783832,0.0834981833297931,0.0,0.3051458809922358,0.245679267299588
TCGA-DB-A4XA-01,0.25846826849823573,0.1534227936260527,0.0,0.3307301408957688,0.25737879697994276
TCGA-HT-A4DV-01,0.46144400692175375,0.0,0.0,0.4614734163834314,0.07708257669481487
TCGA-WY-A85A-01,0.1802764564596603,0.5179619639825432,0.0,0.16217012445023796,0.13959145510755863
TCGA-E1-5311-01,0.4651832625416681,0.17030319482119718,0.0,0.0,0.3645135426371348
TCGA-E1-A7YI-01,0.0,0.0,0.45551694190278774,0.0,0.5444830580972123
TCGA-E1-5305-01,0.30619063065769375,0.48524363340672094,0.09607649355548711,0.0,0.1124892423800982
TCGA-F6-A8O4-01,0.44653990278894823,0.3547196495352463,0.0,0.1191226141095262,0.07961783356627923
TCGA-HT-8113-01,0.9067449555021064,0.040422368352921456,0.0,0.04573275366906061,0.0070999224759115305
TCGA-DH-A66G-01,0.4915057952102617,0.2776336128652893,0.23037462405573159,0.0,0.00048596786871752664
TCGA-HT-7620-01,0.2568412912075252,0.5207218668596149,0.0,0.16031218299292724,0.0621246589399327
TCGA-P5-A731-01,0.4319904069345531,0.09098273277737531,0.2587983610835196,0.16754393316651833,0.050684566038033514
TCGA-HT-7480-01,0.44527458916502705,0.3116114219705643,0.0,0.0,0.24311398886440874
TCGA-HT-7689-01,0.15469684395473127,0.6986898958327402,0.07591513469166442,0.07069812552086414,0.0
TCGA-HT-8109-01,0.6239816511081085,0.3488848938137818,0.013824479511090025,0.0,0.013308975567019779
TCGA-E1-A7YE-01,0.016770620636180296,0.344772592558316,0.42283745425973296,0.0,0.21561933254577076
TCGA-S9-A7R1-01,0.4446549223704377,0.1943551256010696,0.0,0.027640197404297705,0.3333497546241951
TCGA-FG-A710-01,0.3537586882320883,0.06984262350957521,0.09510451699557662,0.21586120408581336,0.26543296717694653
TCGA-S9-A7J0-01,0.0,0.18495855515222395,0.23222325687778375,0.006863116981444765,0.5759550709885477
TCGA-DU-A6S6-01,0.6572344259952715,0.0,0.0,0.07516871958262404,0.2675968544221045
TCGA-HT-7877-01,0.5323782240301856,0.2985087440244498,0.0,0.0,0.1691130319453646
TCGA-QH-A6CU-01,0.10828953903578703,0.21701855163732242,0.0,0.6746919093268907,0.0
TCGA-HW-7486-01,0.28547731159791456,0.5235984178661538,0.0,0.10565570869572435,0.08526856184020723
TCGA-FG-7634-01,0.07567261307099805,0.395543343014422,0.28171833488764997,0.0,0.24706570902692992
