,archetype_1,archetype_2,archetype_3,archetype_4
TCGA-E1-5319-01,0.39920064847098835,0.011404368570195873,0.31605698856349496,0.27333799439532086
TCGA-HT-7693-01,0.4282149819186546,0.18409259691707167,0.3876924211642738,0.0
TCGA-CS-6665-01,0.20095254534274387,0.41276055164031983,0.3021624390069473,0.08412446400998896
TCGA-S9-A7J2-01,0.665055292160543,0.0,0.17613399988797987,0.15881070795147717
TCGA-FG-A6J3-01,0.02015836494626874,0.4716544547246139,0.5081871803291174,0.0
TCGA-FG-6688-01,0.0,0.49593882349281,0.29999528411205084,0.2040658923951392
TCGA-S9-A6TX-01,0.5021190629859704,0.0,0.3359272577618426,0.16195367925218698
TCGA-VM-A8C8-01,0.24575963113682686,0.0,0.6791833888271649,0.07505698003600822
TCGA-HT-A74L-01,0.6092832914451549,0.0,0.2702176659645179,0.12049904259032708
TCGA-S9-A7QY-01,0.28274401891182743,0.0,0.32459532932458574,0.3926606517635869
TCGA-DB-A4XA-01,0.3133496275517281,0.0,0.3974900658761056,0.2891603065721663
TCGA-HT-A4DV-01,0.05766302033631229,0.0,0.45393747183192185,0.4883995078317658
TCGA-WY-A85A-01,0.32813443281159177,0.0,0.45658233868742104,0.21528322850098722
TCGA-E1-5311-01,0.5065274990201585,0.0,0.0,0.49347250097984147
TCGA-E1-A7YI-01,0.5528741832329763,0.4471258167670236,0.0,0.0
TCGA-E1-5305-01,0.3437487774912964,0.09406770984477897,0.21813265739668555,0.344050855267239
TCGA-F6-A8O4-01,0.2144356179503768,0.0,0.31293262115157244,0.4726317608980508
TCGA-HT-8113-01,0.04148368870421644,0.0,0.041423864588448045,0.9170924467073355
TCGA-DH-A66G-01,0.1610519865983342,0.243041865089533,0.07561108349899501,0.5202950648131379
TCGA-HT-7620-01,0.2445350359975305,0.0,0.46554183006483935,0.28992313393763014
TCGA-P5-A731-01,0.07927163663086681,0.2684816211202905,0.204383120964228,0.44786362128461465
TCGA-HT-7480-01,0.43832391549530103,0.0,0.07970069112938208,0.48197539337531686
TCGA-HT-7689-01,0.24849296189930958,0.03319830546309295,0.5234007919189355,0.19490794071866185
TCGA-HT-8109-01,0.20336677885309126,0.02192054992895446,0.11884055379785434,0.6558721174201
TCGA-E1-A7YE-01,0.36339594918167306,0.41316928623966526,0.17986821801100272,0.04356654656765889
TCGA-S9-A7R1-01,0.4442077757338575,0.0,0.08762669858927666,0.46816552567686587
TCGA-FG-A710-01,0.29844232623914746,0.12409157130309306,0.20327611329644568,0.3741899891613138
TCGA-S9-A7J0-01,0.6974361582219661,0.2545130807356525,0.03827311549547486,0.0097776455469066
TCGA-DU-A6S6-01,0.3074157939196095,0.0,0.015488878133909183,0.6770953279464813
TCGA-HT-7877-01,0.3130936401608526,0.0,0.1302858954646316,0.5566204643745157
TCGA-QH-A6CU-01,0.0,0.0,0.8491798666321231,0.15082013336787695
TCGA-HW-7486-01,0.27689836557528985,0.0,0.4057616401988621,0.3173399942258481
TCGA-FG-7634-01,0.46804965998745685,0.3052696276510498,0.11098973577493416,0.11569097658655926
TCGA-DU-6407-01,0.45799398547236553,0.05506475966728016,0.4534266426990851,0.03351461216126933
TCGA-P5-A735-01,0.37356805477985505,0.0,0.5056284149707111,0.12080353024943376
TCGA-HT-8010-01,0.00582982185948259,0.006271605773679163,0.31953294926471326,0.6683656231021251
