,PC1,PC2,PC3,PC4,PC5,PC6
TCGA-E1-5319-01,16.391148862704085,-21.72485125423562,2.648379790400917,13.250303969001957,64.89317513467319,-28.896465080709152
TCGA-HT-7693-01,-53.90609386873763,-32.673345451481,-1.8041775184770077,14.9019250859445,-18.32335643180809,-16.711656881400405
TCGA-CS-6665-01,-56.809826359963004,22.636539268171507,-9.63934143858389,25.511228242866466,-9.050295397034278,-23.800775590021978
TCGA-S9-A7J2-01,18.587325313147534,-70.2776707755813,-12.475169148104507,-3.8403037843295897,19.14051935673778,15.355117326296691
TCGA-FG-A6J3-01,-110.5224342683431,28.034215710441764,15.755144371223562,-103.15680439276292,-34.399996721544916,-51.32205020943227
TCGA-FG-6688-01,-50.76745789967809,91.19469391168077,17.20502652143795,-8.98974812524248,33.25988522693683,21.97421159541995
TCGA-S9-A6TX-01,5.718492759336042,-48.821988576631256,6.618006852048907,-37.55146193766975,32.92189494098208,5.541159520983991
TCGA-VM-A8C8-01,-25.75028599483059,-31.588305294956584,55.177765111146414,-10.926406491512948,-5.800701301585681,10.705213452917999
TCGA-HT-A74L-01,1.5218844420304134,-60.64607467138162,-7.986218470671308,22.369990442600713,32.15654562055398,20.69231061488038
TCGA-S9-A7QY-01,43.61306366241235,-12.093613572673181,21.7216686906876,-36.359826058099884,16.84338577778949,22.728983581267016
TCGA-DB-A4XA-01,17.48880217123479,-15.566777915447693,18.563176958178246,-32.33898983193153,24.70402951421096,-10.988897407715571
TCGA-HT-A4DV-01,50.891626311676795,17.400407435828264,47.343977896852,-50.4618889431775,15.138951865301932,-1.1258744121902236
TCGA-WY-A85A-01,8.539462282223871,-29.409906234433578,30.237614922950023,4.784869218034125,-17.79213363683295,20.752194690349747
TCGA-E1-5311-01,71.10299219469618,-17.350290288751363,-35.12920547373882,11.618578924525536,8.911101579690824,-14.636584211729032
TCGA-E1-A7YI-01,-51.23580908967116,-15.388212041608407,-76.27314129897646,-14.339387644056478,-44.28056316828201,18.61020545007276
TCGA-E1-5305-01,23.286740758596302,-2.637212783073113,-7.807130889970564,36.82021795647495,-2.1695660968456334,-11.476090455794692
TCGA-F6-A8O4-01,51.524423462500955,6.637458498782249,18.57070446276104,3.160508571224366,-24.58450270233097,15.029687478646286
TCGA-HT-8113-01,130.31191158294865,62.73320420512414,-1.047778463593259,-4.019072774100987,-14.679348529493769,-9.137007606002964
TCGA-DH-A66G-01,40.80318754294549,44.1578175606541,-19.01581298505244,35.96662357214363,-33.935664492295096,-25.088081654761208
TCGA-HT-7620-01,12.652252244988166,-7.4039988146271165,27.5902454752494,10.648992507357988,41.25624312243984,24.921743190892713
TCGA-P5-A731-01,19.30611202105879,49.56001046274699,-4.119142805301906,-9.039464271123553,-3.8264062403693195,-14.33710493214946
TCGA-HT-7480-01,67.9728280165985,-16.917983782025814,-14.115596087365637,21.332762882461424,14.747928321176277,16.557314332158224
TCGA-HT-7689-01,-10.398094450083498,-9.928267947454552,28.715900124819555,31.292437640139575,11.08553846703971,5.7892469324752325
TCGA-HT-8109-01,83.55257370166858,29.114557383672672,-5.329112132908453,35.28760994727446,9.305604321120818,-0.8574644754633335
TCGA-E1-A7YE-01,-55.3028353973541,2.587866473228884,-29.751541637971837,17.571384426629077,-37.45581060128718,-22.531508297523487
TCGA-S9-A7R1-01,64.68112643038825,-17.66905051345497,-14.69441184423141,-7.1260720316217645,4.026282787770634,-16.895005758450548
TCGA-FG-A710-01,25.173322229144663,7.267196557980306,-8.330391899943908,-23.838969845775097,-4.496762448920986,-23.559287073208356
TCGA-S9-A7J0-01,-33.29119690156788,-50.00110047578784,-52.34899883527966,-8.82148278023871,-53.970657935487516,42.48127524711399
TCGA-DU-A6S6-01,104.71285508445679,6.845470853939887,-7.640531109434315,-24.58049377545914,-12.128656049419728,11.215338544578518
TCGA-HT-7877-01,71.46742722375326,7.1210103997560985,-8.20144757307864,11.508215915382946,13.490925556819032,15.579834092496643
TCGA-QH-A6CU-01,-28.095308885947247,3.9461441243500444,80.67560797718009,-48.171141180008746,54.283189350604665,0.7651901098909186
TCGA-HW-7486-01,21.154438837614553,-9.630479132331342,21.350949320283256,14.396463135044074,43.202308608886376,2.0914435273085465
TCGA-FG-7634-01,-28.034154850231957,-13.071741265544361,-35.914969146905115,37.474040766544135,24.003125396430633,-13.323267919576358
TCGA-DU-6407-01,-32.34718782688711,-42.13237829725218,9.668320340448217,37.5231915129112,-0.4649515081339693,-0.7833682529380186
TCGA-P5-A735-01,0.5177322709168437,-52.02640322174785,43.567452102097825,-17.64878780844298,-27.476828560559305,18.25890832948974
TCGA-HT-8010-01,74.85499287380411,49.22498368502667,24.72182890221923,8.117535211589978,22.406554410453694,2.2140772353460183
TCGA-P5-A5F1-01,-53.295741731483524,3.201525345264265,72.12905153137227,-15.987780078712547,20.824250610503064,-11.34416645313078
TCGA-VM-A8CF-01,-78.8379121001819,28.140922389130534,101.32457691665807,-78.19449729212343,6.89926146263861,-10.086577143315601
TCGA-DU-6542-01,-1.3839519486415666,-2.9754848841673827,-11.784192252953485,35.07071523012367,-27.037128323897463,-20.962198921885847
TCGA-FG-7638-01,55.62544971469451,-1.068689810576115,-0.1315873632565473,-0.8425031435408189,29.216511393223374,-13.701881181911592
TCGA-VW-A8FI-01,-84.44395697598041,45.86827223502114,-7.8925972309837,-63.91628624933452,-7.445612093867669,56.20914293516191
TCGA-DH-5143-01,29.684402720630363,13.187771828308355,26.722567828811517,36.43759641301487,-9.25069872014532,-17.981354491590462
TCGA-DU-A7TI-01,22.723809473956578,16.79435330314045,13.20570161646905,30.12066823829281,-35.553727310886686,-0.7352724428723378
TCGA-DU-8165-01,-88.46029109763879,97.51993242406996,-53.51752398599784,37.2233809926412,10.970289710298514,45.08856843404115
TCGA-DU-7013-01,-49.35649036112019,49.179314517186675,-68.98705172862623,26.14283905721287,0.7152361362198737,36.31646049753229
TCGA-DU-7011-01,8.925205826974105,32.63153146152097,10.950415908083032,42.58753655439367,-11.025578259908668,-29.13844062867363
TCGA-TM-A84Q-01,-44.419884880791805,-35.892499905018774,14.17311974153717,10.998563195036606,-24.30283046805936,-24.850416985594983
TCGA-DB-5281-01,39.97862779074907,20.11408184748667,-29.465022405856928,34.65187033395024,-30.99705513471507,-25.953657479182507
TCGA-S9-A6WI-01,127.42862478885091,69.61156595069417,7.470415819297268,-34.42511026866719,-23.90221749624335,-14.887710904125177
TCGA-HT-7605-01,80.62956519600381,28.854703220332222,17.2959024727606,8.823842301551021,17.910676036828416,1.8766755393814791
TCGA-DB-5270-01,69.98143159653955,64.17703722075969,1.4926632341096249,15.550194247645654,-20.402349962624985,-25.133589630828112
TCGA-S9-A6WQ-01,-11.946576852481456,1.2821874648444624,54.56904210908198,-16.129734657474792,-7.539710307010129,-0.05039807896992727
TCGA-HT-8106-01,-74.26806460426633,69.51543338898522,-8.019734751410024,36.60079727191033,-11.966869721423677,-55.90299632163773
TCGA-HT-7608-01,14.523009565237105,0.5808335124428894,34.59321988962014,20.647022907701274,63.54774950915222,-15.335586147407854
TCGA-E1-A7YU-01,21.82033637706574,1.0628490702943965,41.54545268615686,-24.18945798113269,-22.285878789836445,21.760721912183588
TCGA-W9-A837-01,85.58926075489943,1.1268413498345744,-0.08123385914734485,6.575059180428869,10.836951624660799,8.303489992981136
TCGA-TM-A7C5-01,33.85744994963568,-70.5466330337848,-46.26159994693083,-16.929925821605554,12.643862493572037,-16.655473324172746
TCGA-DU-6394-01,-4.39911551892376,-65.33465725416917,-66.64281584154259,11.190727567056898,28.003610375180315,-40.24303602717502
TCGA-DU-A5TS-01,-18.47621413036915,-9.638566554754526,51.67268146279185,-48.61448162443018,-27.880384250822804,16.624902253055165
TCGA-QH-A6CW-01,-44.68972095365909,-43.98578535781035,32.55479531261146,4.839146525339402,-29.645453261802796,4.108968263044996
TCGA-S9-A6WO-01,-28.20959728261946,-45.4984927452791,35.472995235270524,31.671216148859607,-18.317800109789466,13.441721187027145
TCGA-IK-7675-01,-50.41988851058036,-47.22317290942336,-9.331366136240336,27.489029655501916,-21.386112323763683,24.361383870187208
TCGA-HT-7601-01,-30.14177032151328,29.793179245805327,-0.7487642761020694,41.68650124177573,-11.042835322577952,-29.870527184314046
TCGA-P5-A5ET-01,50.40761268732033,-21.640570806672567,19.870893178826975,-27.890427916035126,7.351505838705569,27.724215336827022
TCGA-HT-7472-01,-27.34465423092243,-26.5031394567068,8.58477236705569,61.32781287134873,6.010632747660409,-9.269576590486215
TCGA-HT-7880-01,88.87102321630464,61.06379292381668,26.192395915237896,-8.667169534909194,-9.403487599847631,10.455145718029948
TCGA-E1-A7Z3-01,55.99082412172063,51.887026287196775,9.845437155787026,-10.779845950113353,-24.43866959648557,-17.600499447836686
TCGA-P5-A77X-01,73.04860187482319,-4.6948230036232115,-6.769525098978608,-7.150643105875986,12.477446374228755,19.896496595721953
TCGA-FG-A6IZ-01,-1.7466951509714692,-66.90105730057859,18.65950931288075,-115.96126844852972,8.061443183804831,-26.141575754492475
TCGA-HT-7873-01,-32.0967300728994,-32.10162111636049,26.23709771593693,38.57978837563583,-9.674698297882225,46.44121235722102
TCGA-CS-4938-01,-36.05559635333578,-15.686450044092247,51.092985702471395,41.02307461348992,25.411542230092532,-0.48116213962003435
TCGA-KT-A74X-01,7.829247601905446,-54.02501983451039,-19.307937897332824,-30.41747600947551,30.823524979291424,-5.815887765715781
TCGA-P5-A5EX-01,-77.41619225700572,39.019525855898394,-5.459002596440795,-10.679419578530418,41.14810828546131,-72.80890993348034
TCGA-VM-A8CH-01,-44.74490064066482,-41.593412795960134,24.096497845736504,17.823062144936245,-10.372961235519767,-2.931207679415474
